"Username","Stimuli.Answer","Direction","Encoding","scored"
"M20331086","Mayor","Control","Item_JOL",0
"M20324107","Mayor","Control","Item_JOL",0
"M20316163_AFH","Mayor","Control","Item_JOL",0
"M20322886","Mayor","Control","Item_JOL",0
"20322866","Mayor","Control","Item_JOL",0
"M20312469","Mayor","Control","Item_JOL",0
"M20319612SMW","Mayor","Control","Item_JOL",0
"M20333217","Mayor","Control","Item_JOL",0
"20308360_AC","Mayor","Control","Item_JOL",0
"M20322521","Mayor","Control","Item_JOL",0
"M20332037","Mayor","Control","Item_JOL",0
"M20319728","Mayor","Control","Item_JOL",0
"m20321377","Mayor","Control","Item_JOL",0
"M20312669","Mayor","Control","Item_JOL",0
"20328463","Mayor","Control","Item_JOL",0
"M20332037","Milk","Control","Item_JOL",0
"M20302138_ASE","Milk","Control","Item_JOL",0
"20322866","Milk","Control","Item_JOL",0
"M20316163_AFH","Milk","Control","Item_JOL",0
"M20333217","Milk","Control","Item_JOL",0
"M20324107","Milk","Control","Item_JOL",0
"M20304204","Milk","Control","Item_JOL",0
"M20331086","Milk","Control","Item_JOL",1
"M20283523","Milk","Control","Item_JOL",0
"M20312469","Milk","Control","Item_JOL",0
"20328463","Milk","Control","Item_JOL",0
"M20319612SMW","Milk","Control","Item_JOL",1
"20306662","Milk","Control","Item_JOL",0
"m20301357","Milk","Control","Item_JOL",0
"M20319728","Milk","Control","Item_JOL",0
"20308360_AC","Milk","Control","Item_JOL",0
"M20322886","Milk","Control","Item_JOL",0
"M20312669","Milk","Control","Item_JOL",0
"M20322521","Milk","Control","Item_JOL",0
"m20321377","Milk","Control","Item_JOL",1
"m20321377","Mountain","Control","Item_JOL",1
"M20322886","Mountain","Control","Item_JOL",0
"20306662","Mountain","Control","Item_JOL",0
"M20316163_AFH","Mountain","Control","Item_JOL",0
"20328463","Mountain","Control","Item_JOL",0
"M20319728","Mountain","Control","Item_JOL",0
"M20333217","Mountain","Control","Item_JOL",0
"M20312469","Mountain","Control","Item_JOL",0
"M20332037","Mountain","Control","Item_JOL",0
"M20283523","Mountain","Control","Item_JOL",0
"M20324107","Mountain","Control","Item_JOL",0
"M20304204","Mountain","Control","Item_JOL",0
"M20319612SMW","Mountain","Control","Item_JOL",1
"M20302138_ASE","Mountain","Control","Item_JOL",0
"M20331086","Mountain","Control","Item_JOL",1
"M20312669","Mountain","Control","Item_JOL",1
"20322866","Mountain","Control","Item_JOL",0
"M20322521","Mountain","Control","Item_JOL",1
"20308360_AC","Mountain","Control","Item_JOL",0
"m20301357","Mountain","Control","Item_JOL",1
"M20332037","Ocean","Control","Item_JOL",0
"M20331086","Ocean","Control","Item_JOL",1
"M20322886","Ocean","Control","Item_JOL",0
"M20322521","Ocean","Control","Item_JOL",0
"M20312669","Ocean","Control","Item_JOL",0
"M20333217","Ocean","Control","Item_JOL",0
"M20319612SMW","Ocean","Control","Item_JOL",1
"M20302138_ASE","Ocean","Control","Item_JOL",0
"M20316163_AFH","Ocean","Control","Item_JOL",0
"20306662","Ocean","Control","Item_JOL",0
"20322866","Ocean","Control","Item_JOL",0
"M20324107","Ocean","Control","Item_JOL",0
"M20283523","Ocean","Control","Item_JOL",1
"20308360_AC","Ocean","Control","Item_JOL",0
"20328463","Ocean","Control","Item_JOL",0
"m20321377","Ocean","Control","Item_JOL",1
"m20301357","Ocean","Control","Item_JOL",0
"M20319728","Ocean","Control","Item_JOL",0
"M20304204","Ocean","Control","Item_JOL",0
"M20312469","Ocean","Control","Item_JOL",0
"20328463","Oxygen","Control","Item_JOL",0
"M20304204","Oxygen","Control","Item_JOL",0
"M20319728","Oxygen","Control","Item_JOL",0
"20308360_AC","Oxygen","Control","Item_JOL",0
"M20312669","Oxygen","Control","Item_JOL",0
"m20301357","Oxygen","Control","Item_JOL",0
"M20319612SMW","Oxygen","Control","Item_JOL",0
"M20331086","Oxygen","Control","Item_JOL",0
"M20333217","Oxygen","Control","Item_JOL",0
"M20316163_AFH","Oxygen","Control","Item_JOL",0
"M20322886","Oxygen","Control","Item_JOL",0
"M20332037","Oxygen","Control","Item_JOL",0
"M20283523","Oxygen","Control","Item_JOL",0
"M20322521","Oxygen","Control","Item_JOL",0
"M20324107","Oxygen","Control","Item_JOL",0
"M20302138_ASE","Oxygen","Control","Item_JOL",0
"m20321377","Oxygen","Control","Item_JOL",0
"20306662","Oxygen","Control","Item_JOL",0
"20322866","Oxygen","Control","Item_JOL",0
"M20312469","Oxygen","Control","Item_JOL",0
"m20301357","Pants","Control","Item_JOL",0
"20328463","Pants","Control","Item_JOL",0
"M20322521","Pants","Control","Item_JOL",0
"M20333217","Pants","Control","Item_JOL",0
"20306662","Pants","Control","Item_JOL",0
"20322866","Pants","Control","Item_JOL",0
"M20331086","Pants","Control","Item_JOL",1
"M20304204","Pants","Control","Item_JOL",0
"M20302138_ASE","Pants","Control","Item_JOL",0
"M20319728","Pants","Control","Item_JOL",0
"m20321377","Pants","Control","Item_JOL",1
"M20319612SMW","Pants","Control","Item_JOL",1
"M20316163_AFH","Pants","Control","Item_JOL",0
"M20332037","Pants","Control","Item_JOL",1
"M20312669","Pants","Control","Item_JOL",0
"M20312469","Pants","Control","Item_JOL",0
"M20324107","Pants","Control","Item_JOL",0
"M20283523","Pants","Control","Item_JOL",0
"20308360_AC","Pants","Control","Item_JOL",0
"M20322886","Pants","Control","Item_JOL",0
"20322866","Parrot","Control","Item_JOL",0
"M20312469","Parrot","Control","Item_JOL",0
"m20301357","Parrot","Control","Item_JOL",0
"M20304204","Parrot","Control","Item_JOL",0
"20308360_AC","Parrot","Control","Item_JOL",0
"M20322886","Parrot","Control","Item_JOL",0
"M20316163_AFH","Parrot","Control","Item_JOL",0
"M20332037","Parrot","Control","Item_JOL",0
"m20321377","Parrot","Control","Item_JOL",0
"M20333217","Parrot","Control","Item_JOL",0
"20328463","Parrot","Control","Item_JOL",0
"M20312669","Parrot","Control","Item_JOL",0
"M20324107","Parrot","Control","Item_JOL",0
"M20283523","Parrot","Control","Item_JOL",0
"M20319728","Parrot","Control","Item_JOL",0
"M20322521","Parrot","Control","Item_JOL",0
"M20302138_ASE","Parrot","Control","Item_JOL",0
"M20319612SMW","Parrot","Control","Item_JOL",0
"20306662","Parrot","Control","Item_JOL",0
"M20331086","Parrot","Control","Item_JOL",0
"M20283523","Rifle","Control","Item_JOL",0
"M20322521","Rifle","Control","Item_JOL",0
"M20302138_ASE","Rifle","Control","Item_JOL",0
"M20332037","Rifle","Control","Item_JOL",0
"M20324107","Rifle","Control","Item_JOL",0
"M20319728","Rifle","Control","Item_JOL",0
"20306662","Rifle","Control","Item_JOL",0
"m20301357","Rifle","Control","Item_JOL",0
"M20304204","Rifle","Control","Item_JOL",0
"20308360_AC","Rifle","Control","Item_JOL",0
"M20316163_AFH","Rifle","Control","Item_JOL",0
"20322866","Rifle","Control","Item_JOL",0
"20328463","Rifle","Control","Item_JOL",0
"m20321377","Rifle","Control","Item_JOL",1
"M20333217","Rifle","Control","Item_JOL",0
"M20319612SMW","Rifle","Control","Item_JOL",0
"M20331086","Rifle","Control","Item_JOL",0
"M20312669","Rifle","Control","Item_JOL",0
"M20312469","Rifle","Control","Item_JOL",0
"M20322886","Rifle","Control","Item_JOL",0
"M20324107","River","Control","Item_JOL",1
"M20302138_ASE","River","Control","Item_JOL",0
"M20322886","River","Control","Item_JOL",0
"M20333217","River","Control","Item_JOL",0
"M20331086","River","Control","Item_JOL",1
"m20301357","River","Control","Item_JOL",1
"M20319612SMW","River","Control","Item_JOL",0
"M20304204","River","Control","Item_JOL",0
"20308360_AC","River","Control","Item_JOL",0
"m20321377","River","Control","Item_JOL",1
"M20283523","River","Control","Item_JOL",0
"20328463","River","Control","Item_JOL",0
"M20312469","River","Control","Item_JOL",0
"M20312669","River","Control","Item_JOL",0
"M20332037","River","Control","Item_JOL",0
"M20319728","River","Control","Item_JOL",0
"M20322521","River","Control","Item_JOL",0
"20306662","River","Control","Item_JOL",0
"M20316163_AFH","River","Control","Item_JOL",0
"20322866","River","Control","Item_JOL",0
"M20322521","Rock","Control","Item_JOL",0
"M20319728","Rock","Control","Item_JOL",1
"m20321377","Rock","Control","Item_JOL",1
"m20301357","Rock","Control","Item_JOL",0
"M20331086","Rock","Control","Item_JOL",1
"M20283523","Rock","Control","Item_JOL",0
"20306662","Rock","Control","Item_JOL",0
"M20316163_AFH","Rock","Control","Item_JOL",0
"M20333217","Rock","Control","Item_JOL",0
"M20312469","Rock","Control","Item_JOL",0
"M20324107","Rock","Control","Item_JOL",0
"20328463","Rock","Control","Item_JOL",1
"M20312669","Rock","Control","Item_JOL",0
"M20304204","Rock","Control","Item_JOL",0
"20308360_AC","Rock","Control","Item_JOL",0
"20322866","Rock","Control","Item_JOL",0
"M20332037","Rock","Control","Item_JOL",0
"M20319612SMW","Rock","Control","Item_JOL",1
"M20302138_ASE","Rock","Control","Item_JOL",0
"M20322886","Rock","Control","Item_JOL",1
"M20322886","Sandal","Control","Item_JOL",0
"M20316163_AFH","Sandal","Control","Item_JOL",0
"M20332037","Sandal","Control","Item_JOL",0
"M20331086","Sandal","Control","Item_JOL",1
"m20301357","Sandal","Control","Item_JOL",0
"M20322521","Sandal","Control","Item_JOL",0
"m20321377","Sandal","Control","Item_JOL",0
"M20319728","Sandal","Control","Item_JOL",0
"20322866","Sandal","Control","Item_JOL",0
"M20319612SMW","Sandal","Control","Item_JOL",0
"M20312469","Sandal","Control","Item_JOL",0
"20306662","Sandal","Control","Item_JOL",0
"20328463","Sandal","Control","Item_JOL",0
"M20324107","Sandal","Control","Item_JOL",0
"M20302138_ASE","Sandal","Control","Item_JOL",0
"M20304204","Sandal","Control","Item_JOL",0
"M20312669","Sandal","Control","Item_JOL",0
"20308360_AC","Sandal","Control","Item_JOL",0
"M20283523","Sandal","Control","Item_JOL",0
"M20333217","Sandal","Control","Item_JOL",0
"20322866","Shark","Control","Item_JOL",0
"M20333217","Shark","Control","Item_JOL",0
"M20316163_AFH","Shark","Control","Item_JOL",0
"M20312669","Shark","Control","Item_JOL",0
"M20331086","Shark","Control","Item_JOL",1
"M20302138_ASE","Shark","Control","Item_JOL",0
"M20319612SMW","Shark","Control","Item_JOL",0
"20308360_AC","Shark","Control","Item_JOL",0
"m20301357","Shark","Control","Item_JOL",0
"M20312469","Shark","Control","Item_JOL",0
"M20319728","Shark","Control","Item_JOL",0
"M20322521","Shark","Control","Item_JOL",0
"M20304204","Shark","Control","Item_JOL",0
"M20283523","Shark","Control","Item_JOL",0
"m20321377","Shark","Control","Item_JOL",0
"20306662","Shark","Control","Item_JOL",0
"M20324107","Shark","Control","Item_JOL",0
"20328463","Shark","Control","Item_JOL",0
"M20332037","Shark","Control","Item_JOL",0
"M20322886","Shark","Control","Item_JOL",0
"M20322521","Student","Control","Item_JOL",0
"M20304204","Student","Control","Item_JOL",0
"M20316163_AFH","Student","Control","Item_JOL",0
"m20321377","Student","Control","Item_JOL",1
"m20301357","Student","Control","Item_JOL",1
"M20312469","Student","Control","Item_JOL",0
"M20312669","Student","Control","Item_JOL",0
"20322866","Student","Control","Item_JOL",0
"20328463","Student","Control","Item_JOL",0
"M20283523","Student","Control","Item_JOL",0
"M20319612SMW","Student","Control","Item_JOL",0
"M20322886","Student","Control","Item_JOL",0
"M20332037","Student","Control","Item_JOL",0
"M20302138_ASE","Student","Control","Item_JOL",0
"20306662","Student","Control","Item_JOL",0
"M20324107","Student","Control","Item_JOL",0
"M20319728","Student","Control","Item_JOL",0
"20308360_AC","Student","Control","Item_JOL",0
"M20333217","Student","Control","Item_JOL",0
"M20331086","Student","Control","Item_JOL",1
"M20319612SMW","Tea","Control","Item_JOL",0
"M20324107","Tea","Control","Item_JOL",0
"M20312469","Tea","Control","Item_JOL",0
"M20322886","Tea","Control","Item_JOL",0
"m20301357","Tea","Control","Item_JOL",1
"M20322521","Tea","Control","Item_JOL",0
"20328463","Tea","Control","Item_JOL",0
"M20316163_AFH","Tea","Control","Item_JOL",0
"M20333217","Tea","Control","Item_JOL",0
"M20302138_ASE","Tea","Control","Item_JOL",0
"M20283523","Tea","Control","Item_JOL",0
"M20332037","Tea","Control","Item_JOL",0
"M20312669","Tea","Control","Item_JOL",0
"M20331086","Tea","Control","Item_JOL",1
"m20321377","Tea","Control","Item_JOL",0
"20306662","Tea","Control","Item_JOL",0
"20308360_AC","Tea","Control","Item_JOL",0
"20322866","Tea","Control","Item_JOL",0
"M20304204","Tea","Control","Item_JOL",0
"M20319728","Tea","Control","Item_JOL",0
"20306662","Tiger","Control","Item_JOL",0
"M20302138_ASE","Tiger","Control","Item_JOL",0
"M20304204","Tiger","Control","Item_JOL",0
"M20322886","Tiger","Control","Item_JOL",0
"M20322521","Tiger","Control","Item_JOL",0
"M20332037","Tiger","Control","Item_JOL",0
"m20301357","Tiger","Control","Item_JOL",1
"M20312669","Tiger","Control","Item_JOL",0
"20322866","Tiger","Control","Item_JOL",0
"M20331086","Tiger","Control","Item_JOL",1
"M20324107","Tiger","Control","Item_JOL",1
"20308360_AC","Tiger","Control","Item_JOL",0
"M20283523","Tiger","Control","Item_JOL",0
"M20312469","Tiger","Control","Item_JOL",0
"M20319728","Tiger","Control","Item_JOL",0
"M20319612SMW","Tiger","Control","Item_JOL",1
"M20333217","Tiger","Control","Item_JOL",1
"M20316163_AFH","Tiger","Control","Item_JOL",0
"20328463","Tiger","Control","Item_JOL",0
"m20321377","Tiger","Control","Item_JOL",0
"M20312469","Tulip","Control","Item_JOL",0
"M20316163_AFH","Tulip","Control","Item_JOL",0
"M20319728","Tulip","Control","Item_JOL",0
"M20302138_ASE","Tulip","Control","Item_JOL",0
"m20321377","Tulip","Control","Item_JOL",1
"20328463","Tulip","Control","Item_JOL",0
"M20322521","Tulip","Control","Item_JOL",0
"20308360_AC","Tulip","Control","Item_JOL",0
"M20304204","Tulip","Control","Item_JOL",0
"M20283523","Tulip","Control","Item_JOL",0
"M20324107","Tulip","Control","Item_JOL",0
"M20331086","Tulip","Control","Item_JOL",0
"20322866","Tulip","Control","Item_JOL",0
"M20332037","Tulip","Control","Item_JOL",0
"20306662","Tulip","Control","Item_JOL",0
"M20312669","Tulip","Control","Item_JOL",0
"M20322886","Tulip","Control","Item_JOL",0
"M20333217","Tulip","Control","Item_JOL",0
"M20319612SMW","Tulip","Control","Item_JOL",0
"m20301357","Tulip","Control","Item_JOL",0
"M20333217","Valley","Control","Item_JOL",0
"20306662","Valley","Control","Item_JOL",0
"M20302138_ASE","Valley","Control","Item_JOL",0
"M20312669","Valley","Control","Item_JOL",0
"M20319612SMW","Valley","Control","Item_JOL",1
"M20283523","Valley","Control","Item_JOL",0
"M20322886","Valley","Control","Item_JOL",0
"M20322521","Valley","Control","Item_JOL",0
"M20316163_AFH","Valley","Control","Item_JOL",0
"20328463","Valley","Control","Item_JOL",1
"M20332037","Valley","Control","Item_JOL",0
"20308360_AC","Valley","Control","Item_JOL",0
"M20331086","Valley","Control","Item_JOL",0
"m20321377","Valley","Control","Item_JOL",1
"M20312469","Valley","Control","Item_JOL",0
"m20301357","Valley","Control","Item_JOL",0
"M20319728","Valley","Control","Item_JOL",0
"M20324107","Valley","Control","Item_JOL",1
"M20304204","Valley","Control","Item_JOL",0
"20322866","Valley","Control","Item_JOL",0
"20308360_AC","Viper","Control","Item_JOL",0
"M20322886","Viper","Control","Item_JOL",0
"M20316163_AFH","Viper","Control","Item_JOL",0
"M20302138_ASE","Viper","Control","Item_JOL",0
"M20283523","Viper","Control","Item_JOL",0
"M20322521","Viper","Control","Item_JOL",0
"M20331086","Viper","Control","Item_JOL",0
"M20319612SMW","Viper","Control","Item_JOL",0
"m20321377","Viper","Control","Item_JOL",0
"20328463","Viper","Control","Item_JOL",0
"M20324107","Viper","Control","Item_JOL",0
"M20333217","Viper","Control","Item_JOL",0
"M20312469","Viper","Control","Item_JOL",0
"M20312669","Viper","Control","Item_JOL",0
"20306662","Viper","Control","Item_JOL",0
"M20332037","Viper","Control","Item_JOL",0
"M20304204","Viper","Control","Item_JOL",0
"M20319728","Viper","Control","Item_JOL",0
"20322866","Viper","Control","Item_JOL",0
"m20301357","Viper","Control","Item_JOL",0
"M20324107","Volcano","Control","Item_JOL",0
"M20312669","Volcano","Control","Item_JOL",0
"m20301357","Volcano","Control","Item_JOL",0
"M20304204","Volcano","Control","Item_JOL",0
"M20322521","Volcano","Control","Item_JOL",0
"M20283523","Volcano","Control","Item_JOL",0
"M20331086","Volcano","Control","Item_JOL",1
"M20319728","Volcano","Control","Item_JOL",0
"20322866","Volcano","Control","Item_JOL",0
"M20322886","Volcano","Control","Item_JOL",0
"M20316163_AFH","Volcano","Control","Item_JOL",0
"M20312469","Volcano","Control","Item_JOL",0
"m20321377","Volcano","Control","Item_JOL",1
"20306662","Volcano","Control","Item_JOL",0
"M20332037","Volcano","Control","Item_JOL",0
"M20333217","Volcano","Control","Item_JOL",0
"M20302138_ASE","Volcano","Control","Item_JOL",0
"M20319612SMW","Volcano","Control","Item_JOL",0
"20308360_AC","Volcano","Control","Item_JOL",0
"20328463","Volcano","Control","Item_JOL",0
"M20319612SMW","Wolf","Control","Item_JOL",0
"M20332037","Wolf","Control","Item_JOL",0
"M20312669","Wolf","Control","Item_JOL",0
"M20304204","Wolf","Control","Item_JOL",0
"20328463","Wolf","Control","Item_JOL",0
"M20302138_ASE","Wolf","Control","Item_JOL",1
"20306662","Wolf","Control","Item_JOL",0
"20308360_AC","Wolf","Control","Item_JOL",0
"M20319728","Wolf","Control","Item_JOL",0
"M20324107","Wolf","Control","Item_JOL",1
"M20316163_AFH","Wolf","Control","Item_JOL",0
"M20322521","Wolf","Control","Item_JOL",0
"m20301357","Wolf","Control","Item_JOL",0
"M20333217","Wolf","Control","Item_JOL",0
"M20322886","Wolf","Control","Item_JOL",0
"M20283523","Wolf","Control","Item_JOL",0
"m20321377","Wolf","Control","Item_JOL",1
"20322866","Wolf","Control","Item_JOL",0
"M20312469","Wolf","Control","Item_JOL",0
"M20331086","Wolf","Control","Item_JOL",0
"M20331086","Zebra","Control","Item_JOL",0
"20322866","Zebra","Control","Item_JOL",0
"20308360_AC","Zebra","Control","Item_JOL",0
"m20301357","Zebra","Control","Item_JOL",0
"M20316163_AFH","Zebra","Control","Item_JOL",0
"20328463","Zebra","Control","Item_JOL",0
"20306662","Zebra","Control","Item_JOL",0
"M20319728","Zebra","Control","Item_JOL",0
"M20333217","Zebra","Control","Item_JOL",0
"M20304204","Zebra","Control","Item_JOL",0
"M20312669","Zebra","Control","Item_JOL",0
"M20283523","Zebra","Control","Item_JOL",1
"M20322886","Zebra","Control","Item_JOL",0
"M20322521","Zebra","Control","Item_JOL",0
"m20321377","Zebra","Control","Item_JOL",0
"M20324107","Zebra","Control","Item_JOL",0
"M20332037","Zebra","Control","Item_JOL",0
"M20312469","Zebra","Control","Item_JOL",0
"M20319612SMW","Zebra","Control","Item_JOL",0
"M20302138_ASE","Zebra","Control","Item_JOL",0
"M20330660_MLM","Apple","Control","Global_JOL",0
"M20326622","Apple","Control","Global_JOL",0
"M20301881_GM","Apple","Control","Global_JOL",0
"M20322859","Apple","Control","Global_JOL",0
"M20321343!","Apple","Control","Global_JOL",1
"M20302792","Apple","Control","Global_JOL",0
"m20320237","Apple","Control","Global_JOL",0
"20322965","Apple","Control","Global_JOL",0
"M20308397","Apple","Control","Global_JOL",0
"M20322696_MNC","Apple","Control","Global_JOL",0
"M20337010","Apple","Control","Global_JOL",0
"M20317351","Apple","Control","Global_JOL",0
"m20327174","Apple","Control","Global_JOL",1
"M10356731","Apple","Control","Global_JOL",0
"M20315390_JKL","Apple","Control","Global_JOL",0
"M20321748","Apple","Control","Global_JOL",0
"20322939","Apple","Control","Global_JOL",1
"M20315108","Apple","Control","Global_JOL",0
"M20295968","Apple","Control","Global_JOL",0
"M20316174","Apple","Control","Global_JOL",0
"M20326354_SNC.","Apple","Control","Global_JOL",0
"M20322859","Attic","Control","Global_JOL",0
"m20320237","Attic","Control","Global_JOL",0
"M20321343!","Attic","Control","Global_JOL",0
"M20302792","Attic","Control","Global_JOL",0
"M20308397","Attic","Control","Global_JOL",0
"M20301881_GM","Attic","Control","Global_JOL",0
"M10356731","Attic","Control","Global_JOL",0
"M20326622","Attic","Control","Global_JOL",0
"M20316174","Attic","Control","Global_JOL",0
"M20326354_SNC.","Attic","Control","Global_JOL",0
"M20330660_MLM","Attic","Control","Global_JOL",0
"M20315390_JKL","Attic","Control","Global_JOL",0
"M20321748","Attic","Control","Global_JOL",0
"m20327174","Attic","Control","Global_JOL",0
"M20317351","Attic","Control","Global_JOL",0
"M20295968","Attic","Control","Global_JOL",0
"M20337010","Attic","Control","Global_JOL",1
"20322965","Attic","Control","Global_JOL",1
"20322939","Attic","Control","Global_JOL",0
"M20322696_MNC","Attic","Control","Global_JOL",0
"M20315108","Attic","Control","Global_JOL",1
"M20321748","Banana","Control","Global_JOL",0
"20322939","Banana","Control","Global_JOL",1
"M20326354_SNC.","Banana","Control","Global_JOL",0
"M10356731","Banana","Control","Global_JOL",0
"m20327174","Banana","Control","Global_JOL",0
"M20330660_MLM","Banana","Control","Global_JOL",0
"20322965","Banana","Control","Global_JOL",0
"M20337010","Banana","Control","Global_JOL",0
"M20321343!","Banana","Control","Global_JOL",0
"M20315108","Banana","Control","Global_JOL",0
"M20322696_MNC","Banana","Control","Global_JOL",0
"M20302792","Banana","Control","Global_JOL",0
"M20317351","Banana","Control","Global_JOL",0
"M20316174","Banana","Control","Global_JOL",0
"M20308397","Banana","Control","Global_JOL",0
"M20295968","Banana","Control","Global_JOL",0
"M20315390_JKL","Banana","Control","Global_JOL",0
"M20326622","Banana","Control","Global_JOL",0
"M20301881_GM","Banana","Control","Global_JOL",0
"M20322859","Banana","Control","Global_JOL",0
"m20320237","Banana","Control","Global_JOL",1
"M20315108","Basement","Control","Global_JOL",0
"20322939","Basement","Control","Global_JOL",1
"M20321748","Basement","Control","Global_JOL",0
"m20327174","Basement","Control","Global_JOL",1
"M20326622","Basement","Control","Global_JOL",0
"M10356731","Basement","Control","Global_JOL",0
"M20330660_MLM","Basement","Control","Global_JOL",0
"M20301881_GM","Basement","Control","Global_JOL",0
"M20337010","Basement","Control","Global_JOL",0
"M20322696_MNC","Basement","Control","Global_JOL",0
"M20317351","Basement","Control","Global_JOL",0
"M20326354_SNC.","Basement","Control","Global_JOL",0
"M20322859","Basement","Control","Global_JOL",0
"20322965","Basement","Control","Global_JOL",1
"M20302792","Basement","Control","Global_JOL",0
"M20295968","Basement","Control","Global_JOL",0
"M20308397","Basement","Control","Global_JOL",0
"M20316174","Basement","Control","Global_JOL",1
"m20320237","Basement","Control","Global_JOL",0
"M20315390_JKL","Basement","Control","Global_JOL",0
"M20321343!","Basement","Control","Global_JOL",1
"M20316174","Basket","Control","Global_JOL",1
"M20295968","Basket","Control","Global_JOL",0
"M20322859","Basket","Control","Global_JOL",0
"M20326354_SNC.","Basket","Control","Global_JOL",0
"M20301881_GM","Basket","Control","Global_JOL",0
"m20327174","Basket","Control","Global_JOL",0
"M20321748","Basket","Control","Global_JOL",0
"M20315108","Basket","Control","Global_JOL",0
"20322939","Basket","Control","Global_JOL",1
"M20308397","Basket","Control","Global_JOL",1
"M20317351","Basket","Control","Global_JOL",0
"M20322696_MNC","Basket","Control","Global_JOL",0
"20322965","Basket","Control","Global_JOL",0
"M20330660_MLM","Basket","Control","Global_JOL",0
"m20320237","Basket","Control","Global_JOL",0
"M20302792","Basket","Control","Global_JOL",0
"M20337010","Basket","Control","Global_JOL",0
"M10356731","Basket","Control","Global_JOL",0
"M20315390_JKL","Basket","Control","Global_JOL",0
"M20321343!","Basket","Control","Global_JOL",0
"M20326622","Basket","Control","Global_JOL",0
"M20315108","Bathroom","Control","Global_JOL",1
"M20315390_JKL","Bathroom","Control","Global_JOL",0
"M20322696_MNC","Bathroom","Control","Global_JOL",0
"M20321343!","Bathroom","Control","Global_JOL",0
"20322965","Bathroom","Control","Global_JOL",0
"M20295968","Bathroom","Control","Global_JOL",0
"M20326622","Bathroom","Control","Global_JOL",0
"M10356731","Bathroom","Control","Global_JOL",0
"M20322859","Bathroom","Control","Global_JOL",0
"M20308397","Bathroom","Control","Global_JOL",0
"m20327174","Bathroom","Control","Global_JOL",0
"M20326354_SNC.","Bathroom","Control","Global_JOL",0
"20322939","Bathroom","Control","Global_JOL",0
"M20317351","Bathroom","Control","Global_JOL",0
"M20321748","Bathroom","Control","Global_JOL",0
"M20330660_MLM","Bathroom","Control","Global_JOL",0
"M20301881_GM","Bathroom","Control","Global_JOL",1
"m20320237","Bathroom","Control","Global_JOL",0
"M20302792","Bathroom","Control","Global_JOL",0
"M20337010","Bathroom","Control","Global_JOL",1
"M20316174","Bathroom","Control","Global_JOL",1
"M20321748","Bean","Control","Global_JOL",1
"M20302792","Bean","Control","Global_JOL",0
"20322965","Bean","Control","Global_JOL",0
"M20321343!","Bean","Control","Global_JOL",1
"M10356731","Bean","Control","Global_JOL",0
"M20301881_GM","Bean","Control","Global_JOL",0
"20322939","Bean","Control","Global_JOL",0
"M20315390_JKL","Bean","Control","Global_JOL",0
"m20320237","Bean","Control","Global_JOL",0
"M20295968","Bean","Control","Global_JOL",0
"m20327174","Bean","Control","Global_JOL",0
"M20308397","Bean","Control","Global_JOL",0
"M20326622","Bean","Control","Global_JOL",0
"M20326354_SNC.","Bean","Control","Global_JOL",1
"M20322696_MNC","Bean","Control","Global_JOL",0
"M20322859","Bean","Control","Global_JOL",0
"M20316174","Bean","Control","Global_JOL",1
"M20337010","Bean","Control","Global_JOL",0
"M20317351","Bean","Control","Global_JOL",0
"M20315108","Bean","Control","Global_JOL",0
"M20330660_MLM","Bean","Control","Global_JOL",0
"m20320237","Bed","Control","Global_JOL",0
"M20316174","Bed","Control","Global_JOL",0
"20322939","Bed","Control","Global_JOL",1
"M20330660_MLM","Bed","Control","Global_JOL",0
"M20308397","Bed","Control","Global_JOL",0
"M20315108","Bed","Control","Global_JOL",0
"M20337010","Bed","Control","Global_JOL",1
"M20321343!","Bed","Control","Global_JOL",1
"M20295968","Bed","Control","Global_JOL",0
"m20327174","Bed","Control","Global_JOL",1
"M10356731","Bed","Control","Global_JOL",0
"M20321748","Bed","Control","Global_JOL",1
"M20322859","Bed","Control","Global_JOL",0
"M20326622","Bed","Control","Global_JOL",0
"M20302792","Bed","Control","Global_JOL",0
"20322965","Bed","Control","Global_JOL",1
"M20301881_GM","Bed","Control","Global_JOL",0
"M20322696_MNC","Bed","Control","Global_JOL",0
"M20317351","Bed","Control","Global_JOL",0
"M20326354_SNC.","Bed","Control","Global_JOL",0
"M20315390_JKL","Bed","Control","Global_JOL",1
"M20317351","Card","Control","Global_JOL",0
"M20315108","Card","Control","Global_JOL",0
"m20327174","Card","Control","Global_JOL",0
"M20315390_JKL","Card","Control","Global_JOL",0
"M20301881_GM","Card","Control","Global_JOL",0
"M20322859","Card","Control","Global_JOL",0
"M20321343!","Card","Control","Global_JOL",0
"M20326622","Card","Control","Global_JOL",0
"m20320237","Card","Control","Global_JOL",0
"20322939","Card","Control","Global_JOL",0
"M20330660_MLM","Card","Control","Global_JOL",0
"M20321748","Card","Control","Global_JOL",0
"M20326354_SNC.","Card","Control","Global_JOL",0
"M10356731","Card","Control","Global_JOL",0
"M20322696_MNC","Card","Control","Global_JOL",0
"M20302792","Card","Control","Global_JOL",0
"M20337010","Card","Control","Global_JOL",0
"M20295968","Card","Control","Global_JOL",0
"M20316174","Card","Control","Global_JOL",0
"20322965","Card","Control","Global_JOL",1
"M20308397","Card","Control","Global_JOL",0
"M20317351","Ceiling","Control","Global_JOL",0
"20322965","Ceiling","Control","Global_JOL",1
"M20315390_JKL","Ceiling","Control","Global_JOL",0
