"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL","Direction","Encoding","scored"
"M20276452_TBT","Glacier","Presented",NA,"Related","Item_JOL",1
"M40324880","Glacier","Presented",NA,"Related","Item_JOL",1
"M20323585","Glacier","Presented",NA,"Related","Item_JOL",1
"M20309742","Glacier","Presented",NA,"Related","Item_JOL",1
"20328171","Glacier","Presented",NA,"Related","Item_JOL",1
"M20324775","Glacier","Presented",NA,"Related","Item_JOL",1
"M20324618","Glacier","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Glacier","Presented",NA,"Related","Item_JOL",1
"M20276467","Goat","Presented",NA,"Related","Item_JOL",1
"M40324880","Goat","Presented",NA,"Related","Item_JOL",1
"20328171","Goat","Presented",NA,"Related","Item_JOL",1
"M20291305","Goat","Presented",NA,"Related","Item_JOL",1
"M20324618","Goat","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Goat","Presented",NA,"Related","Item_JOL",1
"M20324775","Goat","Presented",NA,"Related","Item_JOL",1
"M20309742","Goat","Presented",NA,"Related","Item_JOL",1
"M20323585","Goat","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Goat","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Goat","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Grape","Control",NA,"Control","Item_JOL",1
"M20324775","Grape","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Grape","Control",NA,"Control","Item_JOL",1
"M20276467","Grape","Control",NA,"Control","Item_JOL",1
"M20291305","Grape","Control",NA,"Control","Item_JOL",1
"M40324880","Grape","Control",NA,"Control","Item_JOL",1
"M20309742","Grape","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Grape","Control",NA,"Control","Item_JOL",1
"20328171","Grape","Control",NA,"Control","Item_JOL",1
"M20323585","Grape","Control",NA,"Control","Item_JOL",1
"M20324618","Grape","Control",NA,"Control","Item_JOL",1
"20328171","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Guitar","Presented",NA,"Unrelated","Item_JOL",0
"M20324618","Guitar","Presented",NA,"Unrelated","Item_JOL",0
"M20322694_ALB","Guitar","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Hallway","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Hallway","Control",NA,"Control","Item_JOL",1
"20328171","Hallway","Control",NA,"Control","Item_JOL",1
"M20291305","Hallway","Control",NA,"Control","Item_JOL",1
"M20323585","Hallway","Control",NA,"Control","Item_JOL",1
"M20324618","Hallway","Control",NA,"Control","Item_JOL",1
"M20276467","Hallway","Control",NA,"Control","Item_JOL",1
"M40324880","Hallway","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Hallway","Control",NA,"Control","Item_JOL",1
"M20324775","Hallway","Control",NA,"Control","Item_JOL",1
"M20309742","Hallway","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Hawk","Control",NA,"Control","Item_JOL",1
"M20291305","Hawk","Control",NA,"Control","Item_JOL",1
"M40324880","Hawk","Control",NA,"Control","Item_JOL",1
"M20324618","Hawk","Control",NA,"Control","Item_JOL",1
"M20323585","Hawk","Control",NA,"Control","Item_JOL",1
"M20309742","Hawk","Control",NA,"Control","Item_JOL",1
"M20276467","Hawk","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Hawk","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Hawk","Control",NA,"Control","Item_JOL",1
"20328171","Hawk","Control",NA,"Control","Item_JOL",1
"M20324775","Hawk","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Hill","Presented",NA,"Related","Item_JOL",0
"M20324775","Hill","Presented",NA,"Related","Item_JOL",1
"M20309742","Hill","Presented",NA,"Related","Item_JOL",0
"20328171","Hill","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Hill","Presented",NA,"Related","Item_JOL",1
"M20323585","Hill","Presented",NA,"Related","Item_JOL",1
"M20276467","Hill","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Hill","Presented",NA,"Related","Item_JOL",1
"M40324880","Hill","Presented",NA,"Related","Item_JOL",1
"M20291305","Hill","Presented",NA,"Related","Item_JOL",1
"M20324618","Hill","Presented",NA,"Related","Item_JOL",1
"M20324618","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Hockey","Presented",NA,"Unrelated","Item_JOL",0
"M20276452_TBT","Hockey","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Hockey","Presented",NA,"Unrelated","Item_JOL",0
"M40324880","Island","Presented",NA,"Related","Item_JOL",1
"M20276467","Island","Presented",NA,"Related","Item_JOL",1
"M20291305","Island","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Island","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Island","Presented",NA,"Related","Item_JOL",1
"20328171","Island","Presented",NA,"Related","Item_JOL",1
"M20324775","Island","Presented",NA,"Related","Item_JOL",1
"M20323585","Island","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Island","Presented",NA,"Related","Item_JOL",1
"M20324618","Island","Presented",NA,"Related","Item_JOL",1
"M20309742","Island","Presented",NA,"Related","Item_JOL",1
"M20324618","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Jeep","Presented",NA,"Unrelated","Item_JOL",0
"M20324775","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Jeep","Presented",NA,"Unrelated","Item_JOL",0
"M20276467","Jeep","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Kayak","Control",NA,"Control","Item_JOL",1
"M20276467","Kayak","Control",NA,"Control","Item_JOL",1
"M20324775","Kayak","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Kayak","Control",NA,"Control","Item_JOL",1
"20328171","Kayak","Control",NA,"Control","Item_JOL",1
"M20291305","Kayak","Control",NA,"Control","Item_JOL",1
"M40324880","Kayak","Control",NA,"Control","Item_JOL",1
"M20323585","Kayak","Control",NA,"Control","Item_JOL",1
"M20324618","Kayak","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Kayak","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Kayak","Control",NA,"Control","Item_JOL",1
"M20324618","Kiwi","Control",NA,"Control","Item_JOL",1
"M20324775","Kiwi","Control",NA,"Control","Item_JOL",1
"M20323585","Kiwi","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Kiwi","Control",NA,"Control","Item_JOL",1
"M20309742","Kiwi","Control",NA,"Control","Item_JOL",1
"M20276467","Kiwi","Control",NA,"Control","Item_JOL",1
"M40324880","Kiwi","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Kiwi","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Kiwi","Control",NA,"Control","Item_JOL",1
"20328171","Kiwi","Control",NA,"Control","Item_JOL",1
"M20291305","Kiwi","Control",NA,"Control","Item_JOL",1
"M40324880","Lake","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Lake","Presented",NA,"Related","Item_JOL",1
"20328171","Lake","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Lake","Presented",NA,"Related","Item_JOL",1
"M20276467","Lake","Presented",NA,"Related","Item_JOL",1
"M20323585","Lake","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Lake","Presented",NA,"Related","Item_JOL",1
"M20309742","Lake","Presented",NA,"Related","Item_JOL",0
"M20324775","Lake","Presented",NA,"Related","Item_JOL",1
"M20324618","Lake","Presented",NA,"Related","Item_JOL",1
"M20291305","Lake","Presented",NA,"Related","Item_JOL",1
"M20323585","Lemon","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Lemon","Control",NA,"Control","Item_JOL",1
"M20276467","Lemon","Control",NA,"Control","Item_JOL",1
"M20324618","Lemon","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Lemon","Control",NA,"Control","Item_JOL",1
"M20324775","Lemon","Control",NA,"Control","Item_JOL",1
"M20309742","Lemon","Control",NA,"Control","Item_JOL",1
"M20291305","Lemon","Control",NA,"Control","Item_JOL",1
"20328171","Lemon","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Lemon","Control",NA,"Control","Item_JOL",1
"M40324880","Lemon","Control",NA,"Control","Item_JOL",1
"20328171","Lion","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Lion","Presented",NA,"Related","Item_JOL",1
"M20276467","Lion","Presented",NA,"Related","Item_JOL",1
"M20309742","Lion","Presented",NA,"Related","Item_JOL",1
"M20324775","Lion","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Lion","Presented",NA,"Related","Item_JOL",1
"M20323585","Lion","Presented",NA,"Related","Item_JOL",1
"M20291305","Lion","Presented",NA,"Related","Item_JOL",1
"M20324618","Lion","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Lion","Presented",NA,"Related","Item_JOL",1
"M40324880","Lion","Presented",NA,"Related","Item_JOL",1
"M20324775","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Lipstick","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Mango","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Mango","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Mango","Control",NA,"Control","Item_JOL",1
"M20309742","Mango","Control",NA,"Control","Item_JOL",1
"M20324618","Mango","Control",NA,"Control","Item_JOL",1
"M20291305","Mango","Control",NA,"Control","Item_JOL",1
"20328171","Mango","Control",NA,"Control","Item_JOL",1
"M20323585","Mango","Control",NA,"Control","Item_JOL",1
"M20276467","Mango","Control",NA,"Control","Item_JOL",1
"M20324775","Mango","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Mango","Control",NA,"Control","Item_JOL",1
"M20324775","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Mayor","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Milk","Presented",NA,"Unrelated","Item_JOL",0
"20328171","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Milk","Presented",NA,"Unrelated","Item_JOL",0
"M20322694_ALB","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Milk","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Mint","Control",NA,"Control","Item_JOL",1
"M20324618","Mint","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Mint","Control",NA,"Control","Item_JOL",1
"M20291305","Mint","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Mint","Control",NA,"Control","Item_JOL",1
"20328171","Mint","Control",NA,"Control","Item_JOL",1
"M20276467","Mint","Control",NA,"Control","Item_JOL",1
"M20324775","Mint","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Mint","Control",NA,"Control","Item_JOL",1
"M20323585","Mint","Control",NA,"Control","Item_JOL",1
"M40324880","Mint","Control",NA,"Control","Item_JOL",1
"M20276467","Mother","Control",NA,"Control","Item_JOL",1
"M20324775","Mother","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Mother","Control",NA,"Control","Item_JOL",0
"M20276452_TBT","Mother","Control",NA,"Control","Item_JOL",1
"M20309742","Mother","Control",NA,"Control","Item_JOL",1
"M20323585","Mother","Control",NA,"Control","Item_JOL",1
"20328171","Mother","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Mother","Control",NA,"Control","Item_JOL",1
"M20324618","Mother","Control",NA,"Control","Item_JOL",1
"M20291305","Mother","Control",NA,"Control","Item_JOL",1
"M40324880","Mother","Control",NA,"Control","Item_JOL",1
"M20276467","Mountain","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Mountain","Presented",NA,"Related","Item_JOL",1
"20328171","Mountain","Presented",NA,"Related","Item_JOL",1
"M20323585","Mountain","Presented",NA,"Related","Item_JOL",1
"M40324880","Mountain","Presented",NA,"Related","Item_JOL",1
"M20291305","Mountain","Presented",NA,"Related","Item_JOL",1
"M20324775","Mountain","Presented",NA,"Related","Item_JOL",1
"M20324618","Mountain","Presented",NA,"Related","Item_JOL",1
"M20309742","Mountain","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Mountain","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Mountain","Presented",NA,"Related","Item_JOL",1
"20328171","Ocean","Presented",NA,"Related","Item_JOL",1
"M20324775","Ocean","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Ocean","Presented",NA,"Related","Item_JOL",1
"M20291305","Ocean","Presented",NA,"Related","Item_JOL",1
"M20276467","Ocean","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Ocean","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Ocean","Presented",NA,"Related","Item_JOL",1
"M20324618","Ocean","Presented",NA,"Related","Item_JOL",1
"M20309742","Ocean","Presented",NA,"Related","Item_JOL",1
"M40324880","Ocean","Presented",NA,"Related","Item_JOL",1
"M20323585","Ocean","Presented",NA,"Related","Item_JOL",1
"M20276467","Orange","Control",NA,"Control","Item_JOL",1
"M20323585","Orange","Control",NA,"Control","Item_JOL",0
"M40324880","Orange","Control",NA,"Control","Item_JOL",1
"M20309742","Orange","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Orange","Control",NA,"Control","Item_JOL",1
"M20324775","Orange","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Orange","Control",NA,"Control","Item_JOL",1
"20328171","Orange","Control",NA,"Control","Item_JOL",1
"M20324618","Orange","Control",NA,"Control","Item_JOL",1
"M20291305","Orange","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Orange","Control",NA,"Control","Item_JOL",1
"M20324775","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Oxygen","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Pants","Presented",NA,"Unrelated","Item_JOL",0
"M20324618","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Pants","Presented",NA,"Unrelated","Item_JOL",0
"M20324775","Pants","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Pants","Presented",NA,"Unrelated","Item_JOL",0
"M20322694_ALB","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Pants","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Parrot","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Peach","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Peach","Control",NA,"Control","Item_JOL",1
"M20309742","Peach","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Peach","Control",NA,"Control","Item_JOL",1
"20328171","Peach","Control",NA,"Control","Item_JOL",1
"M40324880","Peach","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Peach","Control",NA,"Control","Item_JOL",1
"M20323585","Peach","Control",NA,"Control","Item_JOL",1
"M20276467","Peach","Control",NA,"Control","Item_JOL",1
"M20324775","Peach","Control",NA,"Control","Item_JOL",1
"M20324618","Peach","Control",NA,"Control","Item_JOL",1
"20328171","Pear","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Pear","Control",NA,"Control","Item_JOL",1
"M20324618","Pear","Control",NA,"Control","Item_JOL",1
"M40324880","Pear","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Pear","Control",NA,"Control","Item_JOL",1
"M20323585","Pear","Control",NA,"Control","Item_JOL",1
"M20291305","Pear","Control",NA,"Control","Item_JOL",0
"M20276467","Pear","Control",NA,"Control","Item_JOL",1
"M20324775","Pear","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Pear","Control",NA,"Control","Item_JOL",1
"M20309742","Pear","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Phone","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Phone","Control",NA,"Control","Item_JOL",1
"M20309742","Phone","Control",NA,"Control","Item_JOL",1
"M20323585","Phone","Control",NA,"Control","Item_JOL",1
"M20291305","Phone","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Phone","Control",NA,"Control","Item_JOL",1
"M40324880","Phone","Control",NA,"Control","Item_JOL",1
"M20324618","Phone","Control",NA,"Control","Item_JOL",1
"20328171","Phone","Control",NA,"Control","Item_JOL",1
"M20324775","Phone","Control",NA,"Control","Item_JOL",1
"M20276467","Phone","Control",NA,"Control","Item_JOL",1
"M40324880","Plum","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Plum","Control",NA,"Control","Item_JOL",1
"20328171","Plum","Control",NA,"Control","Item_JOL",1
"M20324775","Plum","Control",NA,"Control","Item_JOL",1
"M20276467","Plum","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Plum","Control",NA,"Control","Item_JOL",1
"M20291305","Plum","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Plum","Control",NA,"Control","Item_JOL",1
"M20323585","Plum","Control",NA,"Control","Item_JOL",1
"M20324618","Plum","Control",NA,"Control","Item_JOL",1
"M20309742","Plum","Control",NA,"Control","Item_JOL",1
"M20309742","Rest","Control",NA,"Control","Item_JOL",1
"M20291305","Rest","Control",NA,"Control","Item_JOL",1
"M20324618","Rest","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Rest","Control",NA,"Control","Item_JOL",1
"M20276467","Rest","Control",NA,"Control","Item_JOL",1
"M20324775","Rest","Control",NA,"Control","Item_JOL",1
"M40324880","Rest","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Rest","Control",NA,"Control","Item_JOL",1
"20328171","Rest","Control",NA,"Control","Item_JOL",1
"M20323585","Rest","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Rest","Control",NA,"Control","Item_JOL",1
"M40324880","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Rifle","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","River","Presented",NA,"Related","Item_JOL",1
"20328171","River","Presented",NA,"Related","Item_JOL",1
"M20276467","River","Presented",NA,"Related","Item_JOL",1
"M20324775","River","Presented",NA,"Related","Item_JOL",1
"M20323585","River","Presented",NA,"Related","Item_JOL",1
"M20324618","River","Presented",NA,"Related","Item_JOL",1
"M20291305","River","Presented",NA,"Related","Item_JOL",1
"M20309742","River","Presented",NA,"Related","Item_JOL",1
"M40324880","River","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","River","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","River","Presented",NA,"Related","Item_JOL",1
"20328171","Rock","Presented",NA,"Related","Item_JOL",1
"M20331432_JB","Rock","Presented",NA,"Related","Item_JOL",1
"M40324880","Rock","Presented",NA,"Related","Item_JOL",1
"M20291305","Rock","Presented",NA,"Related","Item_JOL",1
"M20309742","Rock","Presented",NA,"Related","Item_JOL",1
"M20324618","Rock","Presented",NA,"Related","Item_JOL",1
"M20323585","Rock","Presented",NA,"Related","Item_JOL",1
"M20276452_TBT","Rock","Presented",NA,"Related","Item_JOL",1
"M20324775","Rock","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Rock","Presented",NA,"Related","Item_JOL",1
"M20276467","Rock","Presented",NA,"Related","Item_JOL",1
"M20322694_ALB","Roof","Control",NA,"Control","Item_JOL",1
"M20291305","Roof","Control",NA,"Control","Item_JOL",0
"M20324618","Roof","Control",NA,"Control","Item_JOL",1
"M20324775","Roof","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Roof","Control",NA,"Control","Item_JOL",1
"M20309742","Roof","Control",NA,"Control","Item_JOL",1
"M20323585","Roof","Control",NA,"Control","Item_JOL",0
"20328171","Roof","Control",NA,"Control","Item_JOL",1
"M20276467","Roof","Control",NA,"Control","Item_JOL",1
"M40324880","Roof","Control",NA,"Control","Item_JOL",0
"M20331432_JB","Roof","Control",NA,"Control","Item_JOL",1
"M20276467","Salt","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Salt","Control",NA,"Control","Item_JOL",1
"M20331432_JB","Salt","Control",NA,"Control","Item_JOL",1
"M20324775","Salt","Control",NA,"Control","Item_JOL",1
"M40324880","Salt","Control",NA,"Control","Item_JOL",1
"M20309742","Salt","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Salt","Control",NA,"Control","Item_JOL",1
"M20291305","Salt","Control",NA,"Control","Item_JOL",1
"20328171","Salt","Control",NA,"Control","Item_JOL",1
"M20324618","Salt","Control",NA,"Control","Item_JOL",1
"M20323585","Salt","Control",NA,"Control","Item_JOL",1
"M20324775","Sandal","Presented",NA,"Unrelated","Item_JOL",0
"M20276467","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M40324880","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Sandal","Presented",NA,"Unrelated","Item_JOL",1
"M20291305","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20323585","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20322694_ALB","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20276452_TBT","Shark","Presented",NA,"Unrelated","Item_JOL",0
"M40324880","Shark","Presented",NA,"Unrelated","Item_JOL",1
"20328171","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20331432_JB","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20309742","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20324775","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20324618","Shark","Presented",NA,"Unrelated","Item_JOL",1
"M20276467","Shirt","Control",NA,"Control","Item_JOL",1
"M20276452_TBT","Shirt","Control",NA,"Control","Item_JOL",1
"M20309742","Shirt","Control",NA,"Control","Item_JOL",1
"M20324775","Shirt","Control",NA,"Control","Item_JOL",1
"M20323585","Shirt","Control",NA,"Control","Item_JOL",1
"M20322694_ALB","Shirt","Control",NA,"Control","Item_JOL",0
"M20331432_JB","Shirt","Control",NA,"Control","Item_JOL",1
"M40324880","Shirt","Control",NA,"Control","Item_JOL",1
"M20291305","Shirt","Control",NA,"Control","Item_JOL",1
"M20324618","Shirt","Control",NA,"Control","Item_JOL",1
"20328171","Shirt","Control",NA,"Control","Item_JOL",1
"M20276467","Slow","Control",NA,"Control","Item_JOL",1
