"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.Response","Direction","Encoding","scored"
"M20319575","Drill","Presented","Control","Unrelated","Read",0
"M20316465","Drill","Presented","Presented","Unrelated","Read",1
"M20320646","Drill","Presented","Presented","Unrelated","Read",1
"m20322960","Drill","Presented","Control","Unrelated","Read",0
"M20316458","Drill","Presented","Presented","Unrelated","Read",1
"M20331846","Elephant","Control","Control","Control","Read",1
"M20320646","Elephant","Control","Presented","Control","Read",0
"M20331128","Elephant","Control","Control","Control","Read",1
"M20316458","Elephant","Control","Presented","Control","Read",0
"M20320375","Elephant","Control","Presented","Control","Read",0
"M20316465","Elephant","Control","Control","Control","Read",1
"M20316526","Elephant","Control","Control","Control","Read",1
"m20322960","Elephant","Control","Control","Control","Read",1
"M20319575","Elephant","Control","Control","Control","Read",1
"M20329777","Elephant","Control","Control","Control","Read",1
"M20316492!","Elephant","Control","Control","Control","Read",1
"M20316526","Elevator","Presented","Presented","Related","Read",1
"M20316492!","Elevator","Presented","Control","Related","Read",0
"M20320646","Elevator","Presented","Presented","Related","Read",1
"M20331128","Elevator","Presented","Presented","Related","Read",1
"M20319575","Elevator","Presented","Presented","Related","Read",1
"M20329777","Elevator","Presented","Control","Related","Read",0
"M20316458","Elevator","Presented","Control","Related","Read",0
"M20331846","Elevator","Presented","Presented","Related","Read",1
"m20322960","Elevator","Presented","Presented","Related","Read",1
"M20320375","Elevator","Presented","Presented","Related","Read",1
"M20316465","Elevator","Presented","Presented","Related","Read",1
"M20320646","Eye","Control","Control","Control","Read",1
"M20331128","Eye","Control","Presented","Control","Read",0
"M20320375","Eye","Control","Presented","Control","Read",0
"m20322960","Eye","Control","Presented","Control","Read",0
"M20329777","Eye","Control","Control","Control","Read",1
"M20316458","Eye","Control","Control","Control","Read",1
"M20319575","Eye","Control","Presented","Control","Read",0
"M20331846","Eye","Control","Control","Control","Read",1
"M20316526","Eye","Control","Control","Control","Read",1
"M20316492!","Eye","Control","Control","Control","Read",1
"M20316465","Eye","Control","Control","Control","Read",1
"m20322960","Flea","Presented","Presented","Unrelated","Read",1
"M20319575","Flea","Presented","Presented","Unrelated","Read",1
"M20329777","Flea","Presented","Presented","Unrelated","Read",1
"M20316465","Flea","Presented","Presented","Unrelated","Read",1
"M20331128","Flea","Presented","Presented","Unrelated","Read",1
"M20316458","Flea","Presented","Presented","Unrelated","Read",1
"M20331846","Flea","Presented","Presented","Unrelated","Read",1
"M20320375","Flea","Presented","Presented","Unrelated","Read",1
"M20320646","Flea","Presented","Presented","Unrelated","Read",1
"M20316526","Flea","Presented","Presented","Unrelated","Read",1
"M20316492!","Flea","Presented","Control","Unrelated","Read",0
"M20319575","Floor","Presented","Presented","Related","Read",1
"M20316526","Floor","Presented","Presented","Related","Read",1
"M20320646","Floor","Presented","Presented","Related","Read",1
"M20316465","Floor","Presented","Control","Related","Read",0
"M20316492!","Floor","Presented","Presented","Related","Read",1
"M20316458","Floor","Presented","Presented","Related","Read",1
"M20329777","Floor","Presented","Presented","Related","Read",1
"M20331846","Floor","Presented","Presented","Related","Read",1
"m20322960","Floor","Presented","Presented","Related","Read",1
"M20331128","Floor","Presented","Control","Related","Read",0
"M20320375","Floor","Presented","Control","Related","Read",0
"M20319575","Flute","Presented","Presented","Unrelated","Read",1
"M20316465","Flute","Presented","Control","Unrelated","Read",0
"M20316526","Flute","Presented","Presented","Unrelated","Read",1
"M20316492!","Flute","Presented","Presented","Unrelated","Read",1
"M20329777","Flute","Presented","Presented","Unrelated","Read",1
"m20322960","Flute","Presented","Control","Unrelated","Read",0
"M20316458","Flute","Presented","Control","Unrelated","Read",0
"M20320375","Flute","Presented","Presented","Unrelated","Read",1
"M20331128","Flute","Presented","Presented","Unrelated","Read",1
"M20331846","Flute","Presented","Presented","Unrelated","Read",1
"M20320646","Flute","Presented","Presented","Unrelated","Read",1
"M20320375","Fly","Control","Control","Control","Read",1
"M20316526","Fly","Control","Control","Control","Read",1
"M20331846","Fly","Control","Control","Control","Read",1
"M20320646","Fly","Control","Presented","Control","Read",0
"m20322960","Fly","Control","Control","Control","Read",1
"M20329777","Fly","Control","Control","Control","Read",1
"M20319575","Fly","Control","Control","Control","Read",1
"M20316458","Fly","Control","Control","Control","Read",1
"M20316492!","Fly","Control","Control","Control","Read",1
"M20331128","Fly","Control","Presented","Control","Read",0
"M20316465","Fly","Control","Control","Control","Read",1
"M20331846","Fossil","Presented","Presented","Unrelated","Read",1
"M20320375","Fossil","Presented","Control","Unrelated","Read",0
"M20320646","Fossil","Presented","Presented","Unrelated","Read",1
"M20316492!","Fossil","Presented","Presented","Unrelated","Read",1
"M20316458","Fossil","Presented","Presented","Unrelated","Read",1
"M20319575","Fossil","Presented","Control","Unrelated","Read",0
"m20322960","Fossil","Presented","Control","Unrelated","Read",0
"M20331128","Fossil","Presented","Control","Unrelated","Read",0
"M20316526","Fossil","Presented","Presented","Unrelated","Read",1
"M20316465","Fossil","Presented","Presented","Unrelated","Read",1
"M20329777","Fossil","Presented","Presented","Unrelated","Read",1
"M20331128","Frog","Presented","Presented","Unrelated","Read",1
"M20316526","Frog","Presented","Presented","Unrelated","Read",1
"M20319575","Frog","Presented","Presented","Unrelated","Read",1
"M20329777","Frog","Presented","Presented","Unrelated","Read",1
"M20320375","Frog","Presented","Presented","Unrelated","Read",1
"M20316492!","Frog","Presented","Presented","Unrelated","Read",1
"M20316458","Frog","Presented","Control","Unrelated","Read",0
"m20322960","Frog","Presented","Control","Unrelated","Read",0
"M20331846","Frog","Presented","Presented","Unrelated","Read",1
"M20320646","Frog","Presented","Presented","Unrelated","Read",1
"M20316465","Frog","Presented","Control","Unrelated","Read",0
"M20331128","Girraffe","Control","Control","Control","Read",1
"M20316526","Girraffe","Control","Control","Control","Read",1
"M20320375","Girraffe","Control","Presented","Control","Read",0
"M20329777","Girraffe","Control","Control","Control","Read",1
"M20316458","Girraffe","Control","Control","Control","Read",1
"m20322960","Girraffe","Control","Presented","Control","Read",0
"M20319575","Girraffe","Control","Control","Control","Read",1
"M20316465","Girraffe","Control","Control","Control","Read",1
"M20316492!","Girraffe","Control","Control","Control","Read",1
"M20320646","Girraffe","Control","Control","Control","Read",1
"M20331846","Girraffe","Control","Control","Control","Read",1
"M20316465","Glacier","Control","Control","Control","Read",1
"M20316458","Glacier","Control","Control","Control","Read",1
"M20331846","Glacier","Control","Control","Control","Read",1
"M20319575","Glacier","Control","Control","Control","Read",1
"M20316526","Glacier","Control","Control","Control","Read",1
"M20316492!","Glacier","Control","Control","Control","Read",1
"m20322960","Glacier","Control","Control","Control","Read",1
"M20320646","Glacier","Control","Control","Control","Read",1
"M20331128","Glacier","Control","Presented","Control","Read",0
"M20329777","Glacier","Control","Control","Control","Read",1
"M20320375","Glacier","Control","Control","Control","Read",1
"M20316465","Goat","Control","Control","Control","Read",1
"m20322960","Goat","Control","Presented","Control","Read",0
"M20316458","Goat","Control","Control","Control","Read",1
"M20319575","Goat","Control","Control","Control","Read",1
"M20331846","Goat","Control","Control","Control","Read",1
"M20316526","Goat","Control","Control","Control","Read",1
"M20316492!","Goat","Control","Control","Control","Read",1
"M20320646","Goat","Control","Control","Control","Read",1
"M20329777","Goat","Control","Control","Control","Read",1
"M20331128","Goat","Control","Presented","Control","Read",0
"M20320375","Goat","Control","Presented","Control","Read",0
"M20331128","Grape","Presented","Presented","Related","Read",1
"M20320375","Grape","Presented","Presented","Related","Read",1
"M20316526","Grape","Presented","Presented","Related","Read",1
"M20319575","Grape","Presented","Presented","Related","Read",1
"m20322960","Grape","Presented","Presented","Related","Read",1
"M20316465","Grape","Presented","Presented","Related","Read",1
"M20316458","Grape","Presented","Presented","Related","Read",1
"M20316492!","Grape","Presented","Presented","Related","Read",1
"M20329777","Grape","Presented","Presented","Related","Read",1
"M20320646","Grape","Presented","Presented","Related","Read",1
"M20331846","Grape","Presented","Presented","Related","Read",1
"M20319575","Guitar","Control","Control","Control","Read",1
"M20320646","Guitar","Control","Presented","Control","Read",0
"m20322960","Guitar","Control","Control","Control","Read",1
"M20316465","Guitar","Control","Control","Control","Read",1
"M20329777","Guitar","Control","Control","Control","Read",1
"M20316492!","Guitar","Control","Control","Control","Read",1
"M20331128","Guitar","Control","Control","Control","Read",1
"M20316526","Guitar","Control","Control","Control","Read",1
"M20331846","Guitar","Control","Control","Control","Read",1
"M20316458","Guitar","Control","Control","Control","Read",1
"M20320375","Guitar","Control","Control","Control","Read",1
"M20316526","Hallway","Presented","Presented","Related","Read",1
"M20316492!","Hallway","Presented","Presented","Related","Read",1
"M20331128","Hallway","Presented","Presented","Related","Read",1
"m20322960","Hallway","Presented","Presented","Related","Read",1
"M20329777","Hallway","Presented","Presented","Related","Read",1
"M20316465","Hallway","Presented","Control","Related","Read",0
"M20331846","Hallway","Presented","Presented","Related","Read",1
"M20319575","Hallway","Presented","Presented","Related","Read",1
"M20316458","Hallway","Presented","Presented","Related","Read",1
"M20320375","Hallway","Presented","Control","Related","Read",0
"M20320646","Hallway","Presented","Presented","Related","Read",1
"M20320375","Hawk","Presented","Presented","Unrelated","Read",1
"M20316458","Hawk","Presented","Presented","Unrelated","Read",1
"M20329777","Hawk","Presented","Control","Unrelated","Read",0
"M20320646","Hawk","Presented","Presented","Unrelated","Read",1
"m20322960","Hawk","Presented","Presented","Unrelated","Read",1
"M20319575","Hawk","Presented","Control","Unrelated","Read",0
"M20316526","Hawk","Presented","Control","Unrelated","Read",0
"M20316492!","Hawk","Presented","Presented","Unrelated","Read",1
"M20316465","Hawk","Presented","Presented","Unrelated","Read",1
"M20331128","Hawk","Presented","Presented","Unrelated","Read",1
"M20331846","Hawk","Presented","Presented","Unrelated","Read",1
"M20316458","Hill","Control","Control","Control","Read",1
"M20320646","Hill","Control","Presented","Control","Read",0
"M20316492!","Hill","Control","Control","Control","Read",1
"M20329777","Hill","Control","Control","Control","Read",1
"M20316526","Hill","Control","Control","Control","Read",1
"M20331128","Hill","Control","Presented","Control","Read",0
"M20331846","Hill","Control","Control","Control","Read",1
"M20316465","Hill","Control","Control","Control","Read",1
"M20319575","Hill","Control","Control","Control","Read",1
"M20320375","Hill","Control","Presented","Control","Read",0
"m20322960","Hill","Control","Control","Control","Read",1
"M20329777","Hockey","Control","Control","Control","Read",1
"M20320375","Hockey","Control","Control","Control","Read",1
"m20322960","Hockey","Control","Control","Control","Read",1
"M20316526","Hockey","Control","Control","Control","Read",1
"M20316465","Hockey","Control","Control","Control","Read",1
"M20319575","Hockey","Control","Control","Control","Read",1
"M20316492!","Hockey","Control","Control","Control","Read",1
"M20320646","Hockey","Control","Presented","Control","Read",0
"M20331128","Hockey","Control","Presented","Control","Read",0
"M20316458","Hockey","Control","Presented","Control","Read",0
"M20331846","Hockey","Control","Control","Control","Read",1
"M20329777","Island","Control","Control","Control","Read",1
"M20319575","Island","Control","Control","Control","Read",1
"M20316492!","Island","Control","Control","Control","Read",1
"m20322960","Island","Control","Presented","Control","Read",0
"M20320646","Island","Control","Presented","Control","Read",0
"M20316526","Island","Control","Presented","Control","Read",0
"M20331846","Island","Control","Control","Control","Read",1
"M20331128","Island","Control","Control","Control","Read",1
"M20316458","Island","Control","Presented","Control","Read",0
"M20320375","Island","Control","Presented","Control","Read",0
"M20316465","Island","Control","Control","Control","Read",1
"M20316492!","Jeep","Control","Control","Control","Read",1
"M20331128","Jeep","Control","Control","Control","Read",1
"M20320375","Jeep","Control","Presented","Control","Read",0
"M20316465","Jeep","Control","Control","Control","Read",1
"M20329777","Jeep","Control","Control","Control","Read",1
"M20316458","Jeep","Control","Control","Control","Read",1
"M20316526","Jeep","Control","Control","Control","Read",1
"M20320646","Jeep","Control","Control","Control","Read",1
"m20322960","Jeep","Control","Presented","Control","Read",0
"M20319575","Jeep","Control","Control","Control","Read",1
"M20331846","Jeep","Control","Control","Control","Read",1
"M20316526","Kayak","Presented","Presented","Unrelated","Read",1
"M20320646","Kayak","Presented","Presented","Unrelated","Read",1
"m20322960","Kayak","Presented","Presented","Unrelated","Read",1
"M20319575","Kayak","Presented","Presented","Unrelated","Read",1
"M20316458","Kayak","Presented","Presented","Unrelated","Read",1
"M20331128","Kayak","Presented","Presented","Unrelated","Read",1
"M20329777","Kayak","Presented","Control","Unrelated","Read",0
"M20316492!","Kayak","Presented","Control","Unrelated","Read",0
"M20320375","Kayak","Presented","Presented","Unrelated","Read",1
"M20316465","Kayak","Presented","Presented","Unrelated","Read",1
"M20331846","Kayak","Presented","Presented","Unrelated","Read",1
"M20320646","Kiwi","Presented","Presented","Related","Read",1
"M20316526","Kiwi","Presented","Presented","Related","Read",1
"M20319575","Kiwi","Presented","Presented","Related","Read",1
"M20316458","Kiwi","Presented","Presented","Related","Read",1
"M20316465","Kiwi","Presented","Presented","Related","Read",1
"M20316492!","Kiwi","Presented","Presented","Related","Read",1
"M20331128","Kiwi","Presented","Presented","Related","Read",1
"M20329777","Kiwi","Presented","Presented","Related","Read",1
"m20322960","Kiwi","Presented","Presented","Related","Read",1
"M20320375","Kiwi","Presented","Presented","Related","Read",1
"M20331846","Kiwi","Presented","Presented","Related","Read",1
"M20316526","Lake","Control","Control","Control","Read",1
"M20331846","Lake","Control","Control","Control","Read",1
"M20316465","Lake","Control","Presented","Control","Read",0
"m20322960","Lake","Control","Presented","Control","Read",0
"M20320375","Lake","Control","Control","Control","Read",1
"M20320646","Lake","Control","Presented","Control","Read",0
"M20316458","Lake","Control","Control","Control","Read",1
"M20319575","Lake","Control","Control","Control","Read",1
"M20331128","Lake","Control","Presented","Control","Read",0
"M20329777","Lake","Control","Control","Control","Read",1
"M20316492!","Lake","Control","Presented","Control","Read",0
"M20316492!","Lemon","Presented","Presented","Related","Read",1
"M20329777","Lemon","Presented","Presented","Related","Read",1
"M20320646","Lemon","Presented","Presented","Related","Read",1
"M20316458","Lemon","Presented","Presented","Related","Read",1
"m20322960","Lemon","Presented","Presented","Related","Read",1
"M20331846","Lemon","Presented","Presented","Related","Read",1
"M20331128","Lemon","Presented","Presented","Related","Read",1
"M20319575","Lemon","Presented","Presented","Related","Read",1
"M20320375","Lemon","Presented","Presented","Related","Read",1
"M20316465","Lemon","Presented","Control","Related","Read",0
"M20316526","Lemon","Presented","Control","Related","Read",0
"m20322960","Lion","Control","Control","Control","Read",1
"M20319575","Lion","Control","Control","Control","Read",1
"M20316458","Lion","Control","Control","Control","Read",1
"M20320646","Lion","Control","Presented","Control","Read",0
"M20316492!","Lion","Control","Control","Control","Read",1
"M20331128","Lion","Control","Presented","Control","Read",0
"M20316465","Lion","Control","Presented","Control","Read",0
"M20316526","Lion","Control","Control","Control","Read",1
"M20331846","Lion","Control","Control","Control","Read",1
"M20329777","Lion","Control","Control","Control","Read",1
"M20320375","Lion","Control","Presented","Control","Read",0
"M20331846","Lipstick","Control","Control","Control","Read",1
"M20329777","Lipstick","Control","Control","Control","Read",1
"M20319575","Lipstick","Control","Control","Control","Read",1
"M20316458","Lipstick","Control","Control","Control","Read",1
"M20320375","Lipstick","Control","Control","Control","Read",1
"M20316526","Lipstick","Control","Control","Control","Read",1
"M20316465","Lipstick","Control","Control","Control","Read",1
"m20322960","Lipstick","Control","Control","Control","Read",1
"M20320646","Lipstick","Control","Control","Control","Read",1
"M20316492!","Lipstick","Control","Control","Control","Read",1
"M20331128","Lipstick","Control","Control","Control","Read",1
"M20331128","Mango","Presented","Presented","Related","Read",1
"M20329777","Mango","Presented","Presented","Related","Read",1
"M20316458","Mango","Presented","Presented","Related","Read",1
"M20331846","Mango","Presented","Presented","Related","Read",1
"M20320375","Mango","Presented","Presented","Related","Read",1
"M20316465","Mango","Presented","Presented","Related","Read",1
"M20316492!","Mango","Presented","Presented","Related","Read",1
"m20322960","Mango","Presented","Presented","Related","Read",1
"M20320646","Mango","Presented","Presented","Related","Read",1
"M20319575","Mango","Presented","Presented","Related","Read",1
"M20316526","Mango","Presented","Presented","Related","Read",1
"M20320646","Mayor","Control","Control","Control","Read",1
"M20331128","Mayor","Control","Presented","Control","Read",0
"M20331846","Mayor","Control","Control","Control","Read",1
"M20320375","Mayor","Control","Presented","Control","Read",0
"M20329777","Mayor","Control","Control","Control","Read",1
"M20316465","Mayor","Control","Control","Control","Read",1
"m20322960","Mayor","Control","Presented","Control","Read",0
"M20316526","Mayor","Control","Control","Control","Read",1
"M20316492!","Mayor","Control","Control","Control","Read",1
"M20319575","Mayor","Control","Control","Control","Read",1
"M20316458","Mayor","Control","Control","Control","Read",1
"M20319575","Milk","Control","Control","Control","Read",1
"M20320375","Milk","Control","Presented","Control","Read",0
"M20331846","Milk","Control","Control","Control","Read",1
"M20320646","Milk","Control","Presented","Control","Read",0
"M20316465","Milk","Control","Control","Control","Read",1
"M20331128","Milk","Control","Control","Control","Read",1
"M20316492!","Milk","Control","Control","Control","Read",1
"M20316458","Milk","Control","Control","Control","Read",1
"M20329777","Milk","Control","Presented","Control","Read",0
"M20316526","Milk","Control","Control","Control","Read",1
"m20322960","Milk","Control","Control","Control","Read",1
"M20331128","Mint","Presented","Presented","Unrelated","Read",1
"M20329777","Mint","Presented","Presented","Unrelated","Read",1
"m20322960","Mint","Presented","Control","Unrelated","Read",0
"M20320646","Mint","Presented","Presented","Unrelated","Read",1
"M20316526","Mint","Presented","Presented","Unrelated","Read",1
"M20319575","Mint","Presented","Presented","Unrelated","Read",1
"M20316458","Mint","Presented","Control","Unrelated","Read",0
"M20316492!","Mint","Presented","Control","Unrelated","Read",0
"M20331846","Mint","Presented","Presented","Unrelated","Read",1
"M20320375","Mint","Presented","Control","Unrelated","Read",0
"M20316465","Mint","Presented","Presented","Unrelated","Read",1
"M20316492!","Mother","Presented","Control","Unrelated","Read",0
"m20322960","Mother","Presented","Presented","Unrelated","Read",1
"M20331846","Mother","Presented","Presented","Unrelated","Read",1
"M20320375","Mother","Presented","Control","Unrelated","Read",0
"M20319575","Mother","Presented","Presented","Unrelated","Read",1
"M20316458","Mother","Presented","Presented","Unrelated","Read",1
"M20329777","Mother","Presented","Control","Unrelated","Read",0
"M20331128","Mother","Presented","Control","Unrelated","Read",0
"M20320646","Mother","Presented","Presented","Unrelated","Read",1
"M20316465","Mother","Presented","Presented","Unrelated","Read",1
"M20316526","Mother","Presented","Control","Unrelated","Read",0
"M20320375","Mountain","Control","Control","Control","Read",1
"M20329777","Mountain","Control","Control","Control","Read",1
"M20320646","Mountain","Control","Control","Control","Read",1
"M20331128","Mountain","Control","Control","Control","Read",1
"M20316492!","Mountain","Control","Control","Control","Read",1
"m20322960","Mountain","Control","Control","Control","Read",1
"M20319575","Mountain","Control","Control","Control","Read",1
"M20316526","Mountain","Control","Control","Control","Read",1
"M20331846","Mountain","Control","Control","Control","Read",1
"M20316458","Mountain","Control","Control","Control","Read",1
"M20316465","Mountain","Control","Control","Control","Read",1
"M20320375","Ocean","Control","Control","Control","Read",1
"M20316492!","Ocean","Control","Control","Control","Read",1
"M20316526","Ocean","Control","Control","Control","Read",1
"M20319575","Ocean","Control","Control","Control","Read",1
"M20316465","Ocean","Control","Control","Control","Read",1
"m20322960","Ocean","Control","Control","Control","Read",1
"M20331128","Ocean","Control","Control","Control","Read",1
"M20329777","Ocean","Control","Control","Control","Read",1
"M20331846","Ocean","Control","Control","Control","Read",1
"M20320646","Ocean","Control","Presented","Control","Read",0
"M20316458","Ocean","Control","Control","Control","Read",1
"M20331846","Orange","Presented","Presented","Related","Read",1
"m20322960","Orange","Presented","Presented","Related","Read",1
"M20316492!","Orange","Presented","Presented","Related","Read",1
"M20331128","Orange","Presented","Presented","Related","Read",1
"M20316465","Orange","Presented","Control","Related","Read",0
"M20316526","Orange","Presented","Control","Related","Read",0
"M20320646","Orange","Presented","Presented","Related","Read",1
"M20329777","Orange","Presented","Presented","Related","Read",1
"M20319575","Orange","Presented","Presented","Related","Read",1
"M20320375","Orange","Presented","Presented","Related","Read",1
"M20316458","Orange","Presented","Presented","Related","Read",1
"M20331128","Oxygen","Control","Control","Control","Read",1
"M20316492!","Oxygen","Control","Control","Control","Read",1
"M20319575","Oxygen","Control","Control","Control","Read",1
"M20329777","Oxygen","Control","Control","Control","Read",1
"M20320375","Oxygen","Control","Presented","Control","Read",0
"M20331846","Oxygen","Control","Control","Control","Read",1
"M20316458","Oxygen","Control","Control","Control","Read",1
"M20316465","Oxygen","Control","Control","Control","Read",1
"M20316526","Oxygen","Control","Control","Control","Read",1
"M20320646","Oxygen","Control","Presented","Control","Read",0
"m20322960","Oxygen","Control","Control","Control","Read",1
"M20320646","Pants","Control","Control","Control","Read",1
"m20322960","Pants","Control","Presented","Control","Read",0
"M20331128","Pants","Control","Presented","Control","Read",0
"M20316492!","Pants","Control","Control","Control","Read",1
"M20316526","Pants","Control","Control","Control","Read",1
"M20316458","Pants","Control","Presented","Control","Read",0
"M20320375","Pants","Control","Presented","Control","Read",0
"M20331846","Pants","Control","Presented","Control","Read",0
"M20316465","Pants","Control","Presented","Control","Read",0
"M20329777","Pants","Control","Control","Control","Read",1
"M20319575","Pants","Control","Presented","Control","Read",0
"M20316492!","Parrot","Control","Control","Control","Read",1
"M20319575","Parrot","Control","Control","Control","Read",1
"m20322960","Parrot","Control","Control","Control","Read",1
"M20320375","Parrot","Control","Control","Control","Read",1
"M20329777","Parrot","Control","Control","Control","Read",1
"M20316526","Parrot","Control","Control","Control","Read",1
"M20331128","Parrot","Control","Control","Control","Read",1
"M20316458","Parrot","Control","Presented","Control","Read",0
"M20331846","Parrot","Control","Control","Control","Read",1
"M20320646","Parrot","Control","Presented","Control","Read",0
"M20316465","Parrot","Control","Control","Control","Read",1
"M20316492!","Peach","Presented","Presented","Related","Read",1
"M20331128","Peach","Presented","Presented","Related","Read",1
"M20329777","Peach","Presented","Presented","Related","Read",1
"M20316458","Peach","Presented","Presented","Related","Read",1
"m20322960","Peach","Presented","Presented","Related","Read",1
"M20320375","Peach","Presented","Presented","Related","Read",1
"M20331846","Peach","Presented","Presented","Related","Read",1
"M20316526","Peach","Presented","Presented","Related","Read",1
"M20320646","Peach","Presented","Presented","Related","Read",1
"M20316465","Peach","Presented","Presented","Related","Read",1
"M20319575","Peach","Presented","Presented","Related","Read",1
"M20316492!","Pear","Presented","Presented","Related","Read",1
"M20316526","Pear","Presented","Presented","Related","Read",1
"M20319575","Pear","Presented","Presented","Related","Read",1
"m20322960","Pear","Presented","Presented","Related","Read",1
"M20316458","Pear","Presented","Presented","Related","Read",1
"M20316465","Pear","Presented","Presented","Related","Read",1
"M20331846","Pear","Presented","Presented","Related","Read",1
"M20331128","Pear","Presented","Presented","Related","Read",1
"M20320646","Pear","Presented","Presented","Related","Read",1
"M20329777","Pear","Presented","Presented","Related","Read",1
"M20320375","Pear","Presented","Presented","Related","Read",1
"M20316465","Phone","Presented","Control","Unrelated","Read",0
"M20331846","Phone","Presented","Control","Unrelated","Read",0
"M20331128","Phone","Presented","Control","Unrelated","Read",0
"M20316458","Phone","Presented","Control","Unrelated","Read",0
"M20316492!","Phone","Presented","Control","Unrelated","Read",0
"M20316526","Phone","Presented","Control","Unrelated","Read",0
"M20320375","Phone","Presented","Control","Unrelated","Read",0
"M20320646","Phone","Presented","Presented","Unrelated","Read",1
"M20329777","Phone","Presented","Presented","Unrelated","Read",1
"m20322960","Phone","Presented","Control","Unrelated","Read",0
"M20319575","Phone","Presented","Control","Unrelated","Read",0
"M20316492!","Plum","Presented","Presented","Related","Read",1
"M20331128","Plum","Presented","Presented","Related","Read",1
"M20316458","Plum","Presented","Presented","Related","Read",1
"M20329777","Plum","Presented","Presented","Related","Read",1
"M20319575","Plum","Presented","Control","Related","Read",0
"M20320646","Plum","Presented","Presented","Related","Read",1
"M20316526","Plum","Presented","Presented","Related","Read",1
"M20320375","Plum","Presented","Presented","Related","Read",1
"M20331846","Plum","Presented","Presented","Related","Read",1
"m20322960","Plum","Presented","Presented","Related","Read",1
"M20316465","Plum","Presented","Presented","Related","Read",1
"m20322960","Rest","Presented","Presented","Unrelated","Read",1
"M20320375","Rest","Presented","Presented","Unrelated","Read",1
"M20331128","Rest","Presented","Control","Unrelated","Read",0
"M20316458","Rest","Presented","Presented","Unrelated","Read",1
"M20329777","Rest","Presented","Control","Unrelated","Read",0
"M20316526","Rest","Presented","Presented","Unrelated","Read",1
"M20331846","Rest","Presented","Presented","Unrelated","Read",1
"M20316465","Rest","Presented","Presented","Unrelated","Read",1
"M20319575","Rest","Presented","Presented","Unrelated","Read",1
"M20316492!","Rest","Presented","Control","Unrelated","Read",0
"M20320646","Rest","Presented","Presented","Unrelated","Read",1
"M20331128","Rifle","Control","Presented","Control","Read",0
"M20319575","Rifle","Control","Control","Control","Read",1
"M20316526","Rifle","Control","Control","Control","Read",1
"M20320375","Rifle","Control","Control","Control","Read",1
"M20320646","Rifle","Control","Control","Control","Read",1
"m20322960","Rifle","Control","Control","Control","Read",1
"M20329777","Rifle","Control","Control","Control","Read",1
"M20331846","Rifle","Control","Control","Control","Read",1
"M20316492!","Rifle","Control","Control","Control","Read",1
"M20316458","Rifle","Control","Control","Control","Read",1
"M20316465","Rifle","Control","Control","Control","Read",1
"M20316465","River","Control","Presented","Control","Read",0
"M20320646","River","Control","Control","Control","Read",1
"M20329777","River","Control","Control","Control","Read",1
"M20316458","River","Control","Control","Control","Read",1
"M20320375","River","Control","Presented","Control","Read",0
"M20331846","River","Control","Control","Control","Read",1
"M20316526","River","Control","Control","Control","Read",1
"M20331128","River","Control","Control","Control","Read",1
"M20319575","River","Control","Presented","Control","Read",0
"m20322960","River","Control","Control","Control","Read",1
"M20316492!","River","Control","Control","Control","Read",1
"M20320646","Rock","Control","Presented","Control","Read",0
"M20329777","Rock","Control","Control","Control","Read",1
"M20319575","Rock","Control","Control","Control","Read",1
"m20322960","Rock","Control","Control","Control","Read",1
"M20331128","Rock","Control","Presented","Control","Read",0
"M20316465","Rock","Control","Presented","Control","Read",0
"M20316526","Rock","Control","Presented","Control","Read",0
"M20316492!","Rock","Control","Control","Control","Read",1
"M20316458","Rock","Control","Presented","Control","Read",0
"M20331846","Rock","Control","Control","Control","Read",1
"M20320375","Rock","Control","Presented","Control","Read",0
"M20319575","Roof","Presented","Presented","Related","Read",1
"M20329777","Roof","Presented","Presented","Related","Read",1
"M20320375","Roof","Presented","Control","Related","Read",0
"M20320646","Roof","Presented","Presented","Related","Read",1
"M20316458","Roof","Presented","Presented","Related","Read",1
"m20322960","Roof","Presented","Presented","Related","Read",1
"M20316465","Roof","Presented","Presented","Related","Read",1
"M20331846","Roof","Presented","Presented","Related","Read",1
"M20316492!","Roof","Presented","Presented","Related","Read",1
"M20331128","Roof","Presented","Control","Related","Read",0
"M20316526","Roof","Presented","Presented","Related","Read",1
"M20316458","Salt","Presented","Control","Unrelated","Read",0
"M20320646","Salt","Presented","Presented","Unrelated","Read",1
"M20316492!","Salt","Presented","Control","Unrelated","Read",0
"M20331846","Salt","Presented","Control","Unrelated","Read",0
"M20316465","Salt","Presented","Control","Unrelated","Read",0
"M20319575","Salt","Presented","Control","Unrelated","Read",0
"m20322960","Salt","Presented","Presented","Unrelated","Read",1
"M20331128","Salt","Presented","Control","Unrelated","Read",0
"M20329777","Salt","Presented","Presented","Unrelated","Read",1
"M20320375","Salt","Presented","Presented","Unrelated","Read",1
"M20316526","Salt","Presented","Presented","Unrelated","Read",1
"M20320646","Sandal","Control","Presented","Control","Read",0
"m20322960","Sandal","Control","Control","Control","Read",1
"M20316458","Sandal","Control","Control","Control","Read",1
"M20316465","Sandal","Control","Control","Control","Read",1
"M20331128","Sandal","Control","Presented","Control","Read",0
"M20331846","Sandal","Control","Control","Control","Read",1
"M20320375","Sandal","Control","Control","Control","Read",1
"M20316492!","Sandal","Control","Control","Control","Read",1
"M20316526","Sandal","Control","Control","Control","Read",1
