Cue,Answer,Shuffle,Stimuli Notes,Value
Valley,Valley,R1,Related,1
River,River,R1,Related,2
Canyon,Canyon,R1,Related,3
Volcano,Volcano,R1,Related,4
Rock,Rock,R1,Related,5
Hill,Hill,R1,Related,6
Mountain,Mountain,R1,Related,7
Ocean,Ocean,R1,Related,8
Island,Island,R1,Related,9
Lake,Lake,R1,Related,10
Cave,Cave,R1,Related,11
Glacier,Glacier,R1,Related,12
Rifle,Rifle,U1,Unrelated,13
Mayor,Mayor,U1,Unrelated,14
Student,Student,U1,Unrelated,15
Hockey,Hockey,U1,Unrelated,16
Pants,Pants,U1,Unrelated,17
Oxygen,Oxygen,U1,Unrelated,18
Guitar,Guitar,U1,Unrelated,19
Dollar,Dollar,U1,Unrelated,20
Parrot,Parrot,U1,Unrelated,21
Milk,Milk,U1,Unrelated,22
Jeep,Jeep,U1,Unrelated,23
Ballet,Ballet,U1,Unrelated,24
Tiger,Tiger,R2,Related,25
Lion,Lion,R2,Related,26
Zebra,Zebra,R2,Related,27
Cheetah,Cheetah,R2,Related,28
Wolf,Wolf,R2,Related,29
Goat,Goat,R2,Related,30
Girraffe,Girraffe,R2,Related,31
Elephant,Elephant,R2,Related,32
Cat,Cat,R2,Related,33
Donkey,Donkey,R2,Related,34
Bear,Bear,R2,Related,35
Cow,Cow,R2,Related,36
Sandal,Sandal,U2,Unrelated,37
Fly,Fly,U2,Unrelated,38
Tulip,Tulip,U2,Unrelated,39
Cold,Cold,U2,Unrelated,40
Blue,Blue,U2,Unrelated,41
Cruise,Cruise,U2,Unrelated,42
Shark,Shark,U2,Unrelated,43
Viper,Viper,U2,Unrelated,44
Tea,Tea,U2,Unrelated,45
Lipstick,Lipstick,U2,Unrelated,46
Computer,Computer,U2,Unrelated,47
Eye,Eye,U2,Unrelated,48
