Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD
narrowest,8,7,8,7,0.16,0.9542,0.08,0.9031
narrowing,24,24,21,21,0.47,1.3979,0.29,1.3979
narrowly,13,13,13,13,0.25,1.1461,0.15,1.1461
narrowness,1,1,1,1,0.02,0.301,0.01,0.301
narrows,63,62,59,58,1.24,1.8062,0.74,1.7993
narwhal,6,5,4,3,0.12,0.8451,0.06,0.7782
Narwhals,2,1,0,0,0.04,0.4771,0.01,0.301
nary,14,12,10,8,0.27,1.1761,0.14,1.1139
Nasa,148,80,2,2,2.9,2.1732,0.95,1.9085
nasal,106,79,95,72,2.08,2.0294,0.94,1.9031
nasally,7,7,7,7,0.14,0.9031,0.08,0.9031
nascent,5,5,5,5,0.1,0.7782,0.06,0.7782
Nash,241,46,0,0,4.73,2.3838,0.55,1.6721
Nashville,91,34,0,0,1.78,1.9638,0.41,1.5441
Nasi,8,2,2,1,0.16,0.9542,0.02,0.4771
nasopharynx,2,2,2,2,0.04,0.4771,0.02,0.4771
Nast,5,3,1,1,0.1,0.7782,0.04,0.6021
nastier,14,14,14,14,0.27,1.1761,0.17,1.1761
nastiest,28,28,27,27,0.55,1.4624,0.33,1.4624
nastiness,9,8,9,8,0.18,1,0.1,0.9542
nasturtium,1,1,1,1,0.02,0.301,0.01,0.301
nasturtiums,3,2,3,2,0.06,0.6021,0.02,0.4771
nasty,1151,897,1031,829,22.57,3.0615,10.69,2.9533
Nat,182,65,3,3,3.57,2.2625,0.77,1.8195
Nataka,1,1,0,0,0.02,0.301,0.01,0.301
natal,5,4,3,3,0.1,0.7782,0.05,0.699
Natale,7,4,0,0,0.14,0.9031,0.05,0.699
natatorium,2,2,2,2,0.04,0.4771,0.02,0.4771
Natch,9,7,4,3,0.18,1,0.08,0.9031
nation,1045,620,967,591,20.49,3.0195,7.39,2.7931
national,1946,1131,1078,711,38.16,3.2894,13.48,3.0538
nationalisation,1,1,1,1,0.02,0.301,0.01,0.301
nationalism,12,9,10,7,0.24,1.1139,0.11,1
nationalist,12,12,8,8,0.24,1.1139,0.14,1.1139
nationalistic,4,4,4,4,0.08,0.699,0.05,0.699
Nationalists,12,8,5,4,0.24,1.1139,0.1,0.9542
nationalities,12,11,12,11,0.24,1.1139,0.13,1.0792
nationality,42,38,36,34,0.82,1.6335,0.45,1.5911
nationalization,2,2,1,1,0.04,0.4771,0.02,0.4771
nationalized,1,1,1,1,0.02,0.301,0.01,0.301
nationally,27,26,24,23,0.53,1.4472,0.31,1.4314
nationals,88,53,64,44,1.73,1.9494,0.63,1.7324
nations,386,247,228,155,7.57,2.5877,2.94,2.3945
nationwide,68,65,65,62,1.33,1.8388,0.77,1.8195
native,421,306,323,235,8.25,2.6253,3.65,2.4871
natives,216,138,190,133,4.24,2.3365,1.65,2.143
Nativist,1,1,0,0,0.02,0.301,0.01,0.301
Nativities,1,1,0,0,0.02,0.301,0.01,0.301
nativity,18,15,11,9,0.35,1.2788,0.18,1.2041
Natl,1,1,0,0,0.02,0.301,0.01,0.301
Nato,94,39,0,0,1.84,1.9777,0.46,1.6021
natrium,2,1,2,1,0.04,0.4771,0.01,0.301
natriuretic,1,1,1,1,0.02,0.301,0.01,0.301
Natron,2,2,0,0,0.04,0.4771,0.02,0.4771
natter,2,2,2,2,0.04,0.4771,0.02,0.4771
nattering,3,3,3,3,0.06,0.6021,0.04,0.6021
nattily,1,1,1,1,0.02,0.301,0.01,0.301
natty,12,7,7,6,0.24,1.1139,0.08,0.9031
Natu,1,1,0,0,0.02,0.301,0.01,0.301
natura,1,1,1,1,0.02,0.301,0.01,0.301
natural,2160,1562,1992,1482,42.35,3.3347,18.62,3.194
naturalist,14,11,14,11,0.27,1.1761,0.13,1.0792
naturalistic,3,3,3,3,0.06,0.6021,0.04,0.6021
naturalists,3,3,3,3,0.06,0.6021,0.04,0.6021
Naturalization,13,9,5,4,0.25,1.1461,0.11,1
naturalized,9,8,7,6,0.18,1,0.1,0.9542
naturally,1250,857,686,551,24.51,3.0973,10.22,2.9335
naturals,18,10,15,9,0.35,1.2788,0.12,1.0414
nature,2303,1525,2052,1416,45.16,3.3625,18.18,3.1836
natured,1,1,1,1,0.02,0.301,0.01,0.301
naturel,22,20,18,18,0.43,1.3617,0.24,1.3222
Naturellement,6,4,0,0,0.12,0.8451,0.05,0.699
natures,33,27,33,27,0.65,1.5315,0.32,1.4472
naturopathic,1,1,1,1,0.02,0.301,0.01,0.301
natus,1,1,1,1,0.02,0.301,0.01,0.301
Naugahyde,5,5,1,1,0.1,0.7782,0.06,0.7782
naught,30,26,29,26,0.59,1.4914,0.31,1.4314
naughtier,1,1,1,1,0.02,0.301,0.01,0.301
naughtiest,2,2,1,1,0.04,0.4771,0.02,0.4771
naughtiness,2,2,2,2,0.04,0.4771,0.02,0.4771
naughty,523,385,439,351,10.25,2.7193,4.59,2.5866
Naur,1,1,0,0,0.02,0.301,0.01,0.301
nausea,110,89,93,78,2.16,2.0453,1.06,1.9542
nauseam,4,4,4,4,0.08,0.699,0.05,0.699
nauseate,3,3,3,3,0.06,0.6021,0.04,0.6021
nauseated,14,12,13,12,0.27,1.1761,0.14,1.1139
nauseates,1,1,1,1,0.02,0.301,0.01,0.301
nauseating,30,30,29,29,0.59,1.4914,0.36,1.4914
nauseatingly,3,3,3,3,0.06,0.6021,0.04,0.6021
nauseous,158,135,149,128,3.1,2.2014,1.61,2.1335
nauseum,2,2,2,2,0.04,0.4771,0.02,0.4771
nautch,1,1,1,1,0.02,0.301,0.01,0.301
nautical,45,33,43,32,0.88,1.6628,0.39,1.5315
nautically,1,1,1,1,0.02,0.301,0.01,0.301
Nautili,1,1,0,0,0.02,0.301,0.01,0.301
Nautiloid,2,1,0,0,0.04,0.4771,0.01,0.301
Nautilus,41,11,1,1,0.8,1.6232,0.13,1.0792
nav,16,11,10,7,0.31,1.2304,0.13,1.0792
Navaho,4,4,0,0,0.08,0.699,0.05,0.699
Navajo,39,28,3,3,0.76,1.6021,0.33,1.4624
Navajos,5,5,0,0,0.1,0.7782,0.06,0.7782
naval,292,167,180,108,5.73,2.4669,1.99,2.2253
nave,21,12,21,12,0.41,1.3424,0.14,1.1139
navel,63,41,52,36,1.24,1.8062,0.49,1.6232
navels,7,7,7,7,0.14,0.9031,0.08,0.9031
Navi,31,10,0,0,0.61,1.5051,0.12,1.0414
navicular,4,4,2,2,0.08,0.699,0.05,0.699
navies,6,6,5,5,0.12,0.8451,0.07,0.8451
navigable,3,2,3,2,0.06,0.6021,0.02,0.4771
navigate,98,85,97,84,1.92,1.9956,1.01,1.9345
navigated,8,8,8,8,0.16,0.9542,0.1,0.9542
navigates,1,1,1,1,0.02,0.301,0.01,0.301
navigating,14,14,13,13,0.27,1.1761,0.17,1.1761
navigation,87,73,70,61,1.71,1.9445,0.87,1.8692
navigational,48,34,41,31,0.94,1.6902,0.41,1.5441
navigator,137,66,84,53,2.69,2.1399,0.79,1.8261
navigators,4,2,4,2,0.08,0.699,0.02,0.4771
Navy,1310,464,385,197,25.69,3.1176,5.53,2.6675
Naw,106,80,9,9,2.08,2.0294,0.95,1.9085
nawab,2,2,1,1,0.04,0.4771,0.02,0.4771
nawabs,1,1,1,1,0.02,0.301,0.01,0.301
Nay,172,76,66,47,3.37,2.238,0.91,1.8865
nays,8,4,7,3,0.16,0.9542,0.05,0.699
naysay,1,1,1,1,0.02,0.301,0.01,0.301
naysayer,3,2,3,2,0.06,0.6021,0.02,0.4771
naysayers,6,6,6,6,0.12,0.8451,0.07,0.8451
Nazarene,47,9,0,0,0.92,1.6812,0.11,1
Nazareth,53,20,0,0,1.04,1.7324,0.24,1.3222
Nazarite,1,1,0,0,0.02,0.301,0.01,0.301
Nazi,350,202,22,13,6.86,2.5453,2.41,2.3075
Nazis,278,150,4,4,5.45,2.4456,1.79,2.179
Nazism,8,8,0,0,0.16,0.9542,0.1,0.9542
nb,2,2,1,1,0.04,0.4771,0.02,0.4771
Nco,6,5,0,0,0.12,0.8451,0.06,0.7782
nd,527,329,522,326,10.33,2.7226,3.92,2.5185
ne,199,125,143,112,3.9,2.301,1.49,2.1004
Nea,2,2,0,0,0.04,0.4771,0.02,0.4771
Neal,195,59,1,1,3.82,2.2923,0.7,1.7782
Neanderthal,69,57,3,3,1.35,1.8451,0.68,1.7634
Neanderthals,24,21,2,2,0.47,1.3979,0.25,1.3424
neap,1,1,1,1,0.02,0.301,0.01,0.301
Neapolitan,6,5,0,0,0.12,0.8451,0.06,0.7782
Neapolitans,5,4,0,0,0.1,0.7782,0.05,0.699
near,4238,2814,4055,2741,83.1,3.6273,33.55,3.4495
nearby,425,376,409,364,8.33,2.6294,4.48,2.5763
neared,6,6,6,6,0.12,0.8451,0.07,0.8451
nearer,132,100,117,90,2.59,2.1239,1.19,2.0043
nearest,382,343,367,331,7.49,2.5832,4.09,2.5366
nearing,52,46,47,41,1.02,1.7243,0.55,1.6721
nearly,1721,1290,1566,1210,33.75,3.236,15.38,3.1109
nearness,1,1,1,1,0.02,0.301,0.01,0.301
nears,8,8,8,8,0.16,0.9542,0.1,0.9542
Nearside,1,1,0,0,0.02,0.301,0.01,0.301
nearsighted,27,25,23,22,0.53,1.4472,0.3,1.415
nearsightedness,1,1,1,1,0.02,0.301,0.01,0.301
neat,635,506,547,449,12.45,2.8035,6.03,2.705
neaten,1,1,1,1,0.02,0.301,0.01,0.301
neater,19,18,18,17,0.37,1.301,0.21,1.2788
neatest,15,14,15,14,0.29,1.2041,0.17,1.1761
neath,34,16,26,11,0.67,1.5441,0.19,1.2304
neatly,68,65,66,64,1.33,1.8388,0.77,1.8195
neatness,18,18,13,13,0.35,1.2788,0.21,1.2788
Neb,28,3,1,1,0.55,1.4624,0.04,0.6021
nebbish,5,5,5,5,0.1,0.7782,0.06,0.7782
nebbishes,1,1,1,1,0.02,0.301,0.01,0.301
Nebraska,121,69,0,0,2.37,2.0864,0.82,1.8451
Nebraskans,2,2,0,0,0.04,0.4771,0.02,0.4771
Nebs,11,3,2,2,0.22,1.0792,0.04,0.6021
Nebuchadnezzar,20,6,0,0,0.39,1.3222,0.07,0.8451
Nebula,75,24,20,8,1.47,1.8808,0.29,1.3979
nebulae,2,2,1,1,0.04,0.4771,0.02,0.4771
nebuliser,3,1,3,1,0.06,0.6021,0.01,0.301
Nebulized,3,3,1,1,0.06,0.6021,0.04,0.6021
nebulizer,5,5,5,5,0.1,0.7782,0.06,0.7782
nebulous,3,3,3,3,0.06,0.6021,0.04,0.6021
necessaries,2,2,2,2,0.04,0.4771,0.02,0.4771
necessarily,575,505,571,504,11.27,2.7604,6.02,2.7042
necessary,2345,1702,2317,1692,45.98,3.3703,20.29,3.2312
necessitate,2,2,2,2,0.04,0.4771,0.02,0.4771
necessitated,2,2,2,2,0.04,0.4771,0.02,0.4771
necessitates,2,2,2,2,0.04,0.4771,0.02,0.4771
necessitating,5,5,4,4,0.1,0.7782,0.06,0.7782
necessities,35,31,35,31,0.69,1.5563,0.37,1.5051
necessity,147,125,139,122,2.88,2.1703,1.49,2.1004
neck,3035,1961,2956,1931,59.51,3.4823,23.38,3.2927
Neckar,1,1,0,0,0.02,0.301,0.01,0.301
neckband,1,1,1,1,0.02,0.301,0.01,0.301
necked,4,3,4,3,0.08,0.699,0.04,0.6021
Necker,3,1,0,0,0.06,0.6021,0.01,0.301
neckerchief,2,2,2,2,0.04,0.4771,0.02,0.4771
necking,27,24,24,21,0.53,1.4472,0.29,1.3979
necklace,497,279,489,277,9.75,2.6972,3.33,2.4472
necklaces,40,33,40,33,0.78,1.6128,0.39,1.5315
neckless,1,1,1,1,0.02,0.301,0.01,0.301
neckline,15,15,15,15,0.29,1.2041,0.18,1.2041
necks,164,146,162,145,3.22,2.2175,1.74,2.1673
necktie,61,43,59,41,1.2,1.7924,0.51,1.6435
neckties,24,20,22,19,0.47,1.3979,0.24,1.3222
neckwear,2,2,2,2,0.04,0.4771,0.02,0.4771
Necro,3,3,1,1,0.06,0.6021,0.04,0.6021
necrology,3,1,3,1,0.06,0.6021,0.01,0.301
necromancer,21,5,11,4,0.41,1.3424,0.06,0.7782
necromancy,3,2,2,2,0.06,0.6021,0.02,0.4771
necromantic,1,1,1,1,0.02,0.301,0.01,0.301
Necrophagia,1,1,0,0,0.02,0.301,0.01,0.301
necrophagous,1,1,1,1,0.02,0.301,0.01,0.301
necrophile,3,3,3,3,0.06,0.6021,0.04,0.6021
necrophilia,16,14,14,12,0.31,1.2304,0.17,1.1761
necrophiliac,12,8,11,7,0.24,1.1139,0.1,0.9542
necrophiliacs,1,1,1,1,0.02,0.301,0.01,0.301
Necrophilic,1,1,0,0,0.02,0.301,0.01,0.301
Necropolis,13,5,1,1,0.25,1.1461,0.06,0.7782
necropsy,4,4,4,4,0.08,0.699,0.05,0.699
necrosis,6,6,4,4,0.12,0.8451,0.07,0.8451
necrotic,6,6,6,6,0.12,0.8451,0.07,0.8451
necrotized,1,1,1,1,0.02,0.301,0.01,0.301
necrotizing,1,1,1,1,0.02,0.301,0.01,0.301
nectar,47,38,38,33,0.92,1.6812,0.45,1.5911
nectarine,3,1,2,1,0.06,0.6021,0.01,0.301
nectarines,3,3,3,3,0.06,0.6021,0.04,0.6021
nectarous,1,1,1,1,0.02,0.301,0.01,0.301
nectary,1,1,1,1,0.02,0.301,0.01,0.301
Neddy,51,8,0,0,1,1.716,0.1,0.9542
nee,24,13,18,10,0.47,1.3979,0.15,1.1461
need,66040,8076,65122,8064,1294.9,4.8198,96.28,3.9073
needed,4818,3101,4789,3093,94.47,3.683,36.97,3.4916
needers,1,1,1,1,0.02,0.301,0.01,0.301
needful,2,2,2,2,0.04,0.4771,0.02,0.4771
Needham,2,2,0,0,0.04,0.4771,0.02,0.4771
neediest,10,10,9,9,0.2,1.0414,0.12,1.0414
neediness,3,3,3,3,0.06,0.6021,0.04,0.6021
needing,412,383,400,378,8.08,2.616,4.57,2.5843
needle,608,432,552,405,11.92,2.7846,5.15,2.6365
needled,4,4,4,4,0.08,0.699,0.05,0.699
needleful,1,1,1,1,0.02,0.301,0.01,0.301
Needleman,7,4,0,0,0.14,0.9031,0.05,0.699
needlepoint,28,20,23,18,0.55,1.4624,0.24,1.3222
needlepoints,1,1,1,1,0.02,0.301,0.01,0.301
needles,263,195,235,182,5.16,2.4216,2.32,2.2923
Needless,116,109,57,56,2.27,2.0682,1.3,2.0414
needlessly,31,30,30,29,0.61,1.5051,0.36,1.4914
needlework,14,13,9,9,0.27,1.1761,0.15,1.1461
needling,10,10,9,9,0.2,1.0414,0.12,1.0414
needn,334,266,328,261,6.55,2.525,3.17,2.4265
needs,8198,4390,8048,4363,160.75,3.9138,52.34,3.6426
needy,155,120,150,117,3.04,2.1931,1.43,2.0828
Neela,105,18,0,0,2.06,2.0253,0.21,1.2788
neem,1,1,1,1,0.02,0.301,0.01,0.301
Neer,2,1,0,0,0.04,0.4771,0.01,0.301
Neet,1,1,0,0,0.02,0.301,0.01,0.301
neeze,1,1,1,1,0.02,0.301,0.01,0.301
nefarious,38,31,38,31,0.75,1.5911,0.37,1.5051
neg,12,10,11,9,0.24,1.1139,0.12,1.0414
negate,18,18,18,18,0.35,1.2788,0.21,1.2788
negated,4,4,4,4,0.08,0.699,0.05,0.699
negates,5,5,5,5,0.1,0.7782,0.06,0.7782
negating,6,5,6,5,0.12,0.8451,0.06,0.7782
negation,5,5,5,5,0.1,0.7782,0.06,0.7782
negative,1308,843,914,640,25.65,3.1169,10.05,2.9263
negatively,14,11,14,11,0.27,1.1761,0.13,1.0792
negativeness,1,1,1,1,0.02,0.301,0.01,0.301
negatives,64,48,60,46,1.25,1.8129,0.57,1.6902
negativism,2,2,2,2,0.04,0.4771,0.02,0.4771
negativity,33,29,32,28,0.65,1.5315,0.35,1.4771
Negatory,14,13,5,4,0.27,1.1761,0.15,1.1461
neglect,86,79,83,77,1.69,1.9395,0.94,1.9031
neglected,181,171,175,166,3.55,2.2601,2.04,2.2355
neglectful,15,8,13,8,0.29,1.2041,0.1,0.9542
neglecting,49,48,49,48,0.96,1.699,0.57,1.6902
neglects,8,8,7,7,0.16,0.9542,0.1,0.9542
neglige,1,1,1,1,0.02,0.301,0.01,0.301
negligee,37,31,36,31,0.73,1.5798,0.37,1.5051
negligees,2,2,2,2,0.04,0.4771,0.02,0.4771
negligence,91,69,88,67,1.78,1.9638,0.82,1.8451
negligent,51,38,50,38,1,1.716,0.45,1.5911
negligently,1,1,1,1,0.02,0.301,0.01,0.301
negligible,20,19,18,18,0.39,1.3222,0.23,1.301
negotiable,46,41,45,40,0.9,1.6721,0.49,1.6232
negotiate,342,256,332,252,6.71,2.5353,3.05,2.4099
negotiated,67,59,67,59,1.31,1.8325,0.7,1.7782
negotiates,4,4,4,4,0.08,0.699,0.05,0.699
negotiating,155,141,146,133,3.04,2.1931,1.68,2.1523
negotiation,117,97,111,91,2.29,2.0719,1.16,1.9912
negotiations,174,123,154,115,3.41,2.243,1.47,2.0934
negotiator,67,44,61,44,1.31,1.8325,0.52,1.6532
negotiators,22,16,18,13,0.43,1.3617,0.19,1.2304
negress,8,5,4,2,0.16,0.9542,0.06,0.7782
Negrito,10,2,1,1,0.2,1.0414,0.02,0.4771
Negro,274,138,26,21,5.37,2.4393,1.65,2.143
Negroes,87,54,3,3,1.71,1.9445,0.64,1.7404
Negroid,2,2,0,0,0.04,0.4771,0.02,0.4771
negroish,1,1,1,1,0.02,0.301,0.01,0.301
negros,8,4,4,2,0.16,0.9542,0.05,0.699
Negus,2,1,0,0,0.04,0.4771,0.01,0.301
Nehemiah,6,2,0,0,0.12,0.8451,0.02,0.4771
Nehru,5,5,1,1,0.1,0.7782,0.06,0.7782
neigh,12,7,7,6,0.24,1.1139,0.08,0.9031
neighbor,864,623,821,606,16.94,2.937,7.43,2.7952
neighborhood,1871,1096,1828,1083,36.69,3.2723,13.07,3.0402
neighborhoods,54,48,53,47,1.06,1.7404,0.57,1.6902
neighboring,38,36,38,36,0.75,1.5911,0.43,1.5682
neighborly,34,32,32,31,0.67,1.5441,0.38,1.5185
neighbors,868,635,819,604,17.02,2.939,7.57,2.8035
neighbour,195,123,187,120,3.82,2.2923,1.47,2.0934
neighbourhood,295,205,290,202,5.78,2.4713,2.44,2.3139
neighbourhoods,10,9,10,9,0.2,1.0414,0.11,1
neighbouring,4,4,4,4,0.08,0.699,0.05,0.699
neighbourly,10,8,10,8,0.2,1.0414,0.1,0.9542
neighbours,195,140,184,138,3.82,2.2923,1.67,2.1492
neighed,2,2,2,2,0.04,0.4771,0.02,0.4771
neighing,43,21,35,15,0.84,1.6435,0.25,1.3424
neighs,33,16,29,14,0.65,1.5315,0.19,1.2304
Nein,55,31,5,5,1.08,1.7482,0.37,1.5051
neither,3451,2527,2037,1637,67.67,3.5381,30.13,3.4028
Nelly,65,23,4,4,1.27,1.8195,0.27,1.3802
Nelson,563,152,11,8,11.04,2.7513,1.81,2.1847
nelsons,1,1,1,1,0.02,0.301,0.01,0.301
Nema,1,1,0,0,0.02,0.301,0.01,0.301
nematodes,1,1,1,1,0.02,0.301,0.01,0.301
Nembutal,6,6,0,0,0.12,0.8451,0.07,0.8451
Nemean,3,2,0,0,0.06,0.6021,0.02,0.4771
nemertean,1,1,1,1,0.02,0.301,0.01,0.301
Nemeses,1,1,0,0,0.02,0.301,0.01,0.301
nemesis,45,26,24,22,0.88,1.6628,0.31,1.4314
Nemo,255,33,0,0,5,2.4082,0.39,1.5315
Nene,48,3,1,1,0.94,1.6902,0.04,0.6021
Neo,110,9,0,0,2.16,2.0453,0.11,1
neoclassic,3,3,2,2,0.06,0.6021,0.04,0.6021
neoclassical,4,4,4,4,0.08,0.699,0.05,0.699
neoclassicism,1,1,1,1,0.02,0.301,0.01,0.301
neoconservative,1,1,1,1,0.02,0.301,0.01,0.301
neocortex,5,3,5,3,0.1,0.7782,0.04,0.6021
neodymium,6,2,6,2,0.12,0.8451,0.02,0.4771
neofascism,1,1,1,1,0.02,0.301,0.01,0.301
Neolithic,6,6,2,2,0.12,0.8451,0.07,0.8451
neologisms,1,1,1,1,0.02,0.301,0.01,0.301
neomycin,2,2,2,2,0.04,0.4771,0.02,0.4771
neon,146,76,89,65,2.86,2.1673,0.91,1.8865
neonatal,4,4,3,3,0.08,0.699,0.05,0.699
neonate,5,4,5,4,0.1,0.7782,0.05,0.699
neonates,2,2,2,2,0.04,0.4771,0.02,0.4771
Neons,5,3,1,1,0.1,0.7782,0.04,0.6021
neopaganism,1,1,1,1,0.02,0.301,0.01,0.301
neophyte,8,8,7,7,0.16,0.9542,0.1,0.9542
neophytes,6,6,5,5,0.12,0.8451,0.07,0.8451
neoplasia,2,1,1,1,0.04,0.4771,0.01,0.301
neoplasms,2,2,2,2,0.04,0.4771,0.02,0.4771
neoplastic,2,1,1,1,0.04,0.4771,0.01,0.301
Neoplatonic,1,1,0,0,0.02,0.301,0.01,0.301
Neoprene,11,6,5,3,0.22,1.0792,0.07,0.8451
neorealism,3,1,3,1,0.06,0.6021,0.01,0.301
Nepal,66,33,0,0,1.29,1.8261,0.39,1.5315
Nepalese,2,2,0,0,0.04,0.4771,0.02,0.4771
nepenthe,5,2,3,2,0.1,0.7782,0.02,0.4771
nephew,846,475,810,471,16.59,2.9279,5.66,2.6776
nephews,55,43,55,43,1.08,1.7482,0.51,1.6435
nephilim,6,2,6,2,0.12,0.8451,0.02,0.4771
nephralgia,1,1,1,1,0.02,0.301,0.01,0.301
nephrectomy,2,2,2,2,0.04,0.4771,0.02,0.4771
nephritis,2,1,1,1,0.04,0.4771,0.01,0.301
nephrologist,1,1,1,1,0.02,0.301,0.01,0.301
nephrology,5,5,4,4,0.1,0.7782,0.06,0.7782
nephrotoxic,1,1,1,1,0.02,0.301,0.01,0.301
nephrotoxicity,2,1,1,1,0.04,0.4771,0.01,0.301
nepotism,9,9,7,7,0.18,1,0.11,1
Neptune,136,49,2,2,2.67,2.1367,0.58,1.699
Neptunian,1,1,0,0,0.02,0.301,0.01,0.301
nerd,168,99,144,92,3.29,2.2279,1.18,2
nerds,101,61,83,53,1.98,2.0086,0.73,1.7924
nerdy,24,21,23,21,0.47,1.3979,0.25,1.3424
Nerka,7,1,0,0,0.14,0.9031,0.01,0.301
nerts,8,8,4,4,0.16,0.9542,0.1,0.9542
nertz,2,2,1,1,0.04,0.4771,0.02,0.4771
nerval,1,1,1,1,0.02,0.301,0.01,0.301
nerve,1171,834,1152,824,22.96,3.0689,9.94,2.9217
nerves,559,444,534,428,10.96,2.7482,5.29,2.6484
nerviness,1,1,1,1,0.02,0.301,0.01,0.301
nerving,1,1,1,1,0.02,0.301,0.01,0.301
Nervosa,10,8,2,1,0.2,1.0414,0.1,0.9542
nervous,3425,2105,3272,2047,67.16,3.5348,25.1,3.3235
nervously,24,24,22,22,0.47,1.3979,0.29,1.3979
nervousness,30,28,29,27,0.59,1.4914,0.33,1.4624
nervy,8,8,8,8,0.16,0.9542,0.1,0.9542
Nesh,2,1,0,0,0.04,0.4771,0.01,0.301
Ness,137,63,13,10,2.69,2.1399,0.75,1.8062
Nesselrode,1,1,0,0,0.02,0.301,0.01,0.301
Nessus,2,2,0,0,0.04,0.4771,0.02,0.4771
nest,566,367,514,343,11.1,2.7536,4.38,2.5658
nested,3,3,3,3,0.06,0.6021,0.04,0.6021
nester,8,6,6,4,0.16,0.9542,0.07,0.8451
nesters,9,4,8,4,0.18,1,0.05,0.699
nestful,1,1,1,1,0.02,0.301,0.01,0.301
nesting,30,23,28,21,0.59,1.4914,0.27,1.3802
Nestle,20,14,9,8,0.39,1.3222,0.17,1.1761
nestled,23,23,21,21,0.45,1.3802,0.27,1.3802
Nestor,54,13,0,0,1.06,1.7404,0.15,1.1461
nests,23,21,22,20,0.45,1.3802,0.25,1.3424
net,793,541,699,479,15.55,2.8998,6.45,2.734
netball,3,2,3,2,0.06,0.6021,0.02,0.4771
nether,20,11,10,10,0.39,1.3222,0.13,1.0792
Netherlands,21,18,0,0,0.41,1.3424,0.21,1.2788
nethermost,1,1,1,1,0.02,0.301,0.01,0.301
netherworld,12,12,11,11,0.24,1.1139,0.14,1.1139
netmen,1,1,1,1,0.02,0.301,0.01,0.301
nets,99,71,86,64,1.94,2,0.85,1.8573
netsuke,3,1,2,1,0.06,0.6021,0.01,0.301
netted,12,12,12,12,0.24,1.1139,0.14,1.1139
netting,18,15,16,13,0.35,1.2788,0.18,1.2041
nettle,8,6,8,6,0.16,0.9542,0.07,0.8451
nettles,7,6,5,5,0.14,0.9031,0.07,0.8451
network,843,473,704,397,16.53,2.9263,5.64,2.6758
networked,9,9,9,9,0.18,1,0.11,1
networking,27,25,26,25,0.53,1.4472,0.3,1.415
networks,108,77,96,70,2.12,2.0374,0.92,1.8921
neural,100,51,97,49,1.96,2.0043,0.61,1.716
neuralgia,10,8,10,8,0.2,1.0414,0.1,0.9542
neurasthenia,5,2,5,2,0.1,0.7782,0.02,0.4771
neurasthenic,1,1,1,1,0.02,0.301,0.01,0.301
neuritis,2,2,2,2,0.04,0.4771,0.02,0.4771
neuroanatomic,1,1,1,1,0.02,0.301,0.01,0.301
neurobiological,2,2,2,2,0.04,0.4771,0.02,0.4771
neurobiologist,2,2,2,2,0.04,0.4771,0.02,0.4771
neurobiology,1,1,1,1,0.02,0.301,0.01,0.301
neurochemistry,5,5,5,5,0.1,0.7782,0.06,0.7782
Neurogenic,1,1,0,0,0.02,0.301,0.01,0.301
neuroglia,1,1,1,1,0.02,0.301,0.01,0.301
neurologic,7,6,7,6,0.14,0.9031,0.07,0.8451
neurological,57,50,53,47,1.12,1.7634,0.6,1.7076
neurologically,4,4,3,3,0.08,0.699,0.05,0.699
neurologist,51,41,50,40,1,1.716,0.49,1.6232
neurologists,4,4,3,3,0.08,0.699,0.05,0.699
Neurology,23,19,10,9,0.45,1.3802,0.23,1.301
neuromas,1,1,1,1,0.02,0.301,0.01,0.301
neuromuscular,3,3,3,3,0.06,0.6021,0.04,0.6021
neuron,7,6,7,6,0.14,0.9031,0.07,0.8451
neuronal,6,6,6,6,0.12,0.8451,0.07,0.8451
neurone,2,2,2,2,0.04,0.4771,0.02,0.4771
neurons,51,29,50,28,1,1.716,0.35,1.4771
neuropath,2,1,2,1,0.04,0.4771,0.01,0.301
neuropathic,2,2,2,2,0.04,0.4771,0.02,0.4771
neuropathology,1,1,1,1,0.02,0.301,0.01,0.301
neuropathy,2,2,1,1,0.04,0.4771,0.02,0.4771
neuropharmacological,1,1,1,1,0.02,0.301,0.01,0.301
Neuropharmacologist,1,1,0,0,0.02,0.301,0.01,0.301
neuropharmacology,1,1,1,1,0.02,0.301,0.01,0.301
neurophysiologist,1,1,1,1,0.02,0.301,0.01,0.301
neurophysiology,8,8,6,6,0.16,0.9542,0.1,0.9542
neuropsychiatry,1,1,1,1,0.02,0.301,0.01,0.301
neuropsychological,1,1,1,1,0.02,0.301,0.01,0.301
neuropsychologist,1,1,1,1,0.02,0.301,0.01,0.301
neuroscience,2,2,1,1,0.04,0.4771,0.02,0.4771
neuroscientist,2,2,2,2,0.04,0.4771,0.02,0.4771
neuroses,27,25,27,25,0.53,1.4472,0.3,1.415
neurosis,32,27,32,27,0.63,1.5185,0.32,1.4472
neurosurgeon,41,33,39,31,0.8,1.6232,0.39,1.5315
neurosurgeons,7,7,7,7,0.14,0.9031,0.08,0.9031
neurosurgery,39,23,20,15,0.76,1.6021,0.27,1.3802
neurosurgical,1,1,1,1,0.02,0.301,0.01,0.301
Neurosyphilis,3,1,1,1,0.06,0.6021,0.01,0.301
neurotic,136,119,129,114,2.67,2.1367,1.42,2.0792
neurotically,1,1,1,1,0.02,0.301,0.01,0.301
neurotics,5,5,3,3,0.1,0.7782,0.06,0.7782
