"Username","Trial","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Stimuli.Value","Procedure.Item","Procedure.Trial.Type","Procedure.Procedure.Notes","Procedure.Shuffle","Response.RT","Response.Response","Response.JOL"
"5da6b2aca2860400146b8ace",46,6,"Item B","Floor","Floor","R2","Related",31,29,"JOL","Related","R2",2796,"",55
"5da6b2aca2860400146b8ace",47,6,"Item B","Hallway","Hallway","R2","Related",35,33,"JOL","Related","R2",3098,"",35
"5da6b2aca2860400146b8ace",48,6,"Item B","Elevator","Elevator","R2","Related",33,30,"JOL","Related","R2",3154,"",35
"5da6b2aca2860400146b8ace",49,6,"Item B","Ceiling","Ceiling","R2","Related",25,35,"JOL","Related","R2",2679,"",40
"5da6b2aca2860400146b8ace",50,6,"Item B","Stairs","Stairs","R2","Related",32,37,"JOL","Related","R2",3001,"",50
"5da6b2aca2860400146b8ace",54,6,"Item B","","","","",NA,0,"FreeRecall","Related","RECALL_Test3",65002,"attic basement wall ceiling floor door window stairs hallway ",NA
"5da6b2aca2860400146b8ace",56,6,"Item B","Cook","Cook","U2","Unrelated",42,42,"JOL","Unrelated","U2",4677,"",50
"5da6b2aca2860400146b8ace",57,6,"Item B","Drill","Drill","U2","Unrelated",45,39,"JOL","Unrelated","U2",4703,"",45
"5da6b2aca2860400146b8ace",58,6,"Item B","Tent","Tent","U2","Unrelated",46,45,"JOL","Unrelated","U2",3140,"",40
"5da6b2aca2860400146b8ace",59,6,"Item B","Cloud","Cloud","U2","Unrelated",40,47,"JOL","Unrelated","U2",2790,"",40
"5da6b2aca2860400146b8ace",60,6,"Item B","Card","Card","U2","Unrelated",37,46,"JOL","Unrelated","U2",2227,"",40
"5da6b2aca2860400146b8ace",61,6,"Item B","Salt","Salt","U2","Unrelated",39,41,"JOL","Unrelated","U2",1879,"",35
"5da6b2aca2860400146b8ace",62,6,"Item B","Mother","Mother","U2","Unrelated",44,48,"JOL","Unrelated","U2",2467,"",55
"5da6b2aca2860400146b8ace",63,6,"Item B","Basket","Basket","U2","Unrelated",41,49,"JOL","Unrelated","U2",2308,"",65
"5da6b2aca2860400146b8ace",64,6,"Item B","Rest","Rest","U2","Unrelated",48,40,"JOL","Unrelated","U2",3645,"",35
"5da6b2aca2860400146b8ace",65,6,"Item B","Flute","Flute","U2","Unrelated",38,44,"JOL","Unrelated","U2",2415,"",35
"5da6b2aca2860400146b8ace",66,6,"Item B","Phone","Phone","U2","Unrelated",47,38,"JOL","Unrelated","U2",3433,"",30
"5da6b2aca2860400146b8ace",67,6,"Item B","Fossil","Fossil","U2","Unrelated",43,43,"JOL","Unrelated","U2",2110,"",30
"5da6b2aca2860400146b8ace",71,6,"Item B","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test4",65002,"mother te",NA
"5e29fd5f2bec3b065e9a729e",5,8,"Item D","Plum","Plum","R1","Related",9,3,"JOL","Unrelated","U1",18450,"",100
"5e29fd5f2bec3b065e9a729e",6,8,"Item D","Lemon","Lemon","R1","Related",12,6,"JOL","Unrelated","U1",10140,"",100
"5e29fd5f2bec3b065e9a729e",7,8,"Item D","Strawberry","Strawberry","R1","Related",7,2,"JOL","Unrelated","U1",7617,"",98
"5e29fd5f2bec3b065e9a729e",8,8,"Item D","Pear","Pear","R1","Related",5,7,"JOL","Unrelated","U1",6024,"",98
"5e29fd5f2bec3b065e9a729e",9,8,"Item D","Grape","Grape","R1","Related",4,9,"JOL","Unrelated","U1",9549,"",98
"5e29fd5f2bec3b065e9a729e",10,8,"Item D","Banana","Banana","R1","Related",3,5,"JOL","Unrelated","U1",6820,"",100
"5e29fd5f2bec3b065e9a729e",11,8,"Item D","Apple","Apple","R1","Related",1,8,"JOL","Unrelated","U1",4570,"",98
"5e29fd5f2bec3b065e9a729e",12,8,"Item D","Orange","Orange","R1","Related",2,4,"JOL","Unrelated","U1",4853,"",98
"5e29fd5f2bec3b065e9a729e",13,8,"Item D","Kiwi","Kiwi","R1","Related",8,12,"JOL","Unrelated","U1",5020,"",100
"5e29fd5f2bec3b065e9a729e",14,8,"Item D","Cherry","Cherry","R1","Related",11,13,"JOL","Unrelated","U1",7705,"",98
"5e29fd5f2bec3b065e9a729e",15,8,"Item D","Peach","Peach","R1","Related",6,11,"JOL","Unrelated","U1",4175,"",98
"5e29fd5f2bec3b065e9a729e",16,8,"Item D","Mango","Mango","R1","Related",10,10,"JOL","Unrelated","U1",5101,"",98
"5e29fd5f2bec3b065e9a729e",20,8,"Item D","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test1",65007,"apple mango peach strawberry lemon kiwi cherry orange ",NA
"5e29fd5f2bec3b065e9a729e",22,8,"Item D","Hawk","Hawk","U1","Unrelated",24,14,"JOL","Related","R1",14665,"",90
"5e29fd5f2bec3b065e9a729e",23,8,"Item D","Bed","Bed","U1","Unrelated",14,20,"JOL","Related","R1",6530,"",90
"5e29fd5f2bec3b065e9a729e",24,8,"Item D","Kayak","Kayak","U1","Unrelated",20,25,"JOL","Related","R1",4960,"",100
"5e29fd5f2bec3b065e9a729e",25,8,"Item D","Bean","Bean","U1","Unrelated",22,24,"JOL","Related","R1",7870,"",90
"5e29fd5f2bec3b065e9a729e",26,8,"Item D","Mint","Mint","U1","Unrelated",17,18,"JOL","Related","R1",9700,"",100
"5e29fd5f2bec3b065e9a729e",27,8,"Item D","Dirt","Dirt","U1","Unrelated",16,21,"JOL","Related","R1",7924,"",95
"5e29fd5f2bec3b065e9a729e",28,8,"Item D","Document","Document","U1","Unrelated",15,22,"JOL","Related","R1",6484,"",95
"5e29fd5f2bec3b065e9a729e",29,8,"Item D","Yellow","Yellow","U1","Unrelated",19,19,"JOL","Related","R1",5480,"",100
"5e29fd5f2bec3b065e9a729e",30,8,"Item D","Frog","Frog","U1","Unrelated",13,15,"JOL","Related","R1",4373,"",100
"5e29fd5f2bec3b065e9a729e",31,8,"Item D","Slow","Slow","U1","Unrelated",23,23,"JOL","Related","R1",5705,"",95
"5e29fd5f2bec3b065e9a729e",32,8,"Item D","Flea","Flea","U1","Unrelated",21,16,"JOL","Related","R1",4476,"",100
"5e29fd5f2bec3b065e9a729e",33,8,"Item D","Shirt","Shirt","U1","Unrelated",18,17,"JOL","Related","R1",5308,"",90
"5e29fd5f2bec3b065e9a729e",37,8,"Item D","","","","",NA,0,"FreeRecall","Related","RECALL_Test2",65006,"shirt mint flea ",NA
"5e29fd5f2bec3b065e9a729e",39,8,"Item D","Ceiling","Ceiling","R2","Related",25,37,"JOL","Unrelated","U2",15010,"",100
"5e29fd5f2bec3b065e9a729e",40,8,"Item D","Floor","Floor","R2","Related",31,30,"JOL","Unrelated","U2",4716,"",100
"5e29fd5f2bec3b065e9a729e",41,8,"Item D","Basement","Basement","R2","Related",26,36,"JOL","Unrelated","U2",5104,"",100
"5e29fd5f2bec3b065e9a729e",42,8,"Item D","Attic","Attic","R2","Related",34,33,"JOL","Unrelated","U2",6052,"",95
"5e29fd5f2bec3b065e9a729e",43,8,"Item D","Wall","Wall","R2","Related",29,29,"JOL","Unrelated","U2",5708,"",95
"5e29fd5f2bec3b065e9a729e",44,8,"Item D","Door","Door","R2","Related",30,28,"JOL","Unrelated","U2",5894,"",95
"5e29fd5f2bec3b065e9a729e",45,8,"Item D","Roof","Roof","R2","Related",36,26,"JOL","Unrelated","U2",8462,"",100
"5e29fd5f2bec3b065e9a729e",46,8,"Item D","Stairs","Stairs","R2","Related",32,34,"JOL","Unrelated","U2",5462,"",95
"5e29fd5f2bec3b065e9a729e",47,8,"Item D","Hallway","Hallway","R2","Related",35,27,"JOL","Unrelated","U2",4956,"",90
"5e29fd5f2bec3b065e9a729e",48,8,"Item D","Bathroom","Bathroom","R2","Related",27,35,"JOL","Unrelated","U2",6127,"",100
"5e29fd5f2bec3b065e9a729e",49,8,"Item D","Elevator","Elevator","R2","Related",33,31,"JOL","Unrelated","U2",4093,"",90
"5e29fd5f2bec3b065e9a729e",50,8,"Item D","Window","Window","R2","Related",28,32,"JOL","Unrelated","U2",5471,"",90
"5e29fd5f2bec3b065e9a729e",54,8,"Item D","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test3",65005,"roof ceiling door bathroom attic elevator wall hallway floor ",NA
"5e29fd5f2bec3b065e9a729e",56,8,"Item D","Cook","Cook","U2","Unrelated",42,49,"JOL","Related","R2",7888,"",95
"5e29fd5f2bec3b065e9a729e",57,8,"Item D","Basket","Basket","U2","Unrelated",41,40,"JOL","Related","R2",5208,"",90
"5e29fd5f2bec3b065e9a729e",58,8,"Item D","Flute","Flute","U2","Unrelated",38,45,"JOL","Related","R2",7554,"",80
"5e29fd5f2bec3b065e9a729e",59,8,"Item D","Mother","Mother","U2","Unrelated",44,43,"JOL","Related","R2",5922,"",90
"5e29fd5f2bec3b065e9a729e",60,8,"Item D","Tent","Tent","U2","Unrelated",46,44,"JOL","Related","R2",5613,"",100
"5e29fd5f2bec3b065e9a729e",61,8,"Item D","Drill","Drill","U2","Unrelated",45,38,"JOL","Related","R2",4466,"",90
"5e29fd5f2bec3b065e9a729e",62,8,"Item D","Salt","Salt","U2","Unrelated",39,41,"JOL","Related","R2",5382,"",95
"5e29fd5f2bec3b065e9a729e",63,8,"Item D","Rest","Rest","U2","Unrelated",48,39,"JOL","Related","R2",10110,"",90
"5e29fd5f2bec3b065e9a729e",64,8,"Item D","Fossil","Fossil","U2","Unrelated",43,48,"JOL","Related","R2",5157,"",70
"5e29fd5f2bec3b065e9a729e",65,8,"Item D","Phone","Phone","U2","Unrelated",47,42,"JOL","Related","R2",4762,"",90
"5e29fd5f2bec3b065e9a729e",66,8,"Item D","Cloud","Cloud","U2","Unrelated",40,46,"JOL","Related","R2",5751,"",90
"5e29fd5f2bec3b065e9a729e",67,8,"Item D","Card","Card","U2","Unrelated",37,47,"JOL","Related","R2",5708,"",85
"5e29fd5f2bec3b065e9a729e",71,8,"Item D","","","","",NA,0,"FreeRecall","Related","RECALL_Test4",65007,"card cook salt ",NA
"5e42fc295135b5000cd20d0b",5,5,"Item A","Volcano","Volcano","R1","Related",4,7,"JOL","Related","R1",13716,"",59
"5e42fc295135b5000cd20d0b",6,5,"Item A","Mountain","Mountain","R1","Related",7,4,"JOL","Related","R1",8511,"",60
"5e42fc295135b5000cd20d0b",7,5,"Item A","Cave","Cave","R1","Related",11,13,"JOL","Related","R1",7149,"",65
"5e42fc295135b5000cd20d0b",8,5,"Item A","River","River","R1","Related",2,9,"JOL","Related","R1",6127,"",55
"5e42fc295135b5000cd20d0b",9,5,"Item A","Canyon","Canyon","R1","Related",3,8,"JOL","Related","R1",5819,"",70
"5e42fc295135b5000cd20d0b",10,5,"Item A","Island","Island","R1","Related",9,10,"JOL","Related","R1",4635,"",75
"5e42fc295135b5000cd20d0b",11,5,"Item A","Rock","Rock","R1","Related",5,6,"JOL","Related","R1",5993,"",68
"5e42fc295135b5000cd20d0b",12,5,"Item A","Ocean","Ocean","R1","Related",8,12,"JOL","Related","R1",4060,"",88
"5e42fc295135b5000cd20d0b",13,5,"Item A","Lake","Lake","R1","Related",10,3,"JOL","Related","R1",5613,"",65
"5e42fc295135b5000cd20d0b",14,5,"Item A","Valley","Valley","R1","Related",1,11,"JOL","Related","R1",7460,"",57
"5e42fc295135b5000cd20d0b",15,5,"Item A","Glacier","Glacier","R1","Related",12,2,"JOL","Related","R1",4108,"",75
"5e42fc295135b5000cd20d0b",16,5,"Item A","Hill","Hill","R1","Related",6,5,"JOL","Related","R1",5557,"",90
"5e42fc295135b5000cd20d0b",20,5,"Item A","","","","",NA,0,"FreeRecall","Related","RECALL_Test1",65002,"volcano hill glacier ocean rock canyon island River lake valley cave mountain",NA
"5e42fc295135b5000cd20d0b",22,5,"Item A","Parrot","Parrot","U1","Unrelated",21,19,"JOL","Unrelated","U1",4527,"",75
"5e42fc295135b5000cd20d0b",23,5,"Item A","Ballet","Ballet","U1","Unrelated",24,21,"JOL","Unrelated","U1",4289,"",87
"5e42fc295135b5000cd20d0b",24,5,"Item A","Dollar","Dollar","U1","Unrelated",20,17,"JOL","Unrelated","U1",4225,"",69
"5e42fc295135b5000cd20d0b",25,5,"Item A","Hockey","Hockey","U1","Unrelated",16,23,"JOL","Unrelated","U1",3384,"",78
"5e42fc295135b5000cd20d0b",26,5,"Item A","Pants","Pants","U1","Unrelated",17,22,"JOL","Unrelated","U1",4232,"",90
"5e42fc295135b5000cd20d0b",27,5,"Item A","Milk","Milk","U1","Unrelated",22,16,"JOL","Unrelated","U1",3804,"",65
"5e42fc295135b5000cd20d0b",28,5,"Item A","Guitar","Guitar","U1","Unrelated",19,24,"JOL","Unrelated","U1",3750,"",78
"5e42fc295135b5000cd20d0b",29,5,"Item A","Oxygen","Oxygen","U1","Unrelated",18,20,"JOL","Unrelated","U1",3251,"",95
"5e42fc295135b5000cd20d0b",30,5,"Item A","Mayor","Mayor","U1","Unrelated",14,18,"JOL","Unrelated","U1",2775,"",75
"5e42fc295135b5000cd20d0b",31,5,"Item A","Rifle","Rifle","U1","Unrelated",13,25,"JOL","Unrelated","U1",3421,"",45
"5e42fc295135b5000cd20d0b",32,5,"Item A","Student","Student","U1","Unrelated",15,14,"JOL","Unrelated","U1",2917,"",95
"5e42fc295135b5000cd20d0b",33,5,"Item A","Jeep","Jeep","U1","Unrelated",23,15,"JOL","Unrelated","U1",2976,"",85
"5e42fc295135b5000cd20d0b",37,5,"Item A","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test2",65004,"jeep student guitar oxygen mayor rifle parrot ballet hockey pants dollar",NA
"5e42fc295135b5000cd20d0b",39,5,"Item A","Goat","Goat","R2","Related",30,32,"JOL","Related","R2",3005,"",69
"5e42fc295135b5000cd20d0b",40,5,"Item A","Cat","Cat","R2","Related",33,36,"JOL","Related","R2",3028,"",88
"5e42fc295135b5000cd20d0b",41,5,"Item A","Zebra","Zebra","R2","Related",27,28,"JOL","Related","R2",1701,"",90
"5e42fc295135b5000cd20d0b",42,5,"Item A","Wolf","Wolf","R2","Related",29,26,"JOL","Related","R2",3747,"",90
"5e42fc295135b5000cd20d0b",43,5,"Item A","Lion","Lion","R2","Related",26,30,"JOL","Related","R2",2337,"",79
"5e42fc295135b5000cd20d0b",44,5,"Item A","Cheetah","Cheetah","R2","Related",28,37,"JOL","Related","R2",2607,"",75
"5e42fc295135b5000cd20d0b",45,5,"Item A","Tiger","Tiger","R2","Related",25,27,"JOL","Related","R2",2461,"",79
"5e42fc295135b5000cd20d0b",46,5,"Item A","Donkey","Donkey","R2","Related",34,31,"JOL","Related","R2",3828,"",96
"5e42fc295135b5000cd20d0b",47,5,"Item A","Girraffe","Girraffe","R2","Related",31,33,"JOL","Related","R2",2691,"",99
"5e42fc295135b5000cd20d0b",48,5,"Item A","Cow","Cow","R2","Related",36,35,"JOL","Related","R2",2648,"",89
"5e42fc295135b5000cd20d0b",49,5,"Item A","Elephant","Elephant","R2","Related",32,29,"JOL","Related","R2",2619,"",65
"5e42fc295135b5000cd20d0b",50,5,"Item A","Bear","Bear","R2","Related",35,34,"JOL","Related","R2",2240,"",77
"5e42fc295135b5000cd20d0b",54,5,"Item A","","","","",NA,0,"FreeRecall","Related","RECALL_Test3",65001,"elephant zebra wolf bear goat cow giraffe cheetah tiger cat donkey lion",NA
"5e42fc295135b5000cd20d0b",56,5,"Item A","Computer","Computer","U2","Unrelated",47,41,"JOL","Unrelated","U2",4212,"",80
"5e42fc295135b5000cd20d0b",57,5,"Item A","Viper","Viper","U2","Unrelated",44,39,"JOL","Unrelated","U2",3656,"",95
"5e42fc295135b5000cd20d0b",58,5,"Item A","Eye","Eye","U2","Unrelated",48,48,"JOL","Unrelated","U2",3019,"",79
"5e42fc295135b5000cd20d0b",59,5,"Item A","Shark","Shark","U2","Unrelated",43,44,"JOL","Unrelated","U2",1693,"",90
"5e42fc295135b5000cd20d0b",60,5,"Item A","Tea","Tea","U2","Unrelated",45,38,"JOL","Unrelated","U2",2537,"",93
"5e42fc295135b5000cd20d0b",61,5,"Item A","Sandal","Sandal","U2","Unrelated",37,40,"JOL","Unrelated","U2",2474,"",67
"5e42fc295135b5000cd20d0b",62,5,"Item A","Fly","Fly","U2","Unrelated",38,49,"JOL","Unrelated","U2",1846,"",79
"5e42fc295135b5000cd20d0b",63,5,"Item A","Blue","Blue","U2","Unrelated",41,42,"JOL","Unrelated","U2",1736,"",98
"5e42fc295135b5000cd20d0b",64,5,"Item A","Lipstick","Lipstick","U2","Unrelated",46,47,"JOL","Unrelated","U2",1697,"",99
"5e42fc295135b5000cd20d0b",65,5,"Item A","Cruise","Cruise","U2","Unrelated",42,43,"JOL","Unrelated","U2",2274,"",50
"5e42fc295135b5000cd20d0b",66,5,"Item A","Tulip","Tulip","U2","Unrelated",39,46,"JOL","Unrelated","U2",2005,"",78
"5e42fc295135b5000cd20d0b",67,5,"Item A","Cold","Cold","U2","Unrelated",40,45,"JOL","Unrelated","U2",2206,"",80
"5e42fc295135b5000cd20d0b",71,5,"Item A","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test4",65002,"viper tulip cold computer blue sandal shark fly lipstick cruise",NA
"5e4438c766f95e2bcccc2548",5,6,"Item B","Lemon","Lemon","R1","Related",12,2,"JOL","Related","R1",12591,"",75
"5e4438c766f95e2bcccc2548",6,6,"Item B","Apple","Apple","R1","Related",1,12,"JOL","Related","R1",4708,"",75
"5e4438c766f95e2bcccc2548",7,6,"Item B","Strawberry","Strawberry","R1","Related",7,13,"JOL","Related","R1",4881,"",75
"5e4438c766f95e2bcccc2548",8,6,"Item B","Orange","Orange","R1","Related",2,11,"JOL","Related","R1",4081,"",75
"5e4438c766f95e2bcccc2548",9,6,"Item B","Kiwi","Kiwi","R1","Related",8,3,"JOL","Related","R1",3661,"",50
"5e4438c766f95e2bcccc2548",10,6,"Item B","Grape","Grape","R1","Related",4,10,"JOL","Related","R1",7783,"",50
"5e4438c766f95e2bcccc2548",11,6,"Item B","Plum","Plum","R1","Related",9,8,"JOL","Related","R1",4240,"",35
"5e4438c766f95e2bcccc2548",12,6,"Item B","Pear","Pear","R1","Related",5,4,"JOL","Related","R1",4169,"",50
"5e4438c766f95e2bcccc2548",13,6,"Item B","Banana","Banana","R1","Related",3,6,"JOL","Related","R1",4821,"",70
"5e4438c766f95e2bcccc2548",14,6,"Item B","Mango","Mango","R1","Related",10,7,"JOL","Related","R1",3442,"",30
"5e4438c766f95e2bcccc2548",15,6,"Item B","Cherry","Cherry","R1","Related",11,9,"JOL","Related","R1",5117,"",20
"5e4438c766f95e2bcccc2548",16,6,"Item B","Peach","Peach","R1","Related",6,5,"JOL","Related","R1",6613,"",20
"5e4438c766f95e2bcccc2548",20,6,"Item B","","","","",NA,0,"FreeRecall","Related","RECALL_Test1",65007,"apple, orange, banana, kiwi, pear, plum, grapes, cherry, ",NA
"5e4438c766f95e2bcccc2548",22,6,"Item B","Document","Document","U1","Unrelated",15,20,"JOL","Unrelated","U1",6066,"",30
"5e4438c766f95e2bcccc2548",23,6,"Item B","Dirt","Dirt","U1","Unrelated",16,17,"JOL","Unrelated","U1",4219,"",50
"5e4438c766f95e2bcccc2548",24,6,"Item B","Mint","Mint","U1","Unrelated",17,18,"JOL","Unrelated","U1",7167,"",40
"5e4438c766f95e2bcccc2548",25,6,"Item B","Hawk","Hawk","U1","Unrelated",24,15,"JOL","Unrelated","U1",5023,"",40
"5e4438c766f95e2bcccc2548",26,6,"Item B","Kayak","Kayak","U1","Unrelated",20,23,"JOL","Unrelated","U1",5345,"",50
"5e4438c766f95e2bcccc2548",27,6,"Item B","Shirt","Shirt","U1","Unrelated",18,21,"JOL","Unrelated","U1",3377,"",60
"5e4438c766f95e2bcccc2548",28,6,"Item B","Yellow","Yellow","U1","Unrelated",19,19,"JOL","Unrelated","U1",3708,"",75
"5e4438c766f95e2bcccc2548",29,6,"Item B","Frog","Frog","U1","Unrelated",13,16,"JOL","Unrelated","U1",3028,"",50
"5e4438c766f95e2bcccc2548",30,6,"Item B","Bean","Bean","U1","Unrelated",22,25,"JOL","Unrelated","U1",5173,"",40
"5e4438c766f95e2bcccc2548",31,6,"Item B","Flea","Flea","U1","Unrelated",21,24,"JOL","Unrelated","U1",3431,"",70
"5e4438c766f95e2bcccc2548",32,6,"Item B","Slow","Slow","U1","Unrelated",23,22,"JOL","Unrelated","U1",4591,"",70
"5e4438c766f95e2bcccc2548",33,6,"Item B","Bed","Bed","U1","Unrelated",14,14,"JOL","Unrelated","U1",4351,"",60
"5e4438c766f95e2bcccc2548",37,6,"Item B","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test2",65006,"dirt, yellow, frog, ",NA
"5e4438c766f95e2bcccc2548",39,6,"Item B","Roof","Roof","R2","Related",36,27,"JOL","Related","R2",7204,"",30
"5e4438c766f95e2bcccc2548",40,6,"Item B","Ceiling","Ceiling","R2","Related",25,30,"JOL","Related","R2",4730,"",40
"5e4438c766f95e2bcccc2548",41,6,"Item B","Bathroom","Bathroom","R2","Related",27,37,"JOL","Related","R2",4612,"",50
"5e4438c766f95e2bcccc2548",42,6,"Item B","Floor","Floor","R2","Related",31,34,"JOL","Related","R2",3023,"",50
"5e4438c766f95e2bcccc2548",43,6,"Item B","Hallway","Hallway","R2","Related",35,33,"JOL","Related","R2",4748,"",40
"5e4438c766f95e2bcccc2548",44,6,"Item B","Attic","Attic","R2","Related",34,35,"JOL","Related","R2",3685,"",40
"5e4438c766f95e2bcccc2548",45,6,"Item B","Wall","Wall","R2","Related",29,29,"JOL","Related","R2",3912,"",50
"5e4438c766f95e2bcccc2548",46,6,"Item B","Stairs","Stairs","R2","Related",32,31,"JOL","Related","R2",3861,"",60
"5e4438c766f95e2bcccc2548",47,6,"Item B","Basement","Basement","R2","Related",26,28,"JOL","Related","R2",3111,"",40
"5e4438c766f95e2bcccc2548",48,6,"Item B","Elevator","Elevator","R2","Related",33,36,"JOL","Related","R2",3910,"",30
"5e4438c766f95e2bcccc2548",49,6,"Item B","Door","Door","R2","Related",30,32,"JOL","Related","R2",3473,"",50
"5e4438c766f95e2bcccc2548",50,6,"Item B","Window","Window","R2","Related",28,26,"JOL","Related","R2",2689,"",50
"5e4438c766f95e2bcccc2548",54,6,"Item B","","","","",NA,0,"FreeRecall","Related","RECALL_Test3",65006,"roof, ceiling, hallway, attic, door, stairs, basement, bath, wall, ",NA
"5e4438c766f95e2bcccc2548",56,6,"Item B","Flute","Flute","U2","Unrelated",38,41,"JOL","Unrelated","U2",7465,"",50
"5e4438c766f95e2bcccc2548",57,6,"Item B","Cook","Cook","U2","Unrelated",42,38,"JOL","Unrelated","U2",3666,"",30
"5e4438c766f95e2bcccc2548",58,6,"Item B","Basket","Basket","U2","Unrelated",41,42,"JOL","Unrelated","U2",4297,"",30
"5e4438c766f95e2bcccc2548",59,6,"Item B","Fossil","Fossil","U2","Unrelated",43,49,"JOL","Unrelated","U2",4254,"",20
"5e4438c766f95e2bcccc2548",60,6,"Item B","Phone","Phone","U2","Unrelated",47,43,"JOL","Unrelated","U2",3375,"",40
"5e4438c766f95e2bcccc2548",61,6,"Item B","Tent","Tent","U2","Unrelated",46,45,"JOL","Unrelated","U2",3995,"",30
"5e4438c766f95e2bcccc2548",62,6,"Item B","Cloud","Cloud","U2","Unrelated",40,39,"JOL","Unrelated","U2",3919,"",40
"5e4438c766f95e2bcccc2548",63,6,"Item B","Drill","Drill","U2","Unrelated",45,44,"JOL","Unrelated","U2",3286,"",30
"5e4438c766f95e2bcccc2548",64,6,"Item B","Rest","Rest","U2","Unrelated",48,47,"JOL","Unrelated","U2",4414,"",30
"5e4438c766f95e2bcccc2548",65,6,"Item B","Card","Card","U2","Unrelated",37,40,"JOL","Unrelated","U2",3460,"",20
"5e4438c766f95e2bcccc2548",66,6,"Item B","Mother","Mother","U2","Unrelated",44,48,"JOL","Unrelated","U2",5441,"",80
"5e4438c766f95e2bcccc2548",67,6,"Item B","Salt","Salt","U2","Unrelated",39,46,"JOL","Unrelated","U2",3525,"",50
"5e4438c766f95e2bcccc2548",71,6,"Item B","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test4",65006,"mother, flute, ",NA
"5e49f30e8459a1469b1950e5",5,7,"Item C","Volcano","Volcano","R1","Related",4,8,"JOL","Unrelated","U1",7128,"",70
"5e49f30e8459a1469b1950e5",6,7,"Item C","Canyon","Canyon","R1","Related",3,7,"JOL","Unrelated","U1",15686,"",65
"5e49f30e8459a1469b1950e5",7,7,"Item C","Island","Island","R1","Related",9,13,"JOL","Unrelated","U1",3344,"",75
"5e49f30e8459a1469b1950e5",8,7,"Item C","Cave","Cave","R1","Related",11,11,"JOL","Unrelated","U1",1834,"",80
"5e49f30e8459a1469b1950e5",9,7,"Item C","Hill","Hill","R1","Related",6,12,"JOL","Unrelated","U1",9167,"",80
"5e49f30e8459a1469b1950e5",10,7,"Item C","Lake","Lake","R1","Related",10,10,"JOL","Unrelated","U1",6018,"",70
"5e49f30e8459a1469b1950e5",11,7,"Item C","Rock","Rock","R1","Related",5,4,"JOL","Unrelated","U1",4198,"",85
"5e49f30e8459a1469b1950e5",12,7,"Item C","Ocean","Ocean","R1","Related",8,3,"JOL","Unrelated","U1",9200,"",70
"5e49f30e8459a1469b1950e5",13,7,"Item C","Mountain","Mountain","R1","Related",7,5,"JOL","Unrelated","U1",4217,"",55
"5e49f30e8459a1469b1950e5",14,7,"Item C","Valley","Valley","R1","Related",1,6,"JOL","Unrelated","U1",2290,"",55
"5e49f30e8459a1469b1950e5",15,7,"Item C","River","River","R1","Related",2,9,"JOL","Unrelated","U1",2497,"",65
"5e49f30e8459a1469b1950e5",16,7,"Item C","Glacier","Glacier","R1","Related",12,2,"JOL","Unrelated","U1",8741,"",50
"5e49f30e8459a1469b1950e5",20,7,"Item C","","","","",NA,0,"FreeRecall","Unrelated","RECALL_Test1",65366,"Mountain, Hill, Canyon, Valley, River, Rock, Cave, Glacier, ",NA
"5e49f30e8459a1469b1950e5",22,7,"Item C","Jeep","Jeep","U1","Unrelated",23,15,"JOL","Related","R1",6999,"",50
"5e49f30e8459a1469b1950e5",23,7,"Item C","Pants","Pants","U1","Unrelated",17,14,"JOL","Related","R1",7230,"",50
"5e49f30e8459a1469b1950e5",24,7,"Item C","Student","Student","U1","Unrelated",15,16,"JOL","Related","R1",5566,"",75
"5e49f30e8459a1469b1950e5",25,7,"Item C","Oxygen","Oxygen","U1","Unrelated",18,25,"JOL","Related","R1",9534,"",90
"5e49f30e8459a1469b1950e5",26,7,"Item C","Ballet","Ballet","U1","Unrelated",24,20,"JOL","Related","R1",2412,"",50
"5e49f30e8459a1469b1950e5",27,7,"Item C","Mayor","Mayor","U1","Unrelated",14,19,"JOL","Related","R1",2096,"",60
"5e49f30e8459a1469b1950e5",28,7,"Item C","Milk","Milk","U1","Unrelated",22,23,"JOL","Related","R1",3395,"",40
"5e49f30e8459a1469b1950e5",29,7,"Item C","Parrot","Parrot","U1","Unrelated",21,18,"JOL","Related","R1",5052,"",59
"5e49f30e8459a1469b1950e5",30,7,"Item C","Dollar","Dollar","U1","Unrelated",20,17,"JOL","Related","R1",12101,"",70
"5e49f30e8459a1469b1950e5",31,7,"Item C","Rifle","Rifle","U1","Unrelated",13,24,"JOL","Related","R1",3126,"",68
"5e49f30e8459a1469b1950e5",32,7,"Item C","Guitar","Guitar","U1","Unrelated",19,22,"JOL","Related","R1",4076,"",80
"5e49f30e8459a1469b1950e5",33,7,"Item C","Hockey","Hockey","U1","Unrelated",16,21,"JOL","Related","R1",1734,"",80
"5e49f30e8459a1469b1950e5",37,7,"Item C","","","","",NA,0,"FreeRecall","Related","RECALL_Test2",65398,"Milk, Jeep, Office, ",NA
