"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL","Direction","Encoding","scored"
"M20326354_SNC.","Tiger","Presented",NA,"Related","Global_JOL",0
"M20301881_GM","Tiger","Presented",NA,"Related","Global_JOL",1
"M20321748","Tiger","Presented",NA,"Related","Global_JOL",0
"M20308397","Tiger","Presented",NA,"Related","Global_JOL",1
"M20295968","Tiger","Presented",NA,"Related","Global_JOL",1
"M20316174","Tiger","Presented",NA,"Related","Global_JOL",0
"M20317351","Tiger","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Tiger","Presented",NA,"Related","Global_JOL",1
"M20315108","Tiger","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"20322939","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"m20320237","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20321748","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20295968","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20326354_SNC.","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20322859","Tulip","Presented",NA,"Unrelated","Global_JOL",0
"20322965","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20315390_JKL","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Tulip","Presented",NA,"Unrelated","Global_JOL",0
"M20326622","Tulip","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Tulip","Presented",NA,"Unrelated","Global_JOL",0
"20322939","Valley","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Valley","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Valley","Presented",NA,"Related","Global_JOL",1
"m20327174","Valley","Presented",NA,"Related","Global_JOL",1
"M20326622","Valley","Presented",NA,"Related","Global_JOL",0
"M20315108","Valley","Presented",NA,"Related","Global_JOL",0
"M20322859","Valley","Presented",NA,"Related","Global_JOL",0
"M20321748","Valley","Presented",NA,"Related","Global_JOL",1
"M20316174","Valley","Presented",NA,"Related","Global_JOL",1
"M20302792","Valley","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Valley","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Valley","Presented",NA,"Related","Global_JOL",1
"M10356731","Valley","Presented",NA,"Related","Global_JOL",1
"m20320237","Valley","Presented",NA,"Related","Global_JOL",1
"M20295968","Valley","Presented",NA,"Related","Global_JOL",1
"M20317351","Valley","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Valley","Presented",NA,"Related","Global_JOL",1
"M20321343!","Valley","Presented",NA,"Related","Global_JOL",1
"M20337010","Valley","Presented",NA,"Related","Global_JOL",0
"20322965","Valley","Presented",NA,"Related","Global_JOL",1
"M20308397","Valley","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20295968","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Viper","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Viper","Presented",NA,"Unrelated","Global_JOL",1
"20322939","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Viper","Presented",NA,"Unrelated","Global_JOL",0
"M20330660_MLM","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Viper","Presented",NA,"Unrelated","Global_JOL",0
"M20315390_JKL","Viper","Presented",NA,"Unrelated","Global_JOL",1
"m20320237","Viper","Presented",NA,"Unrelated","Global_JOL",0
"M20326354_SNC.","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Viper","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20322859","Viper","Presented",NA,"Unrelated","Global_JOL",0
"M20321748","Viper","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Volcano","Presented",NA,"Related","Global_JOL",1
"20322939","Volcano","Presented",NA,"Related","Global_JOL",1
"M20326622","Volcano","Presented",NA,"Related","Global_JOL",0
"M10356731","Volcano","Presented",NA,"Related","Global_JOL",1
"M20308397","Volcano","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Volcano","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Volcano","Presented",NA,"Related","Global_JOL",1
"M20321748","Volcano","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Volcano","Presented",NA,"Related","Global_JOL",1
"M20321343!","Volcano","Presented",NA,"Related","Global_JOL",1
"M20322859","Volcano","Presented",NA,"Related","Global_JOL",1
"m20327174","Volcano","Presented",NA,"Related","Global_JOL",1
"M20317351","Volcano","Presented",NA,"Related","Global_JOL",1
"M20316174","Volcano","Presented",NA,"Related","Global_JOL",1
"M20295968","Volcano","Presented",NA,"Related","Global_JOL",1
"m20320237","Volcano","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Volcano","Presented",NA,"Related","Global_JOL",1
"M20302792","Volcano","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Volcano","Presented",NA,"Related","Global_JOL",1
"M20337010","Volcano","Presented",NA,"Related","Global_JOL",0
"20322965","Volcano","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Wall","Control",NA,"Control","Global_JOL",0
"20322965","Wall","Control",NA,"Control","Global_JOL",1
"M10356731","Wall","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Wall","Control",NA,"Control","Global_JOL",1
"M20321748","Wall","Control",NA,"Control","Global_JOL",0
"M20330660_MLM","Wall","Control",NA,"Control","Global_JOL",1
"M20326622","Wall","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Wall","Control",NA,"Control","Global_JOL",1
"M20316174","Wall","Control",NA,"Control","Global_JOL",0
"M20322859","Wall","Control",NA,"Control","Global_JOL",1
"M20321343!","Wall","Control",NA,"Control","Global_JOL",1
"M20317351","Wall","Control",NA,"Control","Global_JOL",1
"M20315108","Wall","Control",NA,"Control","Global_JOL",0
"m20320237","Wall","Control",NA,"Control","Global_JOL",1
"M20295968","Wall","Control",NA,"Control","Global_JOL",1
"M20302792","Wall","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Wall","Control",NA,"Control","Global_JOL",1
"m20327174","Wall","Control",NA,"Control","Global_JOL",0
"M20308397","Wall","Control",NA,"Control","Global_JOL",1
"20322939","Wall","Control",NA,"Control","Global_JOL",0
"M20337010","Wall","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Window","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Window","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Window","Control",NA,"Control","Global_JOL",1
"20322965","Window","Control",NA,"Control","Global_JOL",1
"M20337010","Window","Control",NA,"Control","Global_JOL",1
"M20321343!","Window","Control",NA,"Control","Global_JOL",0
"M20321748","Window","Control",NA,"Control","Global_JOL",0
"M20302792","Window","Control",NA,"Control","Global_JOL",0
"M20326622","Window","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Window","Control",NA,"Control","Global_JOL",1
"20322939","Window","Control",NA,"Control","Global_JOL",1
"M10356731","Window","Control",NA,"Control","Global_JOL",1
"M20322859","Window","Control",NA,"Control","Global_JOL",1
"M20315108","Window","Control",NA,"Control","Global_JOL",1
"m20327174","Window","Control",NA,"Control","Global_JOL",1
"M20317351","Window","Control",NA,"Control","Global_JOL",1
"M20308397","Window","Control",NA,"Control","Global_JOL",1
"m20320237","Window","Control",NA,"Control","Global_JOL",1
"M20316174","Window","Control",NA,"Control","Global_JOL",0
"M20330660_MLM","Window","Control",NA,"Control","Global_JOL",1
"M20295968","Window","Control",NA,"Control","Global_JOL",1
"M20302792","Wolf","Presented",NA,"Related","Global_JOL",1
"20322965","Wolf","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Wolf","Presented",NA,"Related","Global_JOL",1
"m20320237","Wolf","Presented",NA,"Related","Global_JOL",0
"M20317351","Wolf","Presented",NA,"Related","Global_JOL",1
"M20321343!","Wolf","Presented",NA,"Related","Global_JOL",0
"M20295968","Wolf","Presented",NA,"Related","Global_JOL",1
"M20315108","Wolf","Presented",NA,"Related","Global_JOL",1
"M20316174","Wolf","Presented",NA,"Related","Global_JOL",0
"M20308397","Wolf","Presented",NA,"Related","Global_JOL",0
"M20301881_GM","Wolf","Presented",NA,"Related","Global_JOL",1
"M20337010","Wolf","Presented",NA,"Related","Global_JOL",0
"m20327174","Wolf","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Wolf","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Wolf","Presented",NA,"Related","Global_JOL",1
"M20326622","Wolf","Presented",NA,"Related","Global_JOL",1
"20322939","Wolf","Presented",NA,"Related","Global_JOL",0
"M20322859","Wolf","Presented",NA,"Related","Global_JOL",0
"M10356731","Wolf","Presented",NA,"Related","Global_JOL",1
"M20321748","Wolf","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Wolf","Presented",NA,"Related","Global_JOL",1
"20322965","Yellow","Control",NA,"Control","Global_JOL",1
"20322939","Yellow","Control",NA,"Control","Global_JOL",0
"M20326354_SNC.","Yellow","Control",NA,"Control","Global_JOL",0
"M20301881_GM","Yellow","Control",NA,"Control","Global_JOL",1
"M20308397","Yellow","Control",NA,"Control","Global_JOL",1
"m20320237","Yellow","Control",NA,"Control","Global_JOL",1
"M20326622","Yellow","Control",NA,"Control","Global_JOL",1
"m20327174","Yellow","Control",NA,"Control","Global_JOL",1
"M20295968","Yellow","Control",NA,"Control","Global_JOL",1
"M20322859","Yellow","Control",NA,"Control","Global_JOL",1
"M20321343!","Yellow","Control",NA,"Control","Global_JOL",1
"M20337010","Yellow","Control",NA,"Control","Global_JOL",1
"M20321748","Yellow","Control",NA,"Control","Global_JOL",1
"M20302792","Yellow","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Yellow","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Yellow","Control",NA,"Control","Global_JOL",1
"M20315108","Yellow","Control",NA,"Control","Global_JOL",1
"M10356731","Yellow","Control",NA,"Control","Global_JOL",1
"M20317351","Yellow","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Yellow","Control",NA,"Control","Global_JOL",1
"M20316174","Yellow","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Zebra","Presented",NA,"Related","Global_JOL",1
"20322939","Zebra","Presented",NA,"Related","Global_JOL",1
"m20320237","Zebra","Presented",NA,"Related","Global_JOL",1
"M20322859","Zebra","Presented",NA,"Related","Global_JOL",1
"M10356731","Zebra","Presented",NA,"Related","Global_JOL",1
"M20308397","Zebra","Presented",NA,"Related","Global_JOL",0
"M20337010","Zebra","Presented",NA,"Related","Global_JOL",0
"M20322696_MNC","Zebra","Presented",NA,"Related","Global_JOL",1
"M20315108","Zebra","Presented",NA,"Related","Global_JOL",1
"M20316174","Zebra","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Zebra","Presented",NA,"Related","Global_JOL",1
"M20326622","Zebra","Presented",NA,"Related","Global_JOL",1
"M20317351","Zebra","Presented",NA,"Related","Global_JOL",1
"M20321343!","Zebra","Presented",NA,"Related","Global_JOL",1
"M20321748","Zebra","Presented",NA,"Related","Global_JOL",1
"20322965","Zebra","Presented",NA,"Related","Global_JOL",1
"M20302792","Zebra","Presented",NA,"Related","Global_JOL",1
"M20295968","Zebra","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Zebra","Presented",NA,"Related","Global_JOL",1
"m20327174","Zebra","Presented",NA,"Related","Global_JOL",0
"M20330660_MLM","Zebra","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Apple","Presented",NA,"Related","Global_JOL",1
"M20319485","Apple","Presented",NA,"Related","Global_JOL",1
"M20316100","Apple","Presented",NA,"Related","Global_JOL",0
"M20307961","Apple","Presented",NA,"Related","Global_JOL",1
"M20327498","Apple","Presented",NA,"Related","Global_JOL",1
"M20317313","Apple","Presented",NA,"Related","Global_JOL",1
"M20316548","Apple","Presented",NA,"Related","Global_JOL",1
"M20293123","Apple","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Apple","Presented",NA,"Related","Global_JOL",1
"M20293288","Apple","Presented",NA,"Related","Global_JOL",0
"M20333212_HDW","Apple","Presented",NA,"Related","Global_JOL",1
"20335770","Apple","Presented",NA,"Related","Global_JOL",1
"M20329016","Apple","Presented",NA,"Related","Global_JOL",0
"m20310291","Apple","Presented",NA,"Related","Global_JOL",1
"m20280673","Apple","Presented",NA,"Related","Global_JOL",1
"m20326074","Apple","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Apple","Presented",NA,"Related","Global_JOL",0
"M20321413","Apple","Presented",NA,"Related","Global_JOL",1
"M20321533","Apple","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Attic","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Attic","Presented",NA,"Related","Global_JOL",1
"m20310291","Attic","Presented",NA,"Related","Global_JOL",1
"M20316548","Attic","Presented",NA,"Related","Global_JOL",1
"M20321413","Attic","Presented",NA,"Related","Global_JOL",1
"M20317313","Attic","Presented",NA,"Related","Global_JOL",0
"20335770","Attic","Presented",NA,"Related","Global_JOL",0
"M20307961","Attic","Presented",NA,"Related","Global_JOL",1
"M20319485","Attic","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Attic","Presented",NA,"Related","Global_JOL",1
"M20321533","Attic","Presented",NA,"Related","Global_JOL",1
"m20280673","Attic","Presented",NA,"Related","Global_JOL",1
"M20293288","Attic","Presented",NA,"Related","Global_JOL",0
"M20316100","Attic","Presented",NA,"Related","Global_JOL",1
"M20329016","Attic","Presented",NA,"Related","Global_JOL",0
"m20326074","Attic","Presented",NA,"Related","Global_JOL",1
"M20327498","Attic","Presented",NA,"Related","Global_JOL",1
"M20293123","Attic","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Attic","Presented",NA,"Related","Global_JOL",1
"M20319485","Ballet","Control",NA,"Control","Global_JOL",1
"20335770","Ballet","Control",NA,"Control","Global_JOL",1
"M20316548","Ballet","Control",NA,"Control","Global_JOL",1
"M20293288","Ballet","Control",NA,"Control","Global_JOL",1
"M20293123","Ballet","Control",NA,"Control","Global_JOL",1
"M20329016","Ballet","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Ballet","Control",NA,"Control","Global_JOL",1
"M20321413","Ballet","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Ballet","Control",NA,"Control","Global_JOL",0
"M20316100","Ballet","Control",NA,"Control","Global_JOL",1
"M20321533","Ballet","Control",NA,"Control","Global_JOL",1
"m20326074","Ballet","Control",NA,"Control","Global_JOL",0
"M20277243_SKS","Ballet","Control",NA,"Control","Global_JOL",1
"M20327498","Ballet","Control",NA,"Control","Global_JOL",1
"M20307961","Ballet","Control",NA,"Control","Global_JOL",1
"M20317313","Ballet","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Ballet","Control",NA,"Control","Global_JOL",1
"m20280673","Ballet","Control",NA,"Control","Global_JOL",1
"m20310291","Ballet","Control",NA,"Control","Global_JOL",1
"M20307961","Banana","Presented",NA,"Related","Global_JOL",0
"M20319485","Banana","Presented",NA,"Related","Global_JOL",1
"m20280673","Banana","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Banana","Presented",NA,"Related","Global_JOL",1
"M20316100","Banana","Presented",NA,"Related","Global_JOL",1
"M20293288","Banana","Presented",NA,"Related","Global_JOL",1
"M20329016","Banana","Presented",NA,"Related","Global_JOL",1
"M20316548","Banana","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Banana","Presented",NA,"Related","Global_JOL",1
"M20321533","Banana","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Banana","Presented",NA,"Related","Global_JOL",1
"M20327498","Banana","Presented",NA,"Related","Global_JOL",1
"M20293123","Banana","Presented",NA,"Related","Global_JOL",1
"20335770","Banana","Presented",NA,"Related","Global_JOL",1
"m20326074","Banana","Presented",NA,"Related","Global_JOL",1
"M20321413","Banana","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Banana","Presented",NA,"Related","Global_JOL",1
"m20310291","Banana","Presented",NA,"Related","Global_JOL",1
"M20317313","Banana","Presented",NA,"Related","Global_JOL",1
"M20317313","Basement","Presented",NA,"Related","Global_JOL",0
"M20333212_HDW","Basement","Presented",NA,"Related","Global_JOL",0
"M20277243_SKS","Basement","Presented",NA,"Related","Global_JOL",1
"M20327498","Basement","Presented",NA,"Related","Global_JOL",1
"M20293123","Basement","Presented",NA,"Related","Global_JOL",1
"m20280673","Basement","Presented",NA,"Related","Global_JOL",1
"M20329016","Basement","Presented",NA,"Related","Global_JOL",1
"M20316548","Basement","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Basement","Presented",NA,"Related","Global_JOL",1
"M20316100","Basement","Presented",NA,"Related","Global_JOL",1
"M20307961","Basement","Presented",NA,"Related","Global_JOL",0
"m20326074","Basement","Presented",NA,"Related","Global_JOL",1
"M20319485","Basement","Presented",NA,"Related","Global_JOL",1
"m20310291","Basement","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Basement","Presented",NA,"Related","Global_JOL",1
"M20321533","Basement","Presented",NA,"Related","Global_JOL",1
"M20321413","Basement","Presented",NA,"Related","Global_JOL",1
"M20293288","Basement","Presented",NA,"Related","Global_JOL",0
"20335770","Basement","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Basket","Presented",NA,"Unrelated","Global_JOL",1
"m20280673","Basket","Presented",NA,"Unrelated","Global_JOL",0
"M20329016","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20308203_KDL","Basket","Presented",NA,"Unrelated","Global_JOL",1
"m20326074","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20293123","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20319485","Basket","Presented",NA,"Unrelated","Global_JOL",0
"M20317313","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20324037_AP.","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20327498","Basket","Presented",NA,"Unrelated","Global_JOL",0
"M20333212_HDW","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Basket","Presented",NA,"Unrelated","Global_JOL",0
"m20310291","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Basket","Presented",NA,"Unrelated","Global_JOL",1
"20335770","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20316100","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20321413","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20307961","Basket","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Bathroom","Presented",NA,"Related","Global_JOL",0
"m20280673","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20319485","Bathroom","Presented",NA,"Related","Global_JOL",1
"m20310291","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20327498","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20316548","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20324037_AP.","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20293288","Bathroom","Presented",NA,"Related","Global_JOL",0
"M20329016","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20308203_KDL","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20317313","Bathroom","Presented",NA,"Related","Global_JOL",0
"m20326074","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20333212_HDW","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20316100","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20321413","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20277243_SKS","Bathroom","Presented",NA,"Related","Global_JOL",0
"20335770","Bathroom","Presented",NA,"Related","Global_JOL",0
"M20307961","Bathroom","Presented",NA,"Related","Global_JOL",1
"M20293123","Bathroom","Presented",NA,"Related","Global_JOL",1
"20335770","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20307961","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20333212_HDW","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20329016","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20277243_SKS","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20324037_AP.","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Bean","Presented",NA,"Unrelated","Global_JOL",1
"m20326074","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20327498","Bean","Presented",NA,"Unrelated","Global_JOL",0
"m20280673","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20308203_KDL","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20319485","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20317313","Bean","Presented",NA,"Unrelated","Global_JOL",1
"m20310291","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20293288","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20316100","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20321533","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20293123","Bean","Presented",NA,"Unrelated","Global_JOL",0
"M20321413","Bean","Presented",NA,"Unrelated","Global_JOL",1
"M20321533","Bear","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Bear","Control",NA,"Control","Global_JOL",1
"M20327498","Bear","Control",NA,"Control","Global_JOL",1
"M20316100","Bear","Control",NA,"Control","Global_JOL",1
"M20317313","Bear","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Bear","Control",NA,"Control","Global_JOL",1
"m20280673","Bear","Control",NA,"Control","Global_JOL",1
"M20329016","Bear","Control",NA,"Control","Global_JOL",1
"M20293288","Bear","Control",NA,"Control","Global_JOL",0
"M20321413","Bear","Control",NA,"Control","Global_JOL",1
"M20293123","Bear","Control",NA,"Control","Global_JOL",1
"m20310291","Bear","Control",NA,"Control","Global_JOL",0
"M20316548","Bear","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Bear","Control",NA,"Control","Global_JOL",1
"20335770","Bear","Control",NA,"Control","Global_JOL",0
"m20326074","Bear","Control",NA,"Control","Global_JOL",1
"M20319485","Bear","Control",NA,"Control","Global_JOL",1
"M20307961","Bear","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Bear","Control",NA,"Control","Global_JOL",1
"M20316100","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20316548","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20319485","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20327498","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20329016","Bed","Presented",NA,"Unrelated","Global_JOL",0
"M20308203_KDL","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20321413","Bed","Presented",NA,"Unrelated","Global_JOL",1
"20335770","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20307961","Bed","Presented",NA,"Unrelated","Global_JOL",0
"M20321533","Bed","Presented",NA,"Unrelated","Global_JOL",0
"m20326074","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20324037_AP.","Bed","Presented",NA,"Unrelated","Global_JOL",0
"m20280673","Bed","Presented",NA,"Unrelated","Global_JOL",1
"m20310291","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20333212_HDW","Bed","Presented",NA,"Unrelated","Global_JOL",0
"M20317313","Bed","Presented",NA,"Unrelated","Global_JOL",0
"M20293123","Bed","Presented",NA,"Unrelated","Global_JOL",1
"M20277243_SKS","Blue","Control",NA,"Control","Global_JOL",1
"M20321413","Blue","Control",NA,"Control","Global_JOL",1
"M20293123","Blue","Control",NA,"Control","Global_JOL",1
"M20316100","Blue","Control",NA,"Control","Global_JOL",1
"M20293288","Blue","Control",NA,"Control","Global_JOL",0
"M20327498","Blue","Control",NA,"Control","Global_JOL",0
"20335770","Blue","Control",NA,"Control","Global_JOL",1
"M20329016","Blue","Control",NA,"Control","Global_JOL",1
"m20310291","Blue","Control",NA,"Control","Global_JOL",1
"m20280673","Blue","Control",NA,"Control","Global_JOL",1
"m20326074","Blue","Control",NA,"Control","Global_JOL",0
"M20324037_AP.","Blue","Control",NA,"Control","Global_JOL",1
"M20319485","Blue","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Blue","Control",NA,"Control","Global_JOL",1
"M20307961","Blue","Control",NA,"Control","Global_JOL",1
"M20317313","Blue","Control",NA,"Control","Global_JOL",1
"M20333212_HDW","Blue","Control",NA,"Control","Global_JOL",1
"M20316548","Blue","Control",NA,"Control","Global_JOL",1
"M20321533","Blue","Control",NA,"Control","Global_JOL",1
"m20326074","Canyon","Control",NA,"Control","Global_JOL",1
"M20329016","Canyon","Control",NA,"Control","Global_JOL",0
"M20293123","Canyon","Control",NA,"Control","Global_JOL",1
"M20307961","Canyon","Control",NA,"Control","Global_JOL",1
"20335770","Canyon","Control",NA,"Control","Global_JOL",0
"M20321413","Canyon","Control",NA,"Control","Global_JOL",1
"M20316100","Canyon","Control",NA,"Control","Global_JOL",1
"M20293288","Canyon","Control",NA,"Control","Global_JOL",0
"M20333212_HDW","Canyon","Control",NA,"Control","Global_JOL",0
"M20316548","Canyon","Control",NA,"Control","Global_JOL",1
"M20317313","Canyon","Control",NA,"Control","Global_JOL",1
"m20280673","Canyon","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Canyon","Control",NA,"Control","Global_JOL",1
"M20319485","Canyon","Control",NA,"Control","Global_JOL",1
"M20308203_KDL","Canyon","Control",NA,"Control","Global_JOL",1
"M20324037_AP.","Canyon","Control",NA,"Control","Global_JOL",1
"M20321533","Canyon","Control",NA,"Control","Global_JOL",0
"m20310291","Canyon","Control",NA,"Control","Global_JOL",0
"M20327498","Canyon","Control",NA,"Control","Global_JOL",1
"M20277243_SKS","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20308203_KDL","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20333212_HDW","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20319485","Card","Presented",NA,"Unrelated","Global_JOL",0
"m20310291","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20316100","Card","Presented",NA,"Unrelated","Global_JOL",1
"M20324037_AP.","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20317313","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20293123","Card","Presented",NA,"Unrelated","Global_JOL",1
"M20293288","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20329016","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20316548","Card","Presented",NA,"Unrelated","Global_JOL",0
"M20321413","Card","Presented",NA,"Unrelated","Global_JOL",1
"20335770","Card","Presented",NA,"Unrelated","Global_JOL",0
