"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL","Direction","Encoding","scored"
"M20326354_SNC.","Fly","Presented",NA,"Unrelated","Global_JOL",0
"M20315390_JKL","Fly","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Fly","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Fly","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Fly","Presented",NA,"Unrelated","Global_JOL",1
"M20321748","Fly","Presented",NA,"Unrelated","Global_JOL",1
"M20322859","Fly","Presented",NA,"Unrelated","Global_JOL",0
"m20327174","Fly","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Fossil","Control",NA,"Control","Global_JOL",1
"M20295968","Fossil","Control",NA,"Control","Global_JOL",1
"m20320237","Fossil","Control",NA,"Control","Global_JOL",1
"M20322859","Fossil","Control",NA,"Control","Global_JOL",1
"m20327174","Fossil","Control",NA,"Control","Global_JOL",1
"M20316174","Fossil","Control",NA,"Control","Global_JOL",1
"20322939","Fossil","Control",NA,"Control","Global_JOL",0
"M20308397","Fossil","Control",NA,"Control","Global_JOL",1
"M20337010","Fossil","Control",NA,"Control","Global_JOL",1
"20322965","Fossil","Control",NA,"Control","Global_JOL",1
"M20321748","Fossil","Control",NA,"Control","Global_JOL",1
"M10356731","Fossil","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Fossil","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Fossil","Control",NA,"Control","Global_JOL",0
"M20315108","Fossil","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Fossil","Control",NA,"Control","Global_JOL",1
"M20321343!","Fossil","Control",NA,"Control","Global_JOL",1
"M20317351","Fossil","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Fossil","Control",NA,"Control","Global_JOL",1
"M20302792","Fossil","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Fossil","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Frog","Control",NA,"Control","Global_JOL",1
"M10356731","Frog","Control",NA,"Control","Global_JOL",1
"M20315108","Frog","Control",NA,"Control","Global_JOL",1
"M20308397","Frog","Control",NA,"Control","Global_JOL",1
"m20327174","Frog","Control",NA,"Control","Global_JOL",0
"M20317351","Frog","Control",NA,"Control","Global_JOL",1
"m20320237","Frog","Control",NA,"Control","Global_JOL",1
"M20295968","Frog","Control",NA,"Control","Global_JOL",1
"M20326622","Frog","Control",NA,"Control","Global_JOL",1
"M20321748","Frog","Control",NA,"Control","Global_JOL",1
"M20302792","Frog","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Frog","Control",NA,"Control","Global_JOL",1
"M20337010","Frog","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Frog","Control",NA,"Control","Global_JOL",0
"M20315390_JKL","Frog","Control",NA,"Control","Global_JOL",1
"20322965","Frog","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Frog","Control",NA,"Control","Global_JOL",1
"20322939","Frog","Control",NA,"Control","Global_JOL",1
"M20321343!","Frog","Control",NA,"Control","Global_JOL",1
"M20316174","Frog","Control",NA,"Control","Global_JOL",1
"M20322859","Frog","Control",NA,"Control","Global_JOL",1
"M20317351","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20326622","Girraffe","Presented",NA,"Related","Global_JOL",0
"M20321343!","Girraffe","Presented",NA,"Related","Global_JOL",0
"M20322696_MNC","Girraffe","Presented",NA,"Related","Global_JOL",1
"M10356731","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20321748","Girraffe","Presented",NA,"Related","Global_JOL",1
"m20320237","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20316174","Girraffe","Presented",NA,"Related","Global_JOL",1
"20322965","Girraffe","Presented",NA,"Related","Global_JOL",1
"20322939","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20315108","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20295968","Girraffe","Presented",NA,"Related","Global_JOL",1
"m20327174","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20302792","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20337010","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20308397","Girraffe","Presented",NA,"Related","Global_JOL",0
"M20322859","Girraffe","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Glacier","Presented",NA,"Related","Global_JOL",0
"20322965","Glacier","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Glacier","Presented",NA,"Related","Global_JOL",1
"M20321748","Glacier","Presented",NA,"Related","Global_JOL",1
"M20337010","Glacier","Presented",NA,"Related","Global_JOL",1
"M20308397","Glacier","Presented",NA,"Related","Global_JOL",1
"M20322859","Glacier","Presented",NA,"Related","Global_JOL",1
"M20315108","Glacier","Presented",NA,"Related","Global_JOL",0
"M20326622","Glacier","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Glacier","Presented",NA,"Related","Global_JOL",1
"M10356731","Glacier","Presented",NA,"Related","Global_JOL",1
"M20316174","Glacier","Presented",NA,"Related","Global_JOL",1
"M20321343!","Glacier","Presented",NA,"Related","Global_JOL",1
"m20320237","Glacier","Presented",NA,"Related","Global_JOL",1
"M20302792","Glacier","Presented",NA,"Related","Global_JOL",0
"M20295968","Glacier","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Glacier","Presented",NA,"Related","Global_JOL",1
"M20317351","Glacier","Presented",NA,"Related","Global_JOL",1
"m20327174","Glacier","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Glacier","Presented",NA,"Related","Global_JOL",1
"20322939","Glacier","Presented",NA,"Related","Global_JOL",1
"20322965","Goat","Presented",NA,"Related","Global_JOL",1
"M10356731","Goat","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Goat","Presented",NA,"Related","Global_JOL",1
"M20322859","Goat","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Goat","Presented",NA,"Related","Global_JOL",1
"M20308397","Goat","Presented",NA,"Related","Global_JOL",1
"M20317351","Goat","Presented",NA,"Related","Global_JOL",1
"M20321748","Goat","Presented",NA,"Related","Global_JOL",1
"M20295968","Goat","Presented",NA,"Related","Global_JOL",1
"20322939","Goat","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Goat","Presented",NA,"Related","Global_JOL",1
"m20320237","Goat","Presented",NA,"Related","Global_JOL",1
"M20302792","Goat","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Goat","Presented",NA,"Related","Global_JOL",1
"M20321343!","Goat","Presented",NA,"Related","Global_JOL",1
"m20327174","Goat","Presented",NA,"Related","Global_JOL",0
"M20315108","Goat","Presented",NA,"Related","Global_JOL",1
"M20326622","Goat","Presented",NA,"Related","Global_JOL",0
"M20337010","Goat","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Goat","Presented",NA,"Related","Global_JOL",1
"M20316174","Goat","Presented",NA,"Related","Global_JOL",1
"20322965","Grape","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Grape","Control",NA,"Control","Global_JOL",1
"M10356731","Grape","Control",NA,"Control","Global_JOL",1
"M20308397","Grape","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Grape","Control",NA,"Control","Global_JOL",1
"M20317351","Grape","Control",NA,"Control","Global_JOL",1
"M20321343!","Grape","Control",NA,"Control","Global_JOL",1
"m20327174","Grape","Control",NA,"Control","Global_JOL",1
"M20337010","Grape","Control",NA,"Control","Global_JOL",0
"M20322859","Grape","Control",NA,"Control","Global_JOL",1
"20322939","Grape","Control",NA,"Control","Global_JOL",1
"m20320237","Grape","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Grape","Control",NA,"Control","Global_JOL",1
"M20302792","Grape","Control",NA,"Control","Global_JOL",1
"M20315108","Grape","Control",NA,"Control","Global_JOL",1
"M20326622","Grape","Control",NA,"Control","Global_JOL",0
"M20315390_JKL","Grape","Control",NA,"Control","Global_JOL",1
"M20321748","Grape","Control",NA,"Control","Global_JOL",1
"M20316174","Grape","Control",NA,"Control","Global_JOL",1
"M20295968","Grape","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Grape","Control",NA,"Control","Global_JOL",1
"M20321343!","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"m20320237","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20321748","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"M20308397","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20315390_JKL","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20326354_SNC.","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"M20301881_GM","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"20322939","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"M20302792","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20295968","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Guitar","Presented",NA,"Unrelated","Global_JOL",1
"M20322859","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"M20315108","Guitar","Presented",NA,"Unrelated","Global_JOL",0
"M20326354_SNC.","Hallway","Control",NA,"Control","Global_JOL",1
"M20308397","Hallway","Control",NA,"Control","Global_JOL",1
"20322965","Hallway","Control",NA,"Control","Global_JOL",1
"M10356731","Hallway","Control",NA,"Control","Global_JOL",1
"m20327174","Hallway","Control",NA,"Control","Global_JOL",1
"M20302792","Hallway","Control",NA,"Control","Global_JOL",1
"M20315108","Hallway","Control",NA,"Control","Global_JOL",1
"m20320237","Hallway","Control",NA,"Control","Global_JOL",1
"M20337010","Hallway","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Hallway","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Hallway","Control",NA,"Control","Global_JOL",1
"M20321748","Hallway","Control",NA,"Control","Global_JOL",1
"M20322859","Hallway","Control",NA,"Control","Global_JOL",1
"M20295968","Hallway","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Hallway","Control",NA,"Control","Global_JOL",1
"M20321343!","Hallway","Control",NA,"Control","Global_JOL",1
"M20326622","Hallway","Control",NA,"Control","Global_JOL",1
"M20317351","Hallway","Control",NA,"Control","Global_JOL",1
"20322939","Hallway","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Hallway","Control",NA,"Control","Global_JOL",1
"M20316174","Hallway","Control",NA,"Control","Global_JOL",1
"m20327174","Hawk","Control",NA,"Control","Global_JOL",1
"M10356731","Hawk","Control",NA,"Control","Global_JOL",1
"M20302792","Hawk","Control",NA,"Control","Global_JOL",1
"m20320237","Hawk","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Hawk","Control",NA,"Control","Global_JOL",1
"M20295968","Hawk","Control",NA,"Control","Global_JOL",1
"M20315108","Hawk","Control",NA,"Control","Global_JOL",1
"M20326622","Hawk","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Hawk","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Hawk","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Hawk","Control",NA,"Control","Global_JOL",1
"M20322859","Hawk","Control",NA,"Control","Global_JOL",1
"M20316174","Hawk","Control",NA,"Control","Global_JOL",1
"M20321748","Hawk","Control",NA,"Control","Global_JOL",1
"M20308397","Hawk","Control",NA,"Control","Global_JOL",1
"M20321343!","Hawk","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Hawk","Control",NA,"Control","Global_JOL",0
"M20337010","Hawk","Control",NA,"Control","Global_JOL",1
"M20317351","Hawk","Control",NA,"Control","Global_JOL",1
"20322965","Hawk","Control",NA,"Control","Global_JOL",0
"20322939","Hawk","Control",NA,"Control","Global_JOL",0
"M20322859","Hill","Presented",NA,"Related","Global_JOL",1
"20322939","Hill","Presented",NA,"Related","Global_JOL",1
"M20337010","Hill","Presented",NA,"Related","Global_JOL",0
"M20301881_GM","Hill","Presented",NA,"Related","Global_JOL",1
"20322965","Hill","Presented",NA,"Related","Global_JOL",1
"M20295968","Hill","Presented",NA,"Related","Global_JOL",1
"m20320237","Hill","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Hill","Presented",NA,"Related","Global_JOL",1
"M20321748","Hill","Presented",NA,"Related","Global_JOL",1
"M10356731","Hill","Presented",NA,"Related","Global_JOL",0
"M20317351","Hill","Presented",NA,"Related","Global_JOL",1
"M20308397","Hill","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Hill","Presented",NA,"Related","Global_JOL",0
"M20315108","Hill","Presented",NA,"Related","Global_JOL",1
"m20327174","Hill","Presented",NA,"Related","Global_JOL",1
"M20321343!","Hill","Presented",NA,"Related","Global_JOL",0
"M20330660_MLM","Hill","Presented",NA,"Related","Global_JOL",1
"M20302792","Hill","Presented",NA,"Related","Global_JOL",1
"M20316174","Hill","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Hill","Presented",NA,"Related","Global_JOL",1
"M20326622","Hill","Presented",NA,"Related","Global_JOL",0
"M20321343!","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20315390_JKL","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"M20337010","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"M20302792","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"m20320237","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20295968","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"20322939","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"M20321748","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"M20326354_SNC.","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"M20315108","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"M20322859","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Hockey","Presented",NA,"Unrelated","Global_JOL",0
"20322965","Hockey","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Island","Presented",NA,"Related","Global_JOL",1
"M20337010","Island","Presented",NA,"Related","Global_JOL",1
"M20316174","Island","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Island","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Island","Presented",NA,"Related","Global_JOL",1
"m20327174","Island","Presented",NA,"Related","Global_JOL",1
"20322965","Island","Presented",NA,"Related","Global_JOL",1
"M10356731","Island","Presented",NA,"Related","Global_JOL",1
"M20321748","Island","Presented",NA,"Related","Global_JOL",1
"M20308397","Island","Presented",NA,"Related","Global_JOL",0
"20322939","Island","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Island","Presented",NA,"Related","Global_JOL",1
"m20320237","Island","Presented",NA,"Related","Global_JOL",1
"M20322859","Island","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Island","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Island","Presented",NA,"Related","Global_JOL",0
"M20315108","Island","Presented",NA,"Related","Global_JOL",0
"M20295968","Island","Presented",NA,"Related","Global_JOL",1
"M20326622","Island","Presented",NA,"Related","Global_JOL",1
"M20317351","Island","Presented",NA,"Related","Global_JOL",1
"M20321343!","Island","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"20322939","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20295968","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20315390_JKL","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"m20320237","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20326354_SNC.","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Jeep","Presented",NA,"Unrelated","Global_JOL",0
"M20321748","Jeep","Presented",NA,"Unrelated","Global_JOL",0
"M20301881_GM","Jeep","Presented",NA,"Unrelated","Global_JOL",0
"M20322859","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Jeep","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Kayak","Control",NA,"Control","Global_JOL",1
"M20321343!","Kayak","Control",NA,"Control","Global_JOL",1
"m20320237","Kayak","Control",NA,"Control","Global_JOL",0
"M10356731","Kayak","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Kayak","Control",NA,"Control","Global_JOL",1
"M20337010","Kayak","Control",NA,"Control","Global_JOL",1
"M20317351","Kayak","Control",NA,"Control","Global_JOL",1
"M20308397","Kayak","Control",NA,"Control","Global_JOL",1
"M20326622","Kayak","Control",NA,"Control","Global_JOL",1
"M20302792","Kayak","Control",NA,"Control","Global_JOL",1
"M20315108","Kayak","Control",NA,"Control","Global_JOL",1
"20322965","Kayak","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Kayak","Control",NA,"Control","Global_JOL",1
"M20295968","Kayak","Control",NA,"Control","Global_JOL",1
"M20316174","Kayak","Control",NA,"Control","Global_JOL",1
"M20321748","Kayak","Control",NA,"Control","Global_JOL",1
"20322939","Kayak","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Kayak","Control",NA,"Control","Global_JOL",1
"M20322859","Kayak","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Kayak","Control",NA,"Control","Global_JOL",1
"m20327174","Kayak","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Kiwi","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Kiwi","Control",NA,"Control","Global_JOL",1
"M10356731","Kiwi","Control",NA,"Control","Global_JOL",1
"M20317351","Kiwi","Control",NA,"Control","Global_JOL",1
"M20337010","Kiwi","Control",NA,"Control","Global_JOL",1
"M20302792","Kiwi","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Kiwi","Control",NA,"Control","Global_JOL",1
"M20326622","Kiwi","Control",NA,"Control","Global_JOL",0
"M20308397","Kiwi","Control",NA,"Control","Global_JOL",1
"M20322859","Kiwi","Control",NA,"Control","Global_JOL",1
"m20327174","Kiwi","Control",NA,"Control","Global_JOL",1
"20322939","Kiwi","Control",NA,"Control","Global_JOL",0
"M20316174","Kiwi","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Kiwi","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Kiwi","Control",NA,"Control","Global_JOL",1
"M20321343!","Kiwi","Control",NA,"Control","Global_JOL",1
"M20315108","Kiwi","Control",NA,"Control","Global_JOL",1
"M20321748","Kiwi","Control",NA,"Control","Global_JOL",1
"M20295968","Kiwi","Control",NA,"Control","Global_JOL",1
"20322965","Kiwi","Control",NA,"Control","Global_JOL",1
"m20320237","Kiwi","Control",NA,"Control","Global_JOL",1
"m20327174","Lake","Presented",NA,"Related","Global_JOL",1
"M20326622","Lake","Presented",NA,"Related","Global_JOL",1
"M20337010","Lake","Presented",NA,"Related","Global_JOL",0
"M20315390_JKL","Lake","Presented",NA,"Related","Global_JOL",1
"20322965","Lake","Presented",NA,"Related","Global_JOL",1
"M20315108","Lake","Presented",NA,"Related","Global_JOL",0
"M10356731","Lake","Presented",NA,"Related","Global_JOL",1
"M20316174","Lake","Presented",NA,"Related","Global_JOL",1
"20322939","Lake","Presented",NA,"Related","Global_JOL",0
"M20326354_SNC.","Lake","Presented",NA,"Related","Global_JOL",1
"M20322859","Lake","Presented",NA,"Related","Global_JOL",1
"M20295968","Lake","Presented",NA,"Related","Global_JOL",1
"m20320237","Lake","Presented",NA,"Related","Global_JOL",1
"M20321748","Lake","Presented",NA,"Related","Global_JOL",1
"M20321343!","Lake","Presented",NA,"Related","Global_JOL",1
"M20317351","Lake","Presented",NA,"Related","Global_JOL",1
"M20308397","Lake","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Lake","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Lake","Presented",NA,"Related","Global_JOL",1
"M20302792","Lake","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Lake","Presented",NA,"Related","Global_JOL",0
"m20320237","Lemon","Control",NA,"Control","Global_JOL",1
"M20308397","Lemon","Control",NA,"Control","Global_JOL",1
"M20302792","Lemon","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Lemon","Control",NA,"Control","Global_JOL",1
"M20322859","Lemon","Control",NA,"Control","Global_JOL",1
"M20321748","Lemon","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Lemon","Control",NA,"Control","Global_JOL",1
"M10356731","Lemon","Control",NA,"Control","Global_JOL",1
"20322965","Lemon","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Lemon","Control",NA,"Control","Global_JOL",1
"M20321343!","Lemon","Control",NA,"Control","Global_JOL",1
"20322939","Lemon","Control",NA,"Control","Global_JOL",1
"M20295968","Lemon","Control",NA,"Control","Global_JOL",1
"m20327174","Lemon","Control",NA,"Control","Global_JOL",1
"M20317351","Lemon","Control",NA,"Control","Global_JOL",1
"M20326622","Lemon","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Lemon","Control",NA,"Control","Global_JOL",1
"M20316174","Lemon","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Lemon","Control",NA,"Control","Global_JOL",1
"M20315108","Lemon","Control",NA,"Control","Global_JOL",1
"M20337010","Lemon","Control",NA,"Control","Global_JOL",1
"m20327174","Lion","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Lion","Presented",NA,"Related","Global_JOL",1
"M10356731","Lion","Presented",NA,"Related","Global_JOL",0
"M20330660_MLM","Lion","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Lion","Presented",NA,"Related","Global_JOL",1
"M20295968","Lion","Presented",NA,"Related","Global_JOL",1
"M20337010","Lion","Presented",NA,"Related","Global_JOL",1
"M20317351","Lion","Presented",NA,"Related","Global_JOL",1
"m20320237","Lion","Presented",NA,"Related","Global_JOL",1
"M20321343!","Lion","Presented",NA,"Related","Global_JOL",0
"M20315390_JKL","Lion","Presented",NA,"Related","Global_JOL",1
"20322965","Lion","Presented",NA,"Related","Global_JOL",1
"M20302792","Lion","Presented",NA,"Related","Global_JOL",1
"M20321748","Lion","Presented",NA,"Related","Global_JOL",1
"M20316174","Lion","Presented",NA,"Related","Global_JOL",1
"M20322859","Lion","Presented",NA,"Related","Global_JOL",1
"M20308397","Lion","Presented",NA,"Related","Global_JOL",1
"M20326622","Lion","Presented",NA,"Related","Global_JOL",1
"20322939","Lion","Presented",NA,"Related","Global_JOL",1
"M20315108","Lion","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Lion","Presented",NA,"Related","Global_JOL",1
"20322939","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20315390_JKL","Lipstick","Presented",NA,"Unrelated","Global_JOL",0
"M20315108","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20326354_SNC.","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Lipstick","Presented",NA,"Unrelated","Global_JOL",0
"M20321748","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Lipstick","Presented",NA,"Unrelated","Global_JOL",0
"M20295968","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Lipstick","Presented",NA,"Unrelated","Global_JOL",0
"M20322859","Lipstick","Presented",NA,"Unrelated","Global_JOL",0
"M10356731","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"m20320237","Lipstick","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Mango","Control",NA,"Control","Global_JOL",0
"M20308397","Mango","Control",NA,"Control","Global_JOL",1
"M20315108","Mango","Control",NA,"Control","Global_JOL",1
"M20326622","Mango","Control",NA,"Control","Global_JOL",1
"m20320237","Mango","Control",NA,"Control","Global_JOL",1
"M20321748","Mango","Control",NA,"Control","Global_JOL",1
"m20327174","Mango","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Mango","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Mango","Control",NA,"Control","Global_JOL",1
"M20337010","Mango","Control",NA,"Control","Global_JOL",1
"M20322859","Mango","Control",NA,"Control","Global_JOL",1
"M10356731","Mango","Control",NA,"Control","Global_JOL",1
"M20316174","Mango","Control",NA,"Control","Global_JOL",0
"20322965","Mango","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Mango","Control",NA,"Control","Global_JOL",1
"M20295968","Mango","Control",NA,"Control","Global_JOL",1
"M20302792","Mango","Control",NA,"Control","Global_JOL",1
"M20317351","Mango","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Mango","Control",NA,"Control","Global_JOL",1
"20322939","Mango","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Mango","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Mayor","Presented",NA,"Unrelated","Global_JOL",0
"M20322696_MNC","Mayor","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Mayor","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Mayor","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Mayor","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Mayor","Presented",NA,"Unrelated","Global_JOL",0
"20322939","Mayor","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Mayor","Presented",NA,"Unrelated","Global_JOL",1
"M20321748","Mayor","Presented",NA,"Unrelated","Global_JOL",1
