Item,Trial Type,Max Time,Min Time,Text,Procedure Notes,Shuffle
0,Instruct,-,5,"In this section, you will be presented with a series of words. Please study each word carefully. Your memory will be tested! Click next when you are ready to begin.",Initial_Instruct,Instruct1
0,Instruct,User,-,You will now begin the study. Press Enter when you are ready to begin.,,Instruct16
2,Study_SF,User,2.5,,Smell,Win_1
3,Study_SF,User,2.5,,Smell,Win_2
4,Study_SF,User,2.5,,Smell,Win_3
5,Study_SF,User,2.5,,Smell,Win_4
6,Study_SF,User,2.5,,Smell,Win_5
7,Study_SF,User,2.5,,Smell,Win_6
8,Study_SF,User,2.5,,Smell,Win_7
9,Study_SF,User,2.5,,Smell,Win_8
10,Study_SF,User,2.5,,Smell,Win_9
11,Study_SF,User,2.5,,Smell,Win_10
12,Study_SF,User,2.5,,Smell,Win_11
13,Study_SF,User,2.5,,Smell,Win_12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""K"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,-,"You will now complete a memory test for the words you just studied. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Type as many words as you can from the previous list in any order. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,3,-,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
14,Study,User,2.5,,Soft,R1
15,Study,User,2.5,,Soft,R2
16,Study,User,2.5,,Soft,R3
17,Study,User,2.5,,Soft,R4
18,Study,User,2.5,,Soft,R5
19,Study,User,2.5,,Soft,R6
20,Study,User,2.5,,Soft,R7
21,Study,User,2.5,,Soft,R8
22,Study,User,2.5,,Soft,R9
23,Study,User,2.5,,Soft,R10
24,Study,User,2.5,,Soft,R11
25,Study,User,2.5,,Soft,R12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""L"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,-,"You will now complete a memory test for the words you just studied. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Type as many words as you can from the previous list in any order. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,3,-,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
26,Study_SF,User,2.5,,Sweet,A1
27,Study_SF,User,2.5,,Sweet,A2
28,Study_SF,User,2.5,,Sweet,A3
29,Study_SF,User,2.5,,Sweet,A4
30,Study_SF,User,2.5,,Sweet,A5
31,Study_SF,User,2.5,,Sweet,A6
32,Study_SF,User,2.5,,Sweet,A7
33,Study_SF,User,2.5,,Sweet,A8
34,Study_SF,User,2.5,,Sweet,A9
35,Study_SF,User,2.5,,Sweet,A10
36,Study_SF,User,2.5,,Sweet,A11
37,Study_SF,User,2.5,,Sweet,A12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""M"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,-,"You will now complete a memory test for the words you just studied. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Type as many words as you can from the previous list in any order. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,3,-,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
38,Study,User,2.5,,Chair,T1
39,Study,User,2.5,,Chair,T2
40,Study,User,2.5,,Chair,T3
41,Study,User,2.5,,Chair,T4
42,Study,User,2.5,,Chair,T5
43,Study,User,2.5,,Chair,T6
44,Study,User,2.5,,Chair,T7
45,Study,User,2.5,,Chair,T8
46,Study,User,2.5,,Chair,T9
47,Study,User,2.5,,Chair,T10
48,Study,User,2.5,,Chair,T11
49,Study,User,2.5,,Chair,T12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""M"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,-,"You will now complete a memory test for the words you just studied. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,RECALL_Test
0,FreeRecall,60,60,Type as many words as you can from the previous list in any order. Spelling will not count against you. This screen will automatically advance in one minute.,,
0,Instruct,3,-,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
50,Study_SF,User,2.5,,Mountain,D1
51,Study_SF,User,2.5,,Mountain,D2
52,Study_SF,User,2.5,,Mountain,D3
53,Study_SF,User,2.5,,Mountain,D4
54,Study_SF,User,2.5,,Mountain,D5
55,Study_SF,User,2.5,,Mountain,D6
56,Study_SF,User,2.5,,Mountain,D7
57,Study_SF,User,2.5,,Mountain,D8
58,Study_SF,User,2.5,,Mountain,D9
59,Study_SF,User,2.5,,Mountain,D10
60,Study_SF,User,2.5,,Mountain,D11
61,Study_SF,User,2.5,,Mountain,D12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""N"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,-,"You will now complete a memory test for the words you just studied. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Type as many words as you can from the previous list in any order. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,3,-,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
62,Study,User,2.5,,Music,S1
63,Study,User,2.5,,Music,S2
64,Study,User,2.5,,Music,S3
65,Study,User,2.5,,Music,S4
66,Study,User,2.5,,Music,S5
67,Study,User,2.5,,Music,S6
68,Study,User,2.5,,Music,S7
69,Study,User,2.5,,Music,S8
70,Study,User,2.5,,Music,S9
71,Study,User,2.5,,Music,S10
72,Study,User,2.5,,Music,S11
73,Study,User,2.5,,Music,S12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""R"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,Instruct,User,-,"You will now complete a memory test for the words you just studied. Spelling will not count against you and you can recall the words in any order.  This test will be timed for one minute, and the computer will automatically advance once time is up. Click next when you are ready to begin.",,Instruct1666
0,FreeRecall,60,60,Type as many words as you can from the previous list in any order. Spelling will not count against you. This screen will automatically advance in one minute.,,RECALL_Test
0,Instruct,3,-,You will now be presented with a new study list. Click next when you are ready to begin.,,NEXT_LIST
74,Study_SF,User,2.5,,Rubber,RR1
75,Study_SF,User,2.5,,Rubber,RR2
76,Study_SF,User,2.5,,Rubber,RR3
77,Study_SF,User,2.5,,Rubber,RR4
78,Study_SF,User,2.5,,Rubber,RR5
79,Study_SF,User,2.5,,Rubber,RR6
80,Study_SF,User,2.5,,Rubber,RR7
81,Study_SF,User,2.5,,Rubber,RR8
82,Study_SF,User,2.5,,Rubber,RR9
83,Study_SF,User,2.5,,Rubber,RR10
84,Study_SF,User,2.5,,Rubber,RR11
85,Study_SF,User,2.5,,Rubber,RR12
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
0,FreeRecall,30,30,"Please type as many words as you can that begin with the letter ""S"". The computer will automatically advance to the next screen in 30 seconds.",,FILLER
0,Instruct,User,-,You have completed this section. Please click next.,,Instruct166
